wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified
687,111,6,vous,vous,XV_14,Prn,Prn,2pp,8s,---,C/V\
688,111,7,.,.,XV_14,Pnc,Pnc,,8s,---,
689,112,1,se,se,XV_15,Adv,Adv,si4,8s,---,C/(e)\
690,112,2,vous,vous,XV_15,Prn,Prn$$,2pp,8s,---,C/V\
691,112,3,pri,pri,XV_15,Vfin,Vfin,prier,8s,---,C/V\
692,112,4,",",",",XV_15,Pnc,Pnc,,8s,---,
693,112,5,dame,dame,XV_15,N,N,,8s,---,'C/V\.C/(e)\
694,112,6,d',d',XV_15,Pre,Pre,de,8s,---,C/\
695,112,7,onneur,onneur,XV_15,N,N,,8s,---,/V\.'C/V\
696,112,8,pleine,pleine,XV_15,Adj,Adj,plein,8s,---,'C/V\.C/(e)\
697,112,9,",",",",XV_15,Pnc,Pnc,,8s,---,
698,113,1,que,que,XV_16,Sub,Sub,que,8s,---,C/(e)\
699,113,2,",",",",XV_16,Pnc,Pnc,,8s,---,
700,113,3,se,se,XV_16,Sub,Sub,si3,8s,---,C/(e)\
701,113,4,vos,vos,XV_16,Det,Det,votre,8s,---,C/V\
702,113,5,cuers,cuers,XV_16,N,N,,8s,---,C/V\
703,113,6,est,est,XV_16,Vfin,Vfin,être,8s,---,/V\
704,113,7,ja,ja,XV_16,Adv,Adv,jà,8s,---,C/V\
705,113,8,certeins,certeins,XV_16,Adj,Adj,certain,8s,---,C/V\.'C/V\
706,114,1,que,que,XV_17,Sub,Sub,que,8s,---,C/(e)\
707,114,2,li,li,XV_17,Det,Det,le,8s,---,C/V\
708,114,3,miens,miens,XV_17,Adj,Adj,mon,8s,---,C/V\
709,114,4,loyaument,loyaument,XV_17,Adv,Adv,,8s,---,C/V\.C/V\.'C/V\
710,114,5,se,se,XV_17,Prn,Prn$$,se,8s,---,C/(e)\
711,114,6,peinne,peinne,XV_17,Vfin,Vfin,peiner,8s,---,'C/V\.C/(e)\
712,115,1,d',d',XV_18,Pre,Pre,de,8s,---,C/\
713,115,2,amer,amer,XV_18,Vinf,Vinf,aimer,8s,---,/V\.'C/V\
714,115,3,",",",",XV_18,Pnc,Pnc,,8s,---,
715,115,4,sans,sans,XV_18,Pre,Pre,sans,8s,---,C/V\
716,115,5,ja,ja,XV_18,Adv,Adv,jà,8s,---,C/V\
717,115,6,estre,estre,XV_18,Vinf,Vinf,être,8s,---,'/V\.C/(e)\
718,115,7,refreins,refreins,XV_18,Vfin,Vfin,refreindre,8s,---,C/V\.'C/V\
719,115,8,",",",",XV_18,Pnc,Pnc,,8s,---,
720,116,1,que,que,XV_19,Sub,Sub,que,8s,---,C/(e)\
721,116,2,vous,vous,XV_19,Prn,Prn$,2pp,8s,---,C/V\
722,116,3,souffrez,souffrez,XV_19,Vfin,Vfin,souffrir,8s,---,C/V\.'C/V\
723,116,4,a,a,XV_19,Pre,Pre,à,8s,---,/V\
724,116,5,tout,tout,XV_19,QIs,QIs,tout,8s,---,C/V\
725,116,6,le,le,XV_19,Det,Det,le,8s,---,C/(e)\
726,116,7,meins,meins,XV_19,Adv,Adv,moins,8s,---,C/V\
727,116,8,-,-,XV_19,Pnc,Pnc,,8s,---,
728,117,1,qu',qu',XV_20,Sub,Sub,que,8s,---,C/\
729,117,2,il,il,XV_20,Prn,Prn$,il,8s,---,/V\
730,117,3,vous,vous,XV_20,Prn,Prn$$,2pp,8s,---,C/V\
731,117,4,serve,serve,XV_20,Vfin,Vfin,servir,8s,---,'C/V\.C/(e)\
732,117,5,",",",",XV_20,Pnc,Pnc,,8s,---,
733,117,6,loiaus,loiaus,XV_20,Adj,Adj,,8s,---,C/V\.'C/V\
734,117,7,cuers,cuers,XV_20,N,N,,8s,---,C/V\
735,117,8,clous,clous,XV_20,Vpp,Vpp,clore,8s,---,C/V\
736,117,9,",",",",XV_20,Pnc,Pnc,,8s,---,
737,118,1,comment,comment,XV_21,Qux,Qux,comment,8s,---,C/V\.'C/V\
738,118,2,que,que,XV_21,Sub,Sub,que,8s,---,C/(e)\
739,118,3,soie,soie,XV_21,Vfin,Vfin,être,8s,---,'C/V\./(e)\
740,118,4,long,long,XV_21,Adj,Adj,long,8s,---,C/V\
741,118,5,de,de,XV_21,Pre,Pre,de,8s,---,C/(e)\
742,118,6,vous,vous,XV_21,Prn,Prn,2pp,8s,---,C/V\
743,118,7,.,.,XV_21,Pnc,Pnc,,8s,---,
744,119,1,certes,certes,XC_1,Adv,Adv,certes,8s,---,'C/V\.C/e\
745,119,2,mes,mes,XC_1,Det,Det,mon,8s,---,C/V\
746,119,3,dous,dous,XC_1,Adj,Adj,doux,8s,---,C/V\
747,119,4,amis,amis,XC_1,N,N,,8s,---,/V\.'C/V\
748,119,5,fu,fu,XC_1,Vfin,Vfin,être,8s,---,C/V\
749,119,6,nez,nez,XC_1,Vpp,Vpp,naître,8s,---,C/V\
750,120,1,en,en,XC_2,Pre,Pre,en,8s,---,/V\
751,120,2,aoust,aoust,XC_2,N,N,,8s,---,/(V)\.'/V\
752,120,3,",",",",XC_2,Pnc,Pnc,,8s,---,
753,120,4,je,je,XC_2,Prn,Prn$,je,8s,---,C/(e)\
754,120,5,ne,ne,XC_2,Neg,Neg,ne,8s,---,C/(e)\
755,120,6,m',m',XC_2,Prn,Prn$$,1ps,8s,---,C/\
756,120,7,en,en,XC_2,Prn,Prn$$,en2,8s,---,/V\
757,120,8,doubt,doubt,XC_2,Vfin,Vfin,douter,8s,---,C/V\
758,120,9,mie,mie,XC_2,Neg,Neg,mie3,8s,---,'C/V\./(e)\
759,120,10,",",",",XC_2,Pnc,Pnc,,8s,---,
760,121,1,car,car,XC_3,Crd,Crd,car,8s,---,C/V\
761,121,2,il,il,XC_3,Prn,Prn$,il,8s,---,/V\
762,121,3,est,est,XC_3,Vfin,Vfin,être,8s,---,/V\
763,121,4,de,de,XC_3,Pre,Pre,de,8s,---,C/(e)\
764,121,5,tous,tous,XC_3,QIs,QIs,tout,8s,---,C/V\
765,121,6,deboutés,deboutés,XC_3,Vpp,Vpp,débouter,8s,---,C/V\.C/V\.'C/V\
766,121,7,",",",",XC_3,Pnc,Pnc,,8s,---,
767,122,1,et,et,XC_4,Crd,Crd,et,8s,---,/V\
768,122,2,s',s',XC_4,Adv,Adv,si4,8s,---,C/\
769,122,3,a,a,XC_4,Vfin,Vfin,avoir,8s,---,/V\
770,122,4,valour,valour,XC_4,N,N,,8s,---,C/V\.'C/V\
771,122,5,et,et,XC_4,Crd,Crd,et,8s,---,/V\
772,122,6,courtoisie,courtoisie,XC_4,N,N,,8s,---,C/V\.C/V\.'C/V\./(e)\
773,122,7,",",",",XC_4,Pnc,Pnc,,8s,---,
774,123,1,et,et,XC_5,Crd,Crd,et,8s,---,/V\
775,123,2,dignes,dignes,XC_5,Adj,Adj,,8s,---,'C/V\.C/e\
776,123,3,est,est,XC_5,Vfin,Vfin,être,8s,---,/V\
777,123,4,d',d',XC_5,Pre,Pre,de,8s,---,C/\
778,123,5,avoir,avoir,XC_5,Vinf,Vinf,avoir,8s,---,/V\.'C/V\
779,123,6,amie,amie,XC_5,N,N,,8s,---,/V\.'C/V\./(e)\
780,123,7,",",",",XC_5,Pnc,Pnc,,8s,---,
781,124,1,n',n',XC_6,Crd,Crd,ne2,8s,---,C/\
782,124,2,il,il,XC_6,Prn,Prn$,il,8s,---,/V\
783,124,3,n',n',XC_6,Neg,Neg,ne,8s,---,C/\
784,124,4,a,a,XC_6,Vfin,Vfin,avoir,8s,---,/V\
785,124,5,en,en,XC_6,Pre,Pre,en,8s,---,/V\
786,124,6,li,li,XC_6,Prn,Prn,li,8s,---,C/V\
787,124,7,que,que,XC_6,Sub,Sub,que,8s,---,C/(e)\
788,124,8,reprochier,reprochier,XC_6,Vinf,Vinf,reprocher,8s,---,C/V\.C/V\.'C/V\
789,124,9,:,:,XC_6,Pnc,Pnc,,8s,---,
790,125,1,pour,pour,XC_7,Pre,Pre,pour,8s,---,C/V\
791,125,2,ce,ce,XC_7,Prn,Prn,ce,8s,---,C/(e)\
792,125,3,l',l',XC_7,Prn,Prn$$,3p,8s,---,C/\
793,125,4,aim,aim,XC_7,Vfin,Vfin,aimer,8s,---,/V\
794,125,5,je,je,XC_7,Prn,Prn%,je,8s,---,C/(e)\
795,125,6,de,de,XC_7,Pre,Pre,de,8s,---,C/(e)\
796,125,7,cuer,cuer,XC_7,N,N,,8s,---,C/V\
797,125,8,entier,entier,XC_7,Adj,Adj,,8s,---,/V\.'C/V\
798,125,9,.,.,XC_7,Pnc,Pnc,,8s,---,
799,126,1,mais,mais,XC_8,Crd,Crd,mais,8s,---,C/V\
800,126,2,ja,ja,XC_8,Adv,Adv,jà,8s,---,C/V\
801,126,3,n',n',XC_8,Neg,Neg,ne,8s,---,C/\
802,126,4,en,en,XC_8,Prn,Prn$$,en2,8s,---,/V\
803,126,5,sera,sera,XC_8,Vfin,Vfin,être,8s,---,C/V\.'C/V\
804,126,6,meins,meins,XC_8,Adv,Adv,moins,8s,---,C/V\
805,126,7,amez,amez,XC_8,Vpp,Vpp,aimer,8s,---,/V\.'C/V\
806,127,1,de,de,XC_9,Pre,Pre,de,8s,---,C/(e)\
807,127,2,moy,moy,XC_9,Prn,Prn,moi,8s,---,C/V\
808,127,3,",",",",XC_9,Pnc,Pnc,,8s,---,
809,127,4,pour,pour,XC_9,Pre,Pre,pour,8s,---,C/V\
810,127,5,chose,chose,XC_9,N,N,,8s,---,'C/V\.C/(e)\
811,127,6,qu',qu',XC_9,Qux,Qux,que,8s,---,C/\
812,127,7,on,on,XC_9,Prn,Prn$,on,8s,---,/V\
813,127,8,m',m',XC_9,Prn,Prn$$,1ps,8s,---,C/\
814,127,9,en,en,XC_9,Prn,Prn$$,en2,8s,---,/V\
815,127,10,die,die,XC_9,Vfin,Vfin,dire,8s,---,'C/V\./(e)\
816,127,11,",",",",XC_9,Pnc,Pnc,,8s,---,
817,128,1,eins,eins,XC_10,Crd,Crd,ains,8s,---,/V\
818,128,2,sera,sera,XC_10,Vfin,Vfin,être,8s,---,C/V\.'C/V\
819,128,3,mes,mes,XC_10,Det,Det,mon,8s,---,C/V\
820,128,4,voloirs,voloirs,XC_10,N,N,vouloir,8s,---,C/V\.'C/V\
821,128,5,doublez,doublez,XC_10,Vpp,Vpp,doubler,8s,---,C/V\.'C/V\
822,128,6,",",",",XC_10,Pnc,Pnc,,8s,---,
823,129,1,et,et,XC_11,Crd,Crd,et,8s,---,/V\
824,129,2,l',l',XC_11,Det,Det,le,8s,---,C/\
825,129,3,amoureuse,amoureuse,XC_11,Adj,Adj,,8s,---,/V\.C/V\.'C/V\.C/(e)\
826,129,4,maladie,maladie,XC_11,N,N,,8s,---,C/V\.C/V\.'C/V\./(e)\
827,130,1,sera,sera,XC_12,Vfin,Vfin,être,8s,---,C/V\.'C/V\
828,130,2,dedens,dedens,XC_12,PrA,PrA,dedans,8s,---,C/V\.'C/V\
829,130,3,mon,mon,XC_12,Det,Det,mon,8s,---,C/V\
830,130,4,cuer,cuer,XC_12,N,N,,8s,---,C/V\
831,130,5,chierie,chierie,XC_12,Adj,Adj,,8s,---,C/V\.'C/V\./(e)\
832,130,6,",",",",XC_12,Pnc,Pnc,,8s,---,
833,131,1,ne,ne,XC_13,Crd,Crd,ne2,8s,---,C/(e)\
834,131,2,ja,ja,XC_13,Adv,Adv,jà,8s,---,C/V\
835,131,3,sans,sans,XC_13,Pre,Pre,sans,8s,---,C/V\
836,131,4,li,li,XC_13,Prn,Prn,li,8s,---,C/V\
837,131,5,garir,garir,XC_13,Vinf,Vinf,guérir,8s,---,C/V\.'C/V\
838,131,6,n',n',XC_13,Neg,Neg,ne,8s,---,C/\
839,131,7,en,en,XC_13,Prn,Prn$$,en2,8s,---,/V\
840,131,8,quier,quier,XC_13,Vfin,Vfin,quérir,8s,---,C/V\
841,131,9,:,:,XC_13,Pnc,Pnc,,8s,---,
842,132,1,pour,pour,XC_14,Pre,Pre,pour,8s,---,C/V\
843,132,2,ce,ce,XC_14,Prn,Prn,ce,8s,---,C/(e)\
844,132,3,l',l',XC_14,Prn,Prn$$,3p,8s,---,C/\
845,132,4,aim,aim,XC_14,Vfin,Vfin,aimer,8s,---,/V\
846,132,5,je,je,XC_14,Prn,Prn%,je,8s,---,C/(e)\
847,132,6,de,de,XC_14,Pre,Pre,de,8s,---,C/(e)\
848,132,7,cuer,cuer,XC_14,N,N,,8s,---,C/V\
849,132,8,entier,entier,XC_14,Adj,Adj,,8s,---,/V\.'C/V\
850,132,9,.,.,XC_14,Pnc,Pnc,,8s,---,
851,133,1,car,car,XC_15,Crd,Crd,car,8s,---,C/V\
852,133,2,tous,tous,XC_15,QIs,QIs,tous,8s,---,C/V\
853,133,3,mes,mes,XC_15,Det,Det,mon,8s,---,C/V\
854,133,4,cuers,cuers,XC_15,N,N,,8s,---,C/V\
855,133,5,li,li,XC_15,Prn,Prn$$,li,8s,---,C/V\
856,133,6,est,est,XC_15,Vfin,Vfin,être,8s,---,/V\
857,133,7,donnés,donnés,XC_15,Vpp,Vpp,donner,8s,---,C/V\.'C/V\
858,133,8,",",",",XC_15,Pnc,Pnc,,8s,---,
859,134,1,sans,sans,XC_16,Pre,Pre,sans,8s,---,C/V\
860,134,2,retraire,retraire,XC_16,Vinf,Vinf,retraire,8s,---,C/V\.'C/V\.C/(e)\
861,134,3,et,et,XC_16,Crd,Crd,et,8s,---,/V\
862,134,4,sans,sans,XC_16,Pre,Pre,sans,8s,---,C/V\
863,134,5,vilonnie,vilonnie,XC_16,N,N,,8s,---,C/V\.C/V\.'C/V\./(e)\
864,134,6,",",",",XC_16,Pnc,Pnc,,8s,---,
865,135,1,pour,pour,XC_17,Pre,Pre,pour,8s,---,C/V\
866,135,2,ce,ce,XC_17,Prn,Prn,ce,8s,---,C/(e)\
867,135,3,qu',qu',XC_17,Sub,Sub,que,8s,---,C/\
868,135,4,il,il,XC_17,Prn,Prn$,il,8s,---,/V\
869,135,5,est,est,XC_17,Vfin,Vfin,être,8s,---,/V\
870,135,6,a,a,XC_17,Pre,Pre,à,8s,---,/V\
871,135,7,droit,droit,XC_17,N,N,droit,8s,---,C/V\
872,135,8,nommez,nommez,XC_17,Vpp,Vpp,nommer,8s,---,C/V\.'C/V\
873,136,1,preus,preus,XC_18,Adj,Adj,preux,8s,---,C/V\
874,136,2,et,et,XC_18,Crd,Crd,et,8s,---,/V\
875,136,3,loyaus,loyaus,XC_18,Adj,Adj,,8s,---,C/V\.'C/V\
876,136,4,sans,sans,XC_18,Pre,Pre,sans,8s,---,C/V\
877,136,5,tricherie,tricherie,XC_18,N,N,,8s,---,C/V\.C/e\.'C/V\./(e)\
878,136,6,;,;,XC_18,Pnc,Pnc,,8s,---,
879,137,1,et,et,XC_19,Crd,Crd,et,8s,---,/V\
880,137,2,s',s',XC_19,Adv,Adv,si4,8s,---,C/\
881,137,3,a,a,XC_19,Vfin,Vfin,avoir,8s,---,/V\
882,137,4,de,de,XC_19,Pre,Pre,de,8s,---,C/(e)\
883,137,5,grace,grace,XC_19,N,N,,8s,---,'C/V\.C/(e)\
884,137,6,compaingnie,compaingnie,XC_19,N,N,,8s,---,C/V\.C/V\.'C/V\./(e)\
885,137,7,",",",",XC_19,Pnc,Pnc,,8s,---,
886,138,1,qui,qui,XC_20,Qux,Qux,qui,8s,---,C/V\
887,138,2,d',d',XC_20,Pre,Pre,de,8s,---,C/\
888,138,3,onneur,onneur,XC_20,N,N,,8s,---,/V\.'C/V\
889,138,4,le,le,XC_20,Prn,Prn$$,3p,8s,---,C/(e)\
890,138,5,met,met,XC_20,Vfin,Vfin,mettre,8s,---,C/V\
891,138,6,ou,ou,XC_20,Pre+Det,Pre+Det,en.le,8s,---,/V\
892,138,7,sentier,sentier,XC_20,N,N,,8s,---,C/V\.'C/V\
893,138,8,:,:,XC_20,Pnc,Pnc,,8s,---,
894,139,1,pour,pour,XC_21,Pre,Pre,pour,8s,---,C/V\
895,139,2,ce,ce,XC_21,Prn,Prn,ce,8s,---,C/(e)\
896,139,3,l',l',XC_21,Prn,Prn$$,3p,8s,---,C/\
897,139,4,aim,aim,XC_21,Vfin,Vfin,aimer,8s,---,/V\
898,139,5,je,je,XC_21,Prn,Prn%,je,8s,---,C/(e)\
899,139,6,de,de,XC_21,Pre,Pre,de,8s,---,C/(e)\
900,139,7,cuer,cuer,XC_21,N,N,,8s,---,C/V\
901,139,8,entier,entier,XC_21,Adj,Adj,,8s,---,/V\.'C/V\
902,139,9,.,.,XC_21,Pnc,Pnc,,8s,---,
903,140,1,plaisant,plaisant,CLXV_1,Vprs,Vprs,plaire,8s,---,C/V\.'C/V\
904,140,2,dame,dame,CLXV_1,N,N,,8s,---,'C/V\.C/(e)\
905,140,3,de,de,CLXV_1,Pre,Pre,de,8s,---,C/(e)\
906,140,4,noble,noble,CLXV_1,Adj,Adj,,8s,---,'C/V\.C/(e)\
907,140,5,accueil,accueil,CLXV_1,N,N,,8s,---,/V\.'C/V\
908,140,6,",",",",CLXV_1,Pnc,Pnc,,8s,---,
909,141,1,que,que,CLXV_2,Qux,Qux,que,8s,---,C/(e)\
910,141,2,nuls,nuls,CLXV_2,QIs,QIs,nul,8s,---,C/V\
911,141,3,ne,ne,CLXV_2,Neg,Neg,ne,8s,---,C/(e)\
912,141,4,porroit,porroit,CLXV_2,Vfin,Vfin,pouvoir2,8s,---,C/V\.'C/V\
913,141,5,trop,trop,CLXV_2,Adv,Adv,trop,8s,---,C/V\
914,141,6,loer,loer,CLXV_2,Vinf,Vinf,louer,8s,---,C/V\.'C/V\
915,141,7,",",",",CLXV_2,Pnc,Pnc,,8s,---,
916,142,1,plus,plus,CLXV_3,Adv,Adv,plus,8s,---,C/V\
917,142,2,loyaument,loyaument,CLXV_3,Adv,Adv,,8s,---,C/V\.C/V\.'C/V\
918,142,3,que,que,CLXV_3,Sub,Sub,que,8s,---,C/(e)\
919,142,4,je,je,CLXV_3,Prn,Prn$,je,8s,---,C/(e)\
920,142,5,ne,ne,CLXV_3,Neg,Neg,ne,8s,---,C/(e)\
921,142,6,sueil,sueil,CLXV_3,Vfin,Vfin,souloir,8s,---,C/V\
922,143,1,vous,vous,CLXV_4,Prn,Prn$$,2pp,8s,---,C/V\
923,143,2,vueil,vueil,CLXV_4,Vfin,Vfin,vouloir,8s,---,C/V\
924,143,3,servir,servir,CLXV_4,Vinf,Vinf,servir,8s,---,C/V\.'C/V\
925,143,4,et,et,CLXV_4,Crd,Crd,et,8s,---,/V\
926,143,5,honnourer,honnourer,CLXV_4,Vinf,Vinf,honorer,8s,---,/V\.C/V\.'C/V\
927,143,6,;,;,CLXV_4,Pnc,Pnc,,8s,---,
928,144,1,et,et,CLXV_5,Crd,Crd,et,8s,---,/V\
929,144,2,sachiés,sachiés,CLXV_5,Vfin,Vfin,savoir,8s,---,C/V\.'C/V\
930,144,3,bien,bien,CLXV_5,Adv,Adv,bien,8s,---,C/V\
931,144,4,",",",",CLXV_5,Pnc,Pnc,,8s,---,
932,144,5,tout,tout,CLXV_5,QIs,QIs,tout,8s,---,C/V\
933,144,6,sans,sans,CLXV_5,Pre,Pre,sans,8s,---,C/V\
934,144,7,doubter,doubter,CLXV_5,Vinf,Vinf,douter,8s,---,C/V\.'C/V\
935,144,8,",",",",CLXV_5,Pnc,Pnc,,8s,---,
936,145,1,que,que,CLXV_6,Sub,Sub,que,8s,---,C/(e)\
937,145,2,mes,mes,CLXV_6,Det,Det,mon,8s,---,C/V\
938,145,3,cuers,cuers,CLXV_6,N,N,,8s,---,C/V\
939,145,4,point,point,CLXV_6,Neg,Neg,point2,8s,---,C/V\
940,145,5,de,de,CLXV_6,Pre,Pre,de,8s,---,C/(e)\
941,145,6,vous,vous,CLXV_6,Prn,Prn,2pp,8s,---,C/V\
942,145,7,ne,ne,CLXV_6,Neg,Neg,ne,8s,---,C/(e)\
943,145,8,part,part,CLXV_6,Vfin,Vfin,partir,8s,---,C/V\
944,145,9,",",",",CLXV_6,Pnc,Pnc,,8s,---,
945,146,1,se,se,CLXV_7,Sub,Sub,si3,8s,---,C/(e)\
946,146,2,mes,mes,CLXV_7,Det,Det,mon,8s,---,C/V\
947,146,3,corps,corps,CLXV_7,N,N,,8s,---,C/V\
948,146,4,de,de,CLXV_7,Pre,Pre,de,8s,---,C/(e)\
949,146,5,vous,vous,CLXV_7,Prn,Prn,2pp,8s,---,C/V\
950,146,6,se,se,CLXV_7,Prn,Prn$$,se,8s,---,C/(e)\
951,146,7,depart,depart,CLXV_7,Vfin,Vfin,départir,8s,---,C/V\.'C/V\
952,146,8,.,.,CLXV_7,Pnc,Pnc,,8s,---,
953,147,1,einsois,einsois,CLXV_8,Adv,Adv,ainçois,8s,---,/V\.'C/V\
954,147,2,vous,vous,CLXV_8,Prn,Prn$$,2pp,8s,---,C/V\
955,147,3,demeure,demeure,CLXV_8,Vfin,Vfin,demeurer,8s,---,C/V\.'C/V\.C/(e)\
956,147,4,à,à,CLXV_8,Pre,Pre,à,8s,---,/V\
957,147,5,vo,vo,CLXV_8,Det,Det,votre,8s,---,C/V\
958,147,6,vueil,vueil,CLXV_8,N,N,,8s,---,C/V\
959,148,1,com,com,CLXV_9,Sub,Sub,comme,8s,---,C/V\
960,148,2,cilz,cilz,CLXV_9,Dem,Dem,cil,8s,---,C/V\
961,148,3,qui,qui,CLXV_9,Qux,Qux,qui,8s,---,C/V\
962,148,4,ne,ne,CLXV_9,Neg,Neg,ne,8s,---,C/(e)\
963,148,5,saroit,saroit,CLXV_9,Vfin,Vfin,savoir,8s,---,C/V\.'C/V\
964,148,6,amer,amer,CLXV_9,Vinf,Vinf,aimer,8s,---,/V\.'C/V\
965,149,1,autre,autre,CLXV_10,Adj,Adj,autre,8s,---,'/V\.C/(e)\
966,149,2,de,de,CLXV_10,Pre,Pre,de,8s,---,C/(e)\
967,149,3,vous,vous,CLXV_10,Prn,Prn,2pp,8s,---,C/V\
968,149,4,;,;,CLXV_10,Pnc,Pnc,,8s,---,
969,149,5,et,et,CLXV_10,Crd,Crd,et,8s,---,/V\
970,149,6,je,je,CLXV_10,Prn,Prn$,je,8s,---,C/(e)\
971,149,7,le,le,CLXV_10,Prn,Prn$$,3p,8s,---,C/(e)\
972,149,8,vueil,vueil,CLXV_10,Vfin,Vfin,vouloir,8s,---,C/V\
973,149,9,",",",",CLXV_10,Pnc,Pnc,,8s,---,
974,150,1,puis,puis,CLXV_11,PrA,PrA,puis,8s,---,C/V\
975,150,2,qu',qu',CLXV_11,Sub,Sub,que,8s,---,C/\
976,150,3,amours,amours,CLXV_11,N,N,,8s,---,/V\.'C/V\
977,150,4,le,le,CLXV_11,Prn,Prn$$,3p,8s,---,C/(e)\
978,150,5,vuet,vuet,CLXV_11,Vfin,Vfin,vouloir,8s,---,C/V\
979,150,6,commander,commander,CLXV_11,Vinf,Vinf,commander,8s,---,C/V\.C/V\.'C/V\
980,151,1,qui,qui,CLXV_12,Qux,Qux,qui,8s,---,C/V\
981,151,2,me,me,CLXV_12,Prn,Prn$$,1ps,8s,---,C/(e)\
982,151,3,fait,fait,CLXV_12,Vfin,Vfin,faire,8s,---,C/V\
983,151,4,en,en,CLXV_12,Pre,Pre,en,8s,---,/V\
984,151,5,joie,joie,CLXV_12,N,N,,8s,---,'C/V\./(e)\
985,151,6,esperer,esperer,CLXV_12,Vinf,Vinf,espérer,8s,---,/V\.C/e\.'C/V\
986,152,1,reveoir,reveoir,CLXV_13,Vinf,Vinf,revoir,8s,---,C/V\.C/(V)\.'/V\
987,152,2,vostre,vostre,CLXV_13,Det,Det,votre,8s,---,'C/V\.C/(e)\
988,152,3,dous,dous,CLXV_13,Adj,Adj,doux,8s,---,C/V\
989,152,4,regart,regart,CLXV_13,N,N,,8s,---,C/V\.'C/V\
990,152,5,",",",",CLXV_13,Pnc,Pnc,,8s,---,
991,153,1,se,se,CLXV_14,Sub,Sub,si3,8s,---,C/(e)\
992,153,2,mes,mes,CLXV_14,Det,Det,mon,8s,---,C/V\
993,153,3,corps,corps,CLXV_14,N,N,,8s,---,C/V\
994,153,4,de,de,CLXV_14,Pre,Pre,de,8s,---,C/(e)\
995,153,5,vous,vous,CLXV_14,Prn,Prn,2pp,8s,---,C/V\
996,153,6,se,se,CLXV_14,Prn,Prn$$,se,8s,---,C/(e)\
997,153,7,depart,depart,CLXV_14,Vfin,Vfin,départir,8s,---,C/V\.'C/V\
998,153,8,.,.,CLXV_14,Pnc,Pnc,,8s,---,
999,154,1,si,si,CLXV_15,Adv,Adv,si4,8s,---,C/V\
1000,154,2,vous,vous,CLXV_15,Prn,Prn$$,2pp,8s,---,C/V\
1001,154,3,pri,pri,CLXV_15,Vfin,Vfin,prier,8s,---,C/V\
1002,154,4,",",",",CLXV_15,Pnc,Pnc,,8s,---,
1003,154,5,belle,belle,CLXV_15,Adj,Adj,beau,8s,---,'C/V\.C/(e)\
1004,154,6,sans,sans,CLXV_15,Pre,Pre,sans,8s,---,C/V\
1005,154,7,orgueil,orgueil,CLXV_15,N,N,,8s,---,/V\.'C/V\
1006,154,8,",",",",CLXV_15,Pnc,Pnc,,8s,---,
1007,155,1,que,que,CLXV_16,Sub,Sub,que,8s,---,C/(e)\
1008,155,2,j',j',CLXV_16,Prn,Prn$,je,8s,---,C/\
1009,155,3,aim,aim,CLXV_16,Vfin,Vfin,aimer,8s,---,/V\
1010,155,4,loyaument,loyaument,CLXV_16,Adv,Adv,,8s,---,C/V\.C/V\.'C/V\
1011,155,5,",",",",CLXV_16,Pnc,Pnc,,8s,---,
1012,155,6,sans,sans,CLXV_16,Pre,Pre,sans,8s,---,C/V\
1013,155,7,fausser,fausser,CLXV_16,Vinf,Vinf,fausser,8s,---,C/V\.'C/V\
1014,155,8,",",",",CLXV_16,Pnc,Pnc,,8s,---,
1015,156,1,pour,pour,CLXV_17,Pre,Pre,pour,8s,---,C/V\
1016,156,2,le,le,CLXV_17,Det,Det,le,8s,---,C/(e)\
1017,156,3,regart,regart,CLXV_17,N,N,,8s,---,C/V\.'C/V\
1018,156,4,dont,dont,CLXV_17,Qux,Qux,dont,8s,---,C/V\
1019,156,5,vo,vo,CLXV_17,Det,Det,votre,8s,---,C/V\
1020,156,6,vair,vair,CLXV_17,Adj,Adj,,8s,---,C/V\
1021,156,7,oueil,oueil,CLXV_17,N,N,,8s,---,/V\
1022,157,1,vorrent,vorrent,CLXV_18,Vfin,Vfin,vouloir,8s,---,'C/V\.C/e\
1023,157,2,mon,mon,CLXV_18,Det,Det,mon,8s,---,C/V\
1024,157,3,cuer,cuer,CLXV_18,N,N,,8s,---,C/V\
1025,157,4,enamourer,enamourer,CLXV_18,Vinf,Vinf,enamourer,8s,---,/V\.C/V\.C/V\.'C/V\
1026,157,5,",",",",CLXV_18,Pnc,Pnc,,8s,---,
1027,158,1,que,que,CLXV_19,Sub,Sub,que,8s,---,C/(e)\
1028,158,2,il,il,CLXV_19,Prn,Prn$,il,8s,---,/V\
1029,158,3,vous,vous,CLXV_19,Prn,Prn$$,2pp,8s,---,C/V\
1030,158,4,vueille,vueille,CLXV_19,Vfin,Vfin,vouloir,8s,---,'C/V\.C/(e)\
1031,158,5,ramembrer,ramembrer,CLXV_19,Vinf,Vinf,ramembrer,8s,---,C/V\.C/V\.'C/V\
1032,159,1,dou,dou,CLXV_20,Pre+Det,Pre+Det,de.le,8s,---,C/V\
1033,159,2,mal,mal,CLXV_20,N,N,mal,8s,---,C/V\
1034,159,3,que,que,CLXV_20,Sub,Sub,que,8s,---,C/(e)\
1035,159,4,j',j',CLXV_20,Prn,Prn$,je,8s,---,C/\
1036,159,5,arai,arai,CLXV_20,Vfin,Vfin,avoir,8s,---,/V\.'C/V\
