wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified,ref,tei_right,tei_left
1359,212,7,",",",",LI(2p824)_3,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 3",,
1360,212,8,paindi,paindi,LI(2p824)_3,Vfin,Vfin,peindre,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 3",,
1361,212,9,la,la,LI(2p824)_3,Det,Det,le,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 3",,
1362,212,10,mort,mort,LI(2p824)_3,N,N,mort,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 3",,
1363,212,11,",",",",LI(2p824)_3,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 3",</l>,
1364,213,1,qui,qui,LI(2p824)_4,Qux,Qux,qui,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 4",,<l n=&quot;4&quot;>
1365,213,2,durement,durement,LI(2p824)_4,Adv,Adv,durement,10s,---,C/V\.C/e\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 4",,
1366,213,3,m',m',LI(2p824)_4,Prn,Prn$$,me,10s,---,C/\,"MolinetFaictz, Poésies familières no LI, v. 4",,
1367,213,4,a,a,LI(2p824)_4,Vfin,Vfin,avoir,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 4",,
1368,213,5,point,point,LI(2p824)_4,Vpp,Vpp,poindre,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 4",,
1369,213,6,et,et,LI(2p824)_4,Crd,Crd,et,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 4",,
1370,213,7,qui,qui,LI(2p824)_4,Qux,Qux,qui,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 4",,
1371,213,8,s',s',LI(2p824)_4,Prn,Prn$$,se,10s,---,C/\,"MolinetFaictz, Poésies familières no LI, v. 4",,
1372,213,9,amort,amort,LI(2p824)_4,Vfin,Vfin,amordre,10s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 4",</l>,
1373,214,1,a,a,LI(2p824)_5,Pre,Pre,à,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 5",,<l n=&quot;5&quot;>
1374,214,2,mordre,mordre,LI(2p824)_5,Vinf,Vinf,mordre,10s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 5",,
1375,214,3,tous,tous,LI(2p824)_5,QIs,QIs,tout,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 5",,
1376,214,4,",",",",LI(2p824)_5,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 5",,
1377,214,5,comme,comme,LI(2p824)_5,Sub,Sub,comme,10s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 5",,
1378,214,6,nous,nous,LI(2p824)_5,Prn,Prn,nous,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 5",,
1379,214,7,que,que,LI(2p824)_5,Sub,Sub,que,10s,---,C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 5",,
1380,214,8,mors,mors,LI(2p824)_5,Vpp,Vpp,mourir,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 5",,
1381,214,9,sommes,sommes,LI(2p824)_5,Vfin,Vfin,être,10s,---,'C/V\.C/e\,"MolinetFaictz, Poésies familières no LI, v. 5",,
1382,214,10,.,.,LI(2p824)_5,Pnc,Pnc,.,10s,---,,"MolinetFaictz, Poésies familières no LI, v. 5",</l>,
1383,215,1,quand,quand,LI(2p824)_6,Sub,Sub,quand,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 6",,<l n=&quot;6&quot;>
1384,215,2,j',j',LI(2p824)_6,Prn,Prn$,je,10s,---,C/\,"MolinetFaictz, Poésies familières no LI, v. 6",,
1385,215,3,ay,ay,LI(2p824)_6,Vfin,Vfin,avoir,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 6",,
1386,215,4,les,les,LI(2p824)_6,Det,Det,le,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 6",,
1387,215,5,mortz,mortz,LI(2p824)_6,Vpp,Vpp,mourir,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 6",,
1388,215,6,",",",",LI(2p824)_6,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 6",,
1389,215,7,dormans,dormans,LI(2p824)_6,Vprs,Vprs,dormir,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 6",,
1390,215,8,les,les,LI(2p824)_6,Det,Det,le,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 6",,
1391,215,9,pesans,pesans,LI(2p824)_6,Vprs,Vprs,peser,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 6",,
1392,215,10,sommes,sommes,LI(2p824)_6,Vfin,Vfin,être,10s,---,'C/V\.C/e\,"MolinetFaictz, Poésies familières no LI, v. 6",,
1393,215,11,",",",",LI(2p824)_6,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 6",</l>,
1394,216,1,resuscité,resuscité,LI(2p824)_7,Vpp,Vpp,ressusciter,10s,---,C/V\.C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 7",,<l n=&quot;7&quot;>
1395,216,2,par,par,LI(2p824)_7,Pre,Pre,par,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 7",,
1396,216,3,vif,vif,LI(2p824)_7,Adj,Adj,vif,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 7",,
1397,216,4,art,art,LI(2p824)_7,N,N,art,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 7",,
1398,216,5,de,de,LI(2p824)_7,Pre,Pre,de,10s,---,C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 7",,
1399,216,6,paincture,paincture,LI(2p824)_7,N,N,peinture,10s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 7",,
1400,216,7,",",",",LI(2p824)_7,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 7",</l>,
1401,217,1,aux,aux,LI(2p824)_8,Pre+Det,Pre+Det,à.le,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 8",,<l n=&quot;8&quot;>
1402,217,2,vivans,vivans,LI(2p824)_8,Vprs,Vprs,vivre,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 8",,
1403,217,3,suis,suis,LI(2p824)_8,Vfin,Vfin,être,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 8",,
1404,217,4,de,de,LI(2p824)_8,Pre,Pre,de,10s,---,C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 8",,
1405,217,5,le,le,LI(2p824)_8,Det,Det,le,10s,---,C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 8",,
1406,217,6,mort,mort,LI(2p824)_8,Vpp,Vpp,mourir,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 8",,
1407,217,7,pourtraicture,pourtraicture,LI(2p824)_8,N,N,portraiture,10s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 8",,
1408,217,8,.,.,LI(2p824)_8,Pnc,Pnc,.,10s,---,,"MolinetFaictz, Poésies familières no LI, v. 8",</l></lg>,
1409,218,1,du,du,LI(2p824)_9,Pre+Det,Pre+Det,de.le,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 9",,<lg type=&quot;stanza&quot;><l n=&quot;9&quot;>
1410,218,2,maistre,maistre,LI(2p824)_9,N,N,maître,10s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 9",,
1411,218,3,painctre,painctre,LI(2p824)_9,N,N,peintre,10s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 9",,
1412,218,4,",",",",LI(2p824)_9,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 9",,
1413,218,5,a,a,LI(2p824)_9,Pre,Pre,à,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 9",,
1414,218,6,qui,qui,LI(2p824)_9,Qux,Qux,qui,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 9",,
1415,218,7,devons,devons,LI(2p824)_9,Vfin,Vfin,devoir2,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 9",,
1416,218,8,homaige,homaige,LI(2p824)_9,N,N,hommage,10s,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 9",,
1417,218,9,",",",",LI(2p824)_9,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 9",</l>,
1418,219,1,tellement,tellement,LI(2p824)_10,Adv,Adv,tellement,10s,---,C/V\.C/e\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 10",,<l n=&quot;10&quot;>
1419,219,2,fus,fus,LI(2p824)_10,Vfin,Vfin,être,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 10",,
1420,219,3,painct,painct,LI(2p824)_10,Vpp,Vpp,peindre,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 10",,
1421,219,4,et,et,LI(2p824)_10,Crd,Crd,et,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 10",,
1422,219,5,enluminé,enluminé,LI(2p824)_10,Vpp,Vpp,enluminer,10s,---,/V\.C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 10",</l>,
1423,220,1,qu',qu',LI(2p824)_11,Sub,Sub,que,10s,---,C/\,"MolinetFaictz, Poésies familières no LI, v. 11",,<l n=&quot;11&quot;>
1424,220,2,il,il,LI(2p824)_11,Prn,Prn$,il,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 11",,
1425,220,3,me,me,LI(2p824)_11,Prn,Prn$$,me,10s,---,C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 11",,
1426,220,4,crea,crea,LI(2p824)_11,Vfin,Vfin,créer,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 11",,
1427,220,5,a,a,LI(2p824)_11,Pre,Pre,à,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 11",,
1428,220,6,sa,sa,LI(2p824)_11,Det,Det,son4,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 11",,
1429,220,7,divine,divine,LI(2p824)_11,Adj,Adj,divin,10s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 11",,
1430,220,8,ymage,ymage,LI(2p824)_11,N,N,image,10s,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 11",,
1431,220,9,;,;,LI(2p824)_11,Pnc,Pnc,;,10s,---,,"MolinetFaictz, Poésies familières no LI, v. 11",</l>,
1432,221,1,autres,autres,LI(2p824)_12,Adj,Adj,autre,10s,---,'/V\.C/e\,"MolinetFaictz, Poésies familières no LI, v. 12",,<l n=&quot;12&quot;>
1433,221,2,",",",",LI(2p824)_12,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 12",,
1434,221,3,voians,voians,LI(2p824)_12,Vprs,Vprs,voir,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 12",,
1435,221,4,mon,mon,LI(2p824)_12,Det,Det,mon,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 12",,
1436,221,5,traict,traict,LI(2p824)_12,N,N,trait,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 12",,
1437,221,6,et,et,LI(2p824)_12,Crd,Crd,et,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 12",,
1438,221,7,mon,mon,LI(2p824)_12,Det,Det,mon,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 12",,
1439,221,8,limage,limage,LI(2p824)_12,N,N,limage,10s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 12",,
1440,221,9,",",",",LI(2p824)_12,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 12",</l>,
1441,222,1,ont,ont,LI(2p824)_13,Vfin,Vfin,avoir,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 13",,<l n=&quot;13&quot;>
1442,222,2,aprés,aprés,LI(2p824)_13,PrA,PrA,après,10s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 13",,
1443,222,3,moy,moy,LI(2p824)_13,Prn,Prn,moi,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 13",,
1444,222,4,leur,leur,LI(2p824)_13,Det,Det,leur2,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 13",,
1445,222,5,oeuvre,oeuvre,LI(2p824)_13,N,N,oeuvre,10s,---,'/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 13",,
1446,222,6,patronné,patronné,LI(2p824)_13,Vpp,Vpp,patronner,10s,---,C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 13",,
1447,222,7,;,;,LI(2p824)_13,Pnc,Pnc,;,10s,---,,"MolinetFaictz, Poésies familières no LI, v. 13",</l>,
1448,223,1,quand,quand,LI(2p824)_14,Sub,Sub,quand,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 14",,<l n=&quot;14&quot;>
1449,223,2,j',j',LI(2p824)_14,Prn,Prn$,je,10s,---,C/\,"MolinetFaictz, Poésies familières no LI, v. 14",,
1450,223,3,ay,ay,LI(2p824)_14,Vfin,Vfin,avoir,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 14",,
1451,223,4,tout,tout,LI(2p824)_14,QIs,QIs,tout,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 14",,
1452,223,5,painct,painct,LI(2p824)_14,Vpp,Vpp,peindre,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 14",,
1453,223,6,et,et,LI(2p824)_14,Crd,Crd,et,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 14",,
1454,223,7,tout,tout,LI(2p824)_14,QIs,QIs,tout,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 14",,
1455,223,8,ymaginé,ymaginé,LI(2p824)_14,Vpp,Vpp,imaginer,10s,---,/V\.C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 14",,
1456,223,9,",",",",LI(2p824)_14,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 14",</l>,
1457,224,1,la,la,LI(2p824)_15,Det,Det,le,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 15",,<l n=&quot;15&quot;>
1458,224,2,mort,mort,LI(2p824)_15,N,N,mort,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 15",,
1459,224,3,terrible,terrible,LI(2p824)_15,Adj,Adj,terrible,10s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 15",,
1460,224,4,a,a,LI(2p824)_15,Vfin,Vfin,avoir,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 15",,
1461,224,5,brouillé,brouillé,LI(2p824)_15,Vpp,Vpp,brouiller,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 15",,
1462,224,6,mes,mes,LI(2p824)_15,Det,Det,mon,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 15",,
1463,224,7,couleurs,couleurs,LI(2p824)_15,N,N,couleur,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 15",,
1464,224,8,:,:,LI(2p824)_15,Pnc,Pnc,:,10s,---,,"MolinetFaictz, Poésies familières no LI, v. 15",</l>,
1465,225,1,au,au,LI(2p824)_16,Pre+Det,Pre+Det,à.le,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 16",,<l n=&quot;16&quot;>
1466,225,2,resveiller,resveiller,LI(2p824)_16,Vinf,Vinf,réveiller,10s,---,C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 16",,
1467,225,3,sont,sont,LI(2p824)_16,Vfin,Vfin,être,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 16",,
1468,225,4,les,les,LI(2p824)_16,Det,Det,le,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 16",,
1469,225,5,grefves,grefves,LI(2p824)_16,Adj,Adj,grief,10s,---,'C/V\.C/e\,"MolinetFaictz, Poésies familières no LI, v. 16",,
1470,225,6,douleurs,douleurs,LI(2p824)_16,N,N,douleur,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 16",,
1471,225,7,.,.,LI(2p824)_16,Pnc,Pnc,.,10s,---,,"MolinetFaictz, Poésies familières no LI, v. 16",</l></lg>,
1472,226,1,ciel,ciel,LI(2p824)_17,N,N,ciel,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 17",,<lg type=&quot;stanza&quot;><l n=&quot;17&quot;>
1473,226,2,",",",",LI(2p824)_17,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 17",,
1474,226,3,soleil,soleil,LI(2p824)_17,N,N,soleil,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 17",,
1475,226,4,",",",",LI(2p824)_17,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 17",,
1476,226,5,feu,feu,LI(2p824)_17,N,N,feu,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 17",,
1477,226,6,",",",",LI(2p824)_17,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 17",,
1478,226,7,air,air,LI(2p824)_17,N,N,air,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 17",,
1479,226,8,",",",",LI(2p824)_17,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 17",,
1480,226,9,mer,mer,LI(2p824)_17,N,N,mer,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 17",,
1481,226,10,",",",",LI(2p824)_17,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 17",,
1482,226,11,terre,terre,LI(2p824)_17,N,N,terre,10s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 17",,
1483,226,12,visible,visible,LI(2p824)_17,Adj,Adj,visible,10s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 17",,
1484,226,13,",",",",LI(2p824)_17,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 17",</l>,
1485,227,1,mestaux,mestaux,LI(2p824)_18,N,N,métal,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 18",,<l n=&quot;18&quot;>
1486,227,2,",",",",LI(2p824)_18,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 18",,
1487,227,3,bestaulx,bestaulx,LI(2p824)_18,N,N,bétail,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 18",,
1488,227,4,",",",",LI(2p824)_18,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 18",,
1489,227,5,herbis,herbis,LI(2p824)_18,N,N,herbis,10s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 18",,
1490,227,6,",",",",LI(2p824)_18,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 18",,
1491,227,7,habitz,habitz,LI(2p824)_18,N,N,habit,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 18",,
1492,227,8,bruns,bruns,LI(2p824)_18,Adj,Adj,brun,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 18",,
1493,227,9,",",",",LI(2p824)_18,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 18",,
1494,227,10,pers,pers,LI(2p824)_18,N,N,pair,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 18",,
1495,227,11,",",",",LI(2p824)_18,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 18",</l>,
1496,228,1,boys,boys,LI(2p824)_19,N,N,bois,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 19",,<pb n=&quot;825&quot;/><l n=&quot;19&quot;>
1497,228,2,",",",",LI(2p824)_19,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 19",,
1498,228,3,bleds,bleds,LI(2p824)_19,N,N,blé,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 19",,
1499,228,4,",",",",LI(2p824)_19,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 19",,
1500,228,5,champs,champs,LI(2p824)_19,N,N,champ,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 19",,
1501,228,6,",",",",LI(2p824)_19,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 19",,
1502,228,7,prés,prés,LI(2p824)_19,N,N,pré,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 19",,
1503,228,8,et,et,LI(2p824)_19,Crd,Crd,et,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 19",,
1504,228,9,toute,toute,LI(2p824)_19,QIs,QIs,tout,10s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 19",,
1505,228,10,rien,rien,LI(2p824)_19,N,N,rien,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 19",,
1506,228,11,pingnible,pingnible,LI(2p824)_19,Adj,Adj,pignible,10s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 19",,
1507,228,12,",",",",LI(2p824)_19,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 19",</l>,
1508,229,1,par,par,LI(2p824)_20,Pre,Pre,par,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 20",,<l n=&quot;20&quot;>
1509,229,2,art,art,LI(2p824)_20,N,N,art,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 20",,
1510,229,3,fabrile,fabrile,LI(2p824)_20,Adj,Adj,fabrile,10s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 20",,
1511,229,4,ay,ay,LI(2p824)_20,Vfin,Vfin,avoir,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 20",,
1512,229,5,attaint,attaint,LI(2p824)_20,Vpp,Vpp,atteindre,10s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 20",,
1513,229,6,le,le,LI(2p824)_20,Det,Det,le,10s,---,C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 20",,
1514,229,7,possible,possible,LI(2p824)_20,Adj,Adj,possible,10s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 20",,
1515,229,8,",",",",LI(2p824)_20,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 20",</l>,
1516,230,1,autant,autant,LI(2p824)_21,Adv,Adv,autant,10s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 21",,<l n=&quot;21&quot;>
1517,230,2,ou,ou,LI(2p824)_21,Crd,Crd,ou,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 21",,
1518,230,3,plus,plus,LI(2p824)_21,Adv,Adv,plus,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 21",,
1519,230,4,que,que,LI(2p824)_21,Sub,Sub,que,10s,---,C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 21",,
1520,230,5,nul,nul,LI(2p824)_21,QIs,QIs,nul,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 21",,
1521,230,6,des,des,LI(2p824)_21,Pre+Det,Pre+Det,de.le,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 21",,
1522,230,7,plus,plus,LI(2p824)_21,Adv,Adv,plus,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 21",,
1523,230,8,expers,expers,LI(2p824)_21,Adj,Adj,expert,10s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 21",,
1524,230,9,",",",",LI(2p824)_21,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 21",</l>,
1525,231,1,tant,tant,LI(2p824)_22,QIs,QIs,tant,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 22",,<l n=&quot;22&quot;>
1526,231,2,vivement,vivement,LI(2p824)_22,Adv,Adv,vivement,10s,---,C/V\.C/e\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 22",,
1527,231,3,que,que,LI(2p824)_22,Sub,Sub,que,10s,---,C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 22",,
1528,231,4,nul,nul,LI(2p824)_22,QIs,QIs,nul,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 22",,
1529,231,5,bruit,bruit,LI(2p824)_22,N,N,bruit,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 22",,
1530,231,6,je,je,LI(2p824)_22,Prn,Prn$,je,10s,---,C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 22",,
1531,231,7,n',n',LI(2p824)_22,Neg,Neg,ne,10s,---,C/\,"MolinetFaictz, Poésies familières no LI, v. 22",,
1532,231,8,y,y,LI(2p824)_22,Prn,Prn$$,y2,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 22",,
1533,231,9,pers,pers,LI(2p824)_22,Vfin,Vfin,perdre,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 22",,
1534,231,10,",",",",LI(2p824)_22,Pnc,Pnc,",",10s,---,,"MolinetFaictz, Poésies familières no LI, v. 22",</l>,
1535,232,1,car,car,LI(2p824)_23,Crd,Crd,car,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 23",,<l n=&quot;23&quot;>
1536,232,2,j',j',LI(2p824)_23,Prn,Prn$,je,10s,---,C/\,"MolinetFaictz, Poésies familières no LI, v. 23",,
1537,232,3,ay,ay,LI(2p824)_23,Vfin,Vfin,avoir,10s,---,/V\,"MolinetFaictz, Poésies familières no LI, v. 23",,
1538,232,4,pourtrait,pourtrait,LI(2p824)_23,Vpp,Vpp,portraire,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 23",,
1539,232,5,tel,tel,LI(2p824)_23,Adj,Adj,tel,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 23",,
1540,232,6,mort,mort,LI(2p824)_23,N,N,mort,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 23",,
1541,232,7,gisant,gisant,LI(2p824)_23,Vprs,Vprs,gésir,10s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LI, v. 23",,
1542,232,8,soubz,soubz,LI(2p824)_23,PrA,PrA,sous,10s,---,C/V\,"MolinetFaictz, Poésies familières no LI, v. 23",,
1543,232,9,lame,lame,LI(2p824)_23,N,N,lame,10s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LI, v. 23",</l>,
1544,233,1,qu',qu',LI(2p824)_24,Sub,Sub,que,10s,---,C/\,"MolinetFaictz, Poésies familières no LI, v. 24",,<l n=&quot;24&quot;>
