wd_id,word,lemma_ofl,lemma,lemma_score,lex_id,textlineid,syntag,syntag2,syllabified,pos,
1889,.,.,,9,.,105014,Pnc,Pnc,,PUNCT,
1890,LA,le,le,8,la,106001,Det,Det,C/V\,DET,
1891,COMPLAINTE,complainte,,5,complainte,106001,N,N,C/V\.'C/V\.C/(e)\,NOUN,
1892,DE,de,de,8,de,106001,Pre,Pre,C/(e)\,ADP,
1893,LA,le,le,8,la,106001,Det,Det,C/V\,DET,
1894,DAME,dame,,8,dame,106001,N,N,'C/V\.C/(e)\,NOUN,
1895,COURONNEE,couronner,,9,couronnee,106001,Vpp,Vpp,C/V\.C/V\.'C/V\./(e)\,VERB,
1896,A,à,à,8,a,106001,Pre,Pre,/V\,ADP,
1897,CRISTINE,Christine,,5,cristine,106001,N,N,C/V\.'C/V\.C/(e)\,PROPN,
1898,Adont,adonc,adonc,9,adont,106002,Adv,Adv,/V\.'C/V\,ADV,
1899,parlant,parler,parler,8,parlant,106002,Vprs,Vprs,C/V\.'C/V\,VERB,
1900,en,en,en,8,en,106002,Pre,Pre,/V\,ADP,
1901,telle,tel,tel,7,telle,106002,Adj,Adj,'C/V\.C/(e)\,DET,
1902,maniere,manière,,8,maniere,106002,N,N,C/V\.'C/V\.C/(e)\,NOUN,
1903,dist,dire,dire,9,dist,106002,Vfin,Vfin,C/V\,VERB,
1904,ainsi,ainsi,ainsi,9,ainsi,106002,Adv,Adv,/V\.'C/V\,ADV,
1905,:,:,,9,:,106002,Pnc,Pnc,,PUNCT,
1906,«,«,,9,«,106002,Pnc,Pnc,,PUNCT,
1907,Chiere,cher,cher,8,chiere,106002,Adj,Adj,'C/V\.C/(e)\,ADJ,
1908,amie,ami,,9,amie,106002,N,N,/V\.'C/V\./(e)\,NOUN,
1909,",",",",,9,",",106002,Pnc,Pnc,,PUNCT,
1910,amaresse,aimeresse,,2,amaresse,106002,N,N,/V\.C/V\.'C/V\.C/(e)\,VERB,
1911,du,de.le,de.le,8,du,106003,Pre+Det,Pre+Det,C/V\,ADP.DET,
1912,coultivement,coutivement,,3,coultivement,106003,N,N,C/V\.C/V\.C/e\.'C/V\,NOUN,
1913,de,de,de,8,de,106003,Pre,Pre,C/(e)\,ADP,
1914,mon,mon,mon,7,mon,106003,Det,Det,C/V\,DET,
1915,bien,bien,bien,9,bien,106003,N,N,C/V\,NOUN,
1916,",",",",,9,",",106003,Pnc,Pnc,,PUNCT,
1917,comme,comme,comme,9,comme,106003,Sub,Sub,'C/V\.C/(e)\,SCONJ,
1918,il,il,il,9,il,106003,Prn,Prn$,/V\,PRON,
1919,soit,être,être,3,soit,106003,Vfin,Vfin,C/V\,VERB,
1920,de,de,de,8,de,106003,Pre,Pre,C/(e)\,ADP,
1921,neccessité,nécessité,,9,neccessité,106003,N,N,C/V\.C/V\.C/V\.'C/V\,NOUN,
1922,en,en,en,8,en,106003,Pre,Pre,/V\,ADP,
1923,nature,nature,,8,nature,106004,N,N,C/V\.'C/V\.C/(e)\,NOUN,
1924,que,que,que,9,que,106004,Sub,Sub,C/(e)\,SCONJ,
1925,tout,tout,tout,7,tout,106004,QIs,QIs,C/V\,DET,
1926,cuer,coeur,,3,cuer,106004,N,N,C/V\,NOUN,
1927,amant,aimer,aimer,3,amant,106004,Vprs,Vprs,/V\.'C/V\,VERB,
1928,desserve,desservir,desservir,6,desserve,106004,Vfin,Vfin,C/V\.'C/V\.C/(e)\,VERB,
1929,estre,être,être,8,estre,106004,Vinf,Vinf,'/V\.C/(e)\,VERB,
1930,amez,aimer,aimer,8,amez,106004,Vpp,Vpp,/V\.'C/V\,VERB,
1931,",",",",,9,",",106004,Pnc,Pnc,,PUNCT,
1932,drois,droit,droit2,8,drois,106004,Adj,Adj,C/V\,ADJ,
1933,est,être,être,3,est,106004,Vfin,Vfin,/V\,VERB,
1934,que,que,que,9,que,106004,Sub,Sub,C/(e)\,SCONJ,
1935,ton,ton,ton2,7,ton,106004,Det,Det,C/V\,DET,
1936,bon,bon,bon,9,bon,106005,Adj,Adj,C/V\,ADJ,
1937,desir,désir,,8,desir,106005,N,N,C/V\.'C/V\,NOUN,
1938,te,te,te,9,te,106005,Prn,Prn$$,C/(e)\,PRON,
1939,soit,être,être,3,soit,106005,Vfin,Vfin,C/V\,VERB,
1940,valable,valable,,9,valable,106005,Adj,Adj,C/V\.'C/V\.C/(e)\,ADJ,
1941,",",",",,9,",",106005,Pnc,Pnc,,PUNCT,
1942,et,et,et,8,et,106005,Crd,Crd,/V\,CCONJ,
1943,comme,comme,comme,9,comme,106005,Sub,Sub,'C/V\.C/(e)\,SCONJ,
1944,il,il,il,9,il,106005,Prn,Prn$,/V\,PRON,
1945,fust,être,être,8,fust,106005,Vfin,Vfin,C/V\,VERB,
1946,affectueux,affectueux,,9,affectueux,106005,Adj,Adj,/V\.C/V\.C/V\.'C/V\,ADJ,
1947,de,de,de,8,de,106005,Pre,Pre,C/(e)\,ADP,
1948,m',mon,mon,7,m',106005,Det,Det,C/\,DET,
1949,acointance,accointance,,9,acointance,106005,N,N,/V\.C/V\.'C/V\.C/(e)\,NOUN,
1950,",",",",,9,",",106005,Pnc,Pnc,,PUNCT,
1951,les,le,le,8,les,106006,Det,Det,C/V\,DET,
1952,bons,bon,bon,8,bons,106006,Adj,Adj,C/V\,ADJ,
1953,vouloirs,vouloir,vouloir,9,vouloirs,106006,N,N,C/V\.'C/V\,VERB,
1954,de,de,de,8,de,106006,Pre,Pre,C/(e)\,ADP,
1955,lui,lui,lui,8,lui,106006,Prn,Prn,C/V\,PRON,
1956,soient,être,être,3,soient,106006,Vfin,Vfin,'C/V\./e\,VERB,
1957,ottroiez,octroyer,octroyer,9,ottroiez,106006,Vpp,Vpp,/V\.C/V\.'C/V\,VERB,
1958,.,.,,9,.,106006,Pnc,Pnc,,PUNCT,
1959,Amie,ami,,9,amie,106006,N,N,/V\.'C/V\./(e)\,NOUN,
1960,",",",",,9,",",106006,Pnc,Pnc,,PUNCT,
1961,a,à,à,8,a,106006,Pre,Pre,/V\,ADP,
1962,qui,qui,qui,3,qui,106006,Qux,Qux,C/V\,PRON,
1963,Dieux,Dieu,,0,dieux,106006,N,N,C/V\,PROPN,
1964,et,et,et,8,et,106006,Crd,Crd,/V\,CCONJ,
1965,Nature,nature,,8,nature,106007,N,N,C/V\.'C/V\.C/(e)\,NOUN,
1966,ont,avoir,avoir,9,ont,106007,Vfin,Vfin,/V\,VERB,
1967,concedé,concéder,,9,concedé,106007,Vpp,Vpp,C/V\.C/e\.'C/V\,VERB,
1968,oultre,outre,outre2,8,oultre,106007,PrA,PrA,'/V\.C/(e)\,ADP,
1969,le,le,le,8,le,106007,Det,Det,C/(e)\,DET,
1970,commun,commun,,9,commun,106007,Adj,Adj,C/V\.'C/V\,ADJ,
1971,ordre,ordre,,8,ordre,106007,N,N,'/V\.C/(e)\,NOUN,
1972,des,de.le,de.le,8,des,106007,Pre+Det,Pre+Det,C/V\,ADP.DET,
1973,femmes,femme,,9,femmes,106007,N,N,'C/V\.C/e\,NOUN,
1974,le,le,le,8,le,106007,Det,Det,C/(e)\,DET,
1975,don,don,,3,don,106007,N,N,C/V\,NOUN,
1976,d',de,de,9,d',106008,Pre,Pre,C/\,ADP,
1977,amour,amour,,8,amour,106008,N,N,/V\.'C/V\,NOUN,
1978,d',de,de,9,d',106008,Pre,Pre,C/\,ADP,
1979,estude,étude,,9,estude,106008,N,N,/V\.'C/V\.C/(e)\,NOUN,
1980,",",",",,9,",",106008,Pnc,Pnc,,PUNCT,
1981,aprestre,apprêter,,6,aprestre,106008,Vfin,Vfin,/V\.'C/V\.C/(e)\,VERB,
1982,parchemin,parchemin,,9,parchemin,106008,N,N,C/V\.C/e\.'C/V\,NOUN,
1983,",",",",,9,",",106008,Pnc,Pnc,,PUNCT,
1984,ancre,ancre,,3,ancre,106008,N,N,'/V\.C/(e)\,NOUN,
1985,et,et,et,8,et,106008,Crd,Crd,/V\,CCONJ,
1986,plume,plume,,8,plume,106008,N,N,'C/V\.C/(e)\,NOUN,
1987,et,et,et,8,et,106008,Crd,Crd,/V\,CCONJ,
1988,escrips,écrire,écrire,8,escrips,106008,Vfin,Vfin,/V\.'C/V\,VERB,
1989,les,le,le,8,les,106008,Det,Det,C/V\,DET,
1990,parolles,parole,,9,parolles,106009,N,N,C/V\.'C/V\.C/e\,NOUN,
1991,yssans,issir,issir,9,yssans,106009,Vprs,Vprs,/V\.'C/V\,VERB,
1992,de,de,de,8,de,106009,Pre,Pre,C/(e)\,ADP,
1993,ma,mon,mon,7,ma,106009,Det,Det,C/V\,DET,
1994,poitrine,poitrine,,9,poitrine,106009,N,N,C/V\.'C/V\.C/(e)\,NOUN,
1995,",",",",,9,",",106009,Pnc,Pnc,,PUNCT,
1996,car,car,car,8,car,106009,Crd,Crd,C/V\,CCONJ,
1997,a,à,à,8,a,106009,Pre,Pre,/V\,ADP,
1998,toy,toi,toi,9,toy,106009,Prn,Prn,C/V\,PRON,
1999,me,me,me,5,me,106009,Prn,Prn$$,C/(e)\,PRON,
2000,vueil,vouloir,vouloir,8,vueil,106009,Vfin,Vfin,C/V\,VERB,
2001,je,je,je,9,je,106009,Prn,Prn%,C/(e)\,PRON,
2002,du,de.le,de.le,8,du,106009,Pre+Det,Pre+Det,C/V\,ADP.DET,
2003,tout,tout,tout,8,tout,106009,QIs,QIs,C/V\,PRON,
2004,manifester,manifester,,9,manifester,106009,Vinf,Vinf,C/V\.C/V\.C/V\.'C/V\,VERB,
2005,et,et,et,8,et,106010,Crd,Crd,/V\,CCONJ,
2006,me,me,me,5,me,106010,Prn,Prn$$,C/(e)\,PRON,
2007,plaist,plaire,plaire,9,plaist,106010,Vfin,Vfin,C/V\,VERB,
2008,qu',que,que,9,qu',106010,Sub,Sub,C/\,SCONJ,
2009,a,à,à,8,a,106010,Pre,Pre,/V\,ADP,
2010,tes,ton,ton2,7,tes,106010,Det,Det,C/V\,DET,
2011,saiges,sage,sage,9,saiges,106010,Adj,Adj,'C/V\.C/e\,ADJ,
2012,bien,bien,bien,9,bien,106010,Adv,Adv,C/V\,ADV,
2013,vueillans,vouloir,,9,vueillans,106010,Adj,Adj,C/V\.'C/V\,VERB,
2014,faces,faire,faire,8,faces,106010,Vfin,Vfin,'C/V\.C/e\,VERB,
2015,d',de,de,9,d',106010,Pre,Pre,C/\,ADP,
2016,ores,or,or2,8,ores,106010,Adv,Adv,'/V\.C/e\,ADV,
2017,en,en,en,8,en,106010,Pre,Pre,/V\,ADP,
2018,avant,avant,avant,8,avant,106010,PrA,PrA,/V\.'C/V\,ADV,
2019,present,présent,présenter,8,present,106011,Vfin,Vfin,C/V\.'C/V\,ADJ,
2020,des,de.le,de.le,8,des,106011,Pre+Det,Pre+Det,C/V\,ADP.DET,
2021,memoires,mémoire,,9,memoires,106011,N,N,C/V\.'C/V\.C/e\,NOUN,
2022,escriptes,écrire,écrire,9,escriptes,106011,Vpp,Vpp,/V\.'C/V\.C/e\,VERB,
2023,de,de,de,8,de,106011,Pre,Pre,C/(e)\,ADP,
2024,ma,mon,mon,7,ma,106011,Det,Det,C/V\,DET,
2025,dignité,dignité,,9,dignité,106011,N,N,C/V\.C/V\.'C/V\,NOUN,
2026,.,.,,9,.,106011,Pnc,Pnc,,PUNCT,
2027,C',ce,ce,8,c',106011,Prn,Prn,C/\,PRON,
2028,est,être,être,3,est,106011,Vfin,Vfin,/V\,VERB,
2029,chose,chose,,8,chose,106011,N,N,'C/V\.C/(e)\,NOUN,
2030,nottoire,notoire,,4,nottoire,106011,Adj,Adj,C/V\.'C/V\.C/(e)\,NOUN,
2031,qu',que,que,4,qu',106012,Sub,Sub,C/\,CCONJ,
2032,a,à,à,8,a,106012,Pre,Pre,/V\,ADP,
2033,cil,cil,cil,8,cil,106012,Dem,Dem,C/V\,PRON,
2034,qui,qui,qui,3,qui,106012,Qux,Qux,C/V\,PRON,
2035,bien,bien,bien,9,bien,106012,Adv,Adv,C/V\,ADV,
2036,se,se,se,3,se,106012,Prn,Prn$$,C/(e)\,PRON,
2037,veult,vouloir,vouloir,9,veult,106012,Vfin,Vfin,C/V\,VERB,
2038,declairier,déclarer,,3,declairier,106012,Vinf,Vinf,C/V\.C/V\.'C/V\,VERB,
2039,apartient,appartenir,appartenir,9,apartient,106012,Vfin,Vfin,/V\.C/V\.'C/V\,VERB,
2040,qu',que,que,9,qu',106012,Sub,Sub,C/\,SCONJ,
2041,il,il,il,9,il,106012,Prn,Prn$,/V\,PRON,
2042,specifie,spécifier,,9,specifie,106012,Vfin,Vfin,C/V\.C/V\.'C/V\./(e)\,VERB,
2043,son,son,son4,7,son,106012,Det,Det,C/V\,DET,
2044,premier,premier,premier,7,premier,106013,Adj,Adj,C/V\.C/<V>\.'/V\,ADJ,
2045,principe,principe,,3,principe,106013,N,N,C/V\.'C/V\.C/(e)\,NOUN,
2046,;,;,,9,;,106013,Pnc,Pnc,,PUNCT,
2047,si,si,si4,8,si,106013,Adv,Adv,C/V\,ADV,
2048,commenceray,commencer,commencer,9,commenceray,106013,Vfin,Vfin,C/V\.C/V\.C/e\.'C/V\,VERB,
2049,a,à,à,8,a,106013,Pre,Pre,/V\,ADP,
2050,l',le,le,9,l',106013,Det,Det,C/\,DET,
2051,introite,introïte,,9,introite,106013,N,N,/V\.'C/V\.C/(e)\,NOUN,
2052,de,de,de,8,de,106013,Pre,Pre,C/(e)\,ADP,
2053,mes,mon,mon,7,mes,106013,Det,Det,C/V\,DET,
2054,gestes,geste,,3,gestes,106013,N,N,'C/V\.C/e\,NOUN,
2055,.,.,,9,.,106013,Pnc,Pnc,,PUNCT,
2056,Ou,en.le,en.le,8,ou,106014,Pre+Det,Pre+Det,/V\,ADP.DET,
2057,temps,temps,,9,temps,106014,N,N,C/V\,NOUN,
2058,du,de.le,de.le,8,du,106014,Pre+Det,Pre+Det,C/V\,ADP.DET,
2059,second,second,,8,second,106014,Adj,Adj,C/V\.'C/V\,ADJ,
2060,aage,âge,,3,aage,106014,N,N,/(V)\.'/V\,NOUN,
2061,",",",",,9,",",106014,Pnc,Pnc,,PUNCT,
2062,lors,lors,lors,8,lors,106014,Adv,Adv,C/V\,ADV,
2063,que,que,que,9,que,106014,Sub,Sub,C/(e)\,SCONJ,
2064,la,le,le,8,la,106014,Det,Det,C/V\,DET,
2065,lignee,lignée,,8,lignee,106014,N,N,C/V\.'C/V\./(e)\,NOUN,
2066,Neptunus,Neptune,,6,neptunus,106014,N,N,C/V\.C/V\.'C/V\,PROPN,
2067,regnoit,régner,,9,regnoit,106014,Vfin,Vfin,C/V\.'C/V\,VERB,
2068,en,en,en,8,en,106014,Pre,Pre,/V\,ADP,
2069,marche,marche,,3,marche,106015,N,N,'C/V\.C/(e)\,NOUN,
2070,chevalereuse,chevalereux,,9,chevalereuse,106015,Adj,Adj,C/V\.C/V\.C/e\.'C/V\.C/(e)\,ADJ,
2071,es,en.le,en.le,8,es,106015,Pre+Det,Pre+Det,/V\,ADP.DET,
2072,habitacions,habitation,,9,habitacions,106015,N,N,/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,
2073,aisiees,aiser,,8,aisiees,106015,Vpp,Vpp,/V\.'C/V\./e\,VERB,
2074,",",",",,9,",",106015,Pnc,Pnc,,PUNCT,
2075,quant,quand,quand,8,quant,106015,Sub,Sub,C/V\,SCONJ,
2076,pour,pour,pour,9,pour,106015,Pre,Pre,C/V\,ADP,
2077,cause,cause,,3,cause,106015,N,N,'C/V\.C/(e)\,NOUN,
2078,de,de,de,8,de,106015,Pre,Pre,C/(e)\,ADP,
2079,la,le,le,8,la,106015,Det,Det,C/V\,DET,
2080,fille,fille,,3,fille,106016,N,N,'C/V\.C/(e)\,NOUN,
2081,electee,électer,,-10,electee,106016,Vpp,Vpp,/V\.C/e\.'C/V\./(e)\,VERB,
2082,transportee,transporter,,9,transportee,106016,Vpp,Vpp,C/V\.C/V\.'C/V\./(e)\,VERB,
2083,par,par,par,8,par,106016,Pre,Pre,C/V\,ADP,
2084,le,le,le,8,le,106016,Det,Det,C/(e)\,DET,
2085,pastour,pasteur,,9,pastour,106016,N,N,C/V\.'C/V\,NOUN,
2086,mescongneu,méconnaître,méconnaître,9,mescongneü,106016,Vpp,Vpp,C/V\.C/V\.C/(V)\.'/V\,VERB,
2087,",",",",,9,",",106016,Pnc,Pnc,,PUNCT,
2088,vindrent,venir,venir,9,vindrent,106016,Vfin,Vfin,'C/V\.C/e\,VERB,
2089,les,le,le,8,les,106016,Det,Det,C/V\,DET,
2090,hoirs,hoir,,9,hoirs,106017,N,N,/V\,NOUN,
2091,des,de.le,de.le,8,des,106017,Pre+Det,Pre+Det,C/V\,ADP.DET,
2092,fremis,frémir,,8,fremis,106017,N,N,C/V\.'C/V\,VERB,
2093,chevauchant,chevaucher,chevaucher,9,chevauchant,106017,Vprs,Vprs,C/V\.C/V\.'C/V\,VERB,
2094,chevaulz,cheval,,9,chevaulz,106017,N,N,C/V\.'C/V\,NOUN,
2095,de,de,de,8,de,106017,Pre,Pre,C/(e)\,ADP,
2096,bois,bois,,8,bois,106017,N,N,C/V\,NOUN,
2097,atout,atout,atout,9,atout,106017,PrA,PrA,/V\.'C/V\,ADP,
2098,force,force,,3,force,106017,N,N,'C/V\.C/(e)\,NOUN,
2099,d',de,de,9,d',106017,Pre,Pre,C/\,ADP,
2100,armes,arme,,3,armes,106017,N,N,'/V\.C/e\,NOUN,
2101,",",",",,9,",",106017,Pnc,Pnc,,PUNCT,
2102,furent,être,être,9,furent,106018,Vfin,Vfin,'C/V\.C/e\,VERB,
2103,par,par,par,8,par,106018,Pre,Pre,C/V\,ADP,
2104,l',le,le,9,l',106018,Det,Det,C/\,DET,
2105,escu,écu,,9,escu,106018,N,N,/V\.'C/V\,NOUN,
2106,de,de,de,8,de,106018,Pre,Pre,C/(e)\,ADP,
2107,Barat,barat,,9,barat,106018,N,N,C/V\.'C/V\,NOUN,
2108,en,en,en,8,en,106018,Pre,Pre,/V\,ADP,
2109,la,le,le,8,la,106018,Det,Det,C/V\,DET,
2110,fin,fin,,8,fin,106018,N,N,C/V\,ADJ,
2111,vainqueurs,vainqueur,,9,vainqueurs,106018,N,N,C/V\.'C/V\,NOUN,
2112,.,.,,9,.,106018,Pnc,Pnc,,PUNCT,
2113,Adont,adonc,adonc,9,adont,106019,Adv,Adv,/V\.'C/V\,ADV,
2114,d',de,de,9,d',106019,Pre,Pre,C/\,ADP,
2115,icelle,cil,cil,2,icelle,106019,Dem,Dem,/V\.'C/V\.C/(e)\,DET,
2116,terre,terre,,8,terre,106019,N,N,'C/V\.C/(e)\,NOUN,
2117,fu,être,être,8,fu,106019,Vfin,Vfin,C/V\,VERB,
2118,esrachié,esracher,,9,esrachié,106019,Vpp,Vpp,/V\.C/V\.'C/V\,VERB,
2119,l',le,le,9,l',106019,Det,Det,C/\,DET,
2120,arbre,arbre,,9,arbre,106019,N,N,'/V\.C/(e)\,NOUN,
2121,d',de,de,9,d',106019,Pre,Pre,C/\,ADP,
2122,or,or,,8,or,106019,N,N,/V\,NOUN,
2123,que,que,que,9,que,106019,Qux,Qux,C/(e)\,SCONJ,
2124,les,le,le,8,les,106019,Det,Det,C/V\,DET,
2125,dieux,dieu,,3,dieux,106019,N,N,C/V\,NOUN,
2126,anciens,ancien,,9,anciens,106019,Adj,Adj,/V\.C/{V}\.'/V\,ADJ,
2127,",",",",,9,",",106019,Pnc,Pnc,,PUNCT,
2128,selon,selon,selon,9,selon,106020,PrA,PrA,C/V\.'C/V\,ADP,
2129,les,le,le,8,les,106020,Det,Det,C/V\,DET,
2130,chançons,chanson,,9,chançons,106020,N,N,C/V\.'C/V\,NOUN,
2131,des,de.le,de.le,8,des,106020,Pre+Det,Pre+Det,C/V\,ADP.DET,
2132,poetes,poète,,9,poetes,106020,N,N,C/V\.'C/V\.C/e\,NOUN,
2133,",",",",,9,",",106020,Pnc,Pnc,,PUNCT,
2134,avoient,avoir,avoir,3,avoient,106020,Vfin,Vfin,/V\.'C/V\./e\,VERB,
2135,reservé,réserver,,8,reservé,106020,Vpp,Vpp,C/V\.C/V\.'C/V\,VERB,
2136,pour,pour,pour,9,pour,106020,Pre,Pre,C/V\,ADP,
2137,leur,leur,leur2,8,leur,106020,Det,Det,C/V\,DET,
2138,gloire,gloire,,9,gloire,106020,N,N,'C/V\.C/(e)\,NOUN,
2139,",",",",,9,",",106020,Pnc,Pnc,,PUNCT,
2140,duquel,de.lequel,duquel,-10,duquel,106021,Pre+Qux,Pre+Qux,C/V\.'C/V\,ADP.PRON,
2141,la,le,le,8,la,106021,Det,Det,C/V\,DET,
2142,haultece,hautesse,,9,haultece,106021,N,N,C/V\.'C/V\.C/(e)\,NOUN,
2143,de,de,de,8,de,106021,Pre,Pre,C/(e)\,ADP,
2144,l',le,le,9,l',106021,Det,Det,C/\,DET,
2145,ombre,ombre,,3,ombre,106021,N,N,'/V\.C/(e)\,NOUN,
2146,s',se,se,8,s',106021,Prn,Prn$$,C/\,PRON,
2147,espandoit,épandre,épandre,9,espandoit,106021,Vfin,Vfin,/V\.C/V\.'C/V\,VERB,
2148,jusques,jusque,jusque,9,jusques,106021,PrA,PrA,'C/V\.C/e\,ADP,
2149,sus,sus,sus,8,sus,106021,PrA,PrA,C/V\,ADP,
2150,les,le,le,8,les,106021,Det,Det,C/V\,DET,
2151,contrees,contrée,,9,contrees,106021,N,N,C/V\.'C/V\./e\,NOUN,
2152,lonctaines,lointain,,0,lonctaines,106022,Adj,Adj,C/V\.'C/V\.C/e\,ADJ,
2153,.,.,,9,.,106022,Pnc,Pnc,,PUNCT,
2154,Si,si,si4,8,si,106022,Adv,Adv,C/V\,ADV,
2155,fus,être,être,3,fus,106022,Vfin,Vfin,C/V\,VERB,
2156,lors,lors,lors,8,lors,106022,Adv,Adv,C/V\,ADV,
2157,",",",",,9,",",106022,Pnc,Pnc,,PUNCT,
2158,par,par,par,8,par,106022,Pre,Pre,C/V\,ADP,
2159,estrange,étrange,,8,estrange,106022,Adj,Adj,/V\.'C/V\.C/(e)\,ADJ,
2160,fortune,fortune,,8,fortune,106022,N,N,C/V\.'C/V\.C/(e)\,NOUN,
2161,favorable,favorable,,9,favorable,106022,Adj,Adj,C/V\.C/V\.'C/V\.C/(e)\,ADJ,
2162,a,à,à,8,a,106022,Pre,Pre,/V\,ADP,
2163,ycelle,cil,cil,2,ycelle,106022,Dem,Dem,/V\.'C/V\.C/(e)\,DET,
2164,fremiere,fourmière,,6,fremiere,106022,N,N,C/V\.'C/V\.C/(e)\,NOUN,
2165,desireuse,désireux,,9,desireuse,106023,Adj,Adj,C/V\.C/V\.'C/V\.C/(e)\,ADJ,
2166,de,de,de,8,de,106023,Pre,Pre,C/(e)\,ADP,
2167,vengence,vengeance,,9,vengence,106023,N,N,C/V\.'C/V\.C/(e)\,NOUN,
2168,",",",",,9,",",106023,Pnc,Pnc,,PUNCT,
2169,ars,ardre,ardre,0,ars,106023,Vpp,Vpp,/V\,NOUN,
2170,",",",",,9,",",106023,Pnc,Pnc,,PUNCT,
2171,destruis,détruire,détruire,9,destruis,106023,Vpp,Vpp,C/V\.'C/V\,VERB,
2172,et,et,et,8,et,106023,Crd,Crd,/V\,CCONJ,
2173,mis,mettre,mettre,3,mis,106023,Vpp,Vpp,C/V\,VERB,
2174,en,en,en,8,en,106023,Pre,Pre,/V\,ADP,
2175,cendre,cendre,,8,cendre,106023,N,N,'C/V\.C/(e)\,NOUN,
2176,.,.,,9,.,106023,Pnc,Pnc,,PUNCT,
2177,Mais,mais,mais,8,mais,106023,Crd,Crd,C/V\,CCONJ,
2178,non,non,ne,8,non,106023,Neg,Neg,C/V\,ADV,
2179,obstant,obster,obstant,8,obstant,106023,Vprs,Vprs,/V\.'C/V\,VERB,
2180,le,le,le,8,le,106024,Det,Det,C/(e)\,DET,
2181,furieux,furieux,,9,furieux,106024,Adj,Adj,C/V\.C/V\.'C/V\,ADJ,
2182,desir,désir,,8,desir,106024,N,N,C/V\.'C/V\,NOUN,
2183,maling,malin,,4,maling,106024,Adj,Adj,C/V\.'C/V\,NOUN,
2184,d',de,de,9,d',106024,Pre,Pre,C/\,ADP,
2185,iceulz,cil,cil,2,iceulz,106024,Dem,Dem,/V\.'C/V\,NOUN,
2186,fremis,fourmi,,5,fremis,106024,N,N,C/V\.'C/V\,VERB,
2187,",",",",,9,",",106024,Pnc,Pnc,,PUNCT,
2188,furent,être,être,9,furent,106024,Vfin,Vfin,'C/V\.C/e\,VERB,
2189,aucuns,aucun,aucun,4,aucuns,106024,QIs,QIs,/V\.'C/V\,DET,
2190,cultiveurs,cultiveur,,9,cultiveurs,106024,N,N,C/V\.C/V\.'C/V\,NOUN,
2191,desireux,désireux,,9,desireux,106025,Adj,Adj,C/V\.C/V\.'C/V\,ADJ,
2192,de,de,de,8,de,106025,Pre,Pre,C/(e)\,ADP,
2193,noble,noble,noble,8,noble,106025,Adj,Adj,'C/V\.C/(e)\,ADJ,
2194,semence,semence,,9,semence,106025,N,N,C/V\.'C/V\.C/(e)\,NOUN,
2195,",",",",,9,",",106025,Pnc,Pnc,,PUNCT,
2196,voiant,voir,voir,9,voiant,106025,Vprs,Vprs,C/V\.'C/V\,VERB,
2197,la,le,le,8,la,106025,Det,Det,C/V\,DET,
2198,persecucion,persécution,,9,persecucion,106025,N,N,C/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,
2199,de,de,de,8,de,106025,Pre,Pre,C/(e)\,ADP,
2200,la,le,le,8,la,106025,Det,Det,C/V\,DET,
2201,noble,noble,noble,8,noble,106025,Adj,Adj,'C/V\.C/(e)\,ADJ,
2202,plante,plante,,3,plante,106026,N,N,'C/V\.C/(e)\,NOUN,
2203,",",",",,9,",",106026,Pnc,Pnc,,PUNCT,
2204,qui,qui,qui,3,qui,106026,Qux,Qux,C/V\,PRON,
2205,par,par,par,8,par,106026,Pre,Pre,C/V\,ADP,
2206,soubtil,subtil,,9,soubtil,106026,Adj,Adj,C/V\.'C/V\,ADJ,
2207,art,art,,8,art,106026,N,N,/V\,NOUN,
2208,emblerent,embler,,9,emblerent,106026,Vfin,Vfin,/V\.'C/V\.C/e\,VERB,
2209,et,et,et,8,et,106026,Crd,Crd,/V\,CCONJ,
2210,de,de,de,8,de,106026,Pre,Pre,C/(e)\,ADP,
2211,leurs,leur,leur2,9,leurs,106026,Det,Det,C/V\,DET,
2212,mains,main,,8,mains,106026,N,N,C/V\,NOUN,
2213,ravirent,ravir,ravir,9,ravirent,106026,Vfin,Vfin,C/V\.'C/V\.C/e\,VERB,
2214,en,en,en,8,en,106026,Pre,Pre,/V\,ADP,
2215,assez,assez,assez,8,assez,106027,Adv,Adv,/V\.'C/V\,ADV,
2216,quantité,quantité,,9,quantité,106027,N,N,C/V\.C/V\.'C/V\,NOUN,
2217,des,de.le,de.le,8,des,106027,Pre+Det,Pre+Det,C/V\,ADP.DET,
2218,vergettes,vergette,,9,vergettes,106027,N,N,C/V\.'C/V\.C/e\,NOUN,
2219,et,et,et,8,et,106027,Crd,Crd,/V\,CCONJ,
2220,des,de.le,de.le,8,des,106027,Pre+Det,Pre+Det,C/V\,ADP.DET,
2221,gittons,jeton,,2,gittons,106027,N,N,C/V\.'C/V\,VERB,
2222,cueillis,cueillir,cueillir,3,cueillis,106027,Vpp,Vpp,C/V\.'C/V\,VERB,
2223,sur,sur,sur,8,sur,106027,PrA,PrA,C/V\,ADP,
2224,le,le,le,8,le,106027,Det,Det,C/(e)\,DET,
2225,hault,haut,haut,9,hault,106027,Adj,Adj,C/V\,ADJ,
2226,sommeton,sommeton,,9,sommeton,106027,N,N,C/V\.C/e\.'C/V\,NOUN,
2227,d',de,de,9,d',106028,Pre,Pre,C/\,ADP,
