wd_id,line_id,linewd,word,lemma,lemma_gold,lemma_score,lex_id,textlineid,syntag,syntag2,syllabified,pos
1675,254,6,|,,|,-10,|,278,Pnc,Pnc,,PUNCT
1676,254,7,s',si3,si,3,s',278,Sub,Sub,C/\,SCONJ
1677,254,8,ilz,il,il,9,ilz,278,Prn,Prn$,/V\,PRON
1678,254,9,sont,être,être,8,sont,278,Vfin,Vfin,C/V\,VERB
1679,254,10,fournis,,fournir,8,fournis,278,Vpp,Vpp,C/V\.'C/V\,VERB
1680,254,11,.,,.,9,.,278,Pnc,Pnc,,PUNCT
1681,255,1,voyez,voir,voir,9,voyez,279,Vfin,Vfin,C/V\.'C/V\,VERB
1682,255,2,queiz,quel,quel,9,queiz,279,Adj,Adj,C/V\,DET
1683,255,3,harnois,,harnais,9,harnois,279,N,N,C/V\.'C/V\,NOUN
1684,255,4,!,,!,9,!,279,Pnc,Pnc,,PUNCT
1685,255,5,|,,|,-10,|,279,Pnc,Pnc,,PUNCT
1686,255,6,fort,fort,fort,9,fort,279,Adv,Adv,C/V\,ADV
1687,255,7,brunis,,brunir,6,brunis,279,Vpp,Vpp,C/V\.'C/V\,VERB
1688,255,8,",",,",",9,",",279,Pnc,Pnc,,PUNCT
1689,256,1,qui,qui,qui,3,qui,280,Qux,Qux,C/V\,PRON
1690,256,2,est,être,être,3,est,280,Vfin,Vfin,/V\,VERB
1691,256,3,signe,,signe,3,signe,280,N,N,'C/V\.C/(e)\,NOUN
1692,256,4,de,de,de,8,de,280,Pre,Pre,C/(e)\,ADP
1693,256,5,trop,trop,trop,8,trop,280,Adv,Adv,C/V\,ADV
1694,256,6,grant,grand,grand,9,grant,280,Adj,Adj,C/V\,ADJ
1695,256,7,aise,,aise,8,aise,280,N,N,'/V\.C/(e)\,NOUN
1696,256,8,.,,.,9,.,280,Pnc,Pnc,,PUNCT
1697,257,1,verité,,vérité,9,verité,281,N,N,C/V\.C/V\.'C/V\,NOUN
1698,257,2,ne,ne,ne,8,ne,281,Neg,Neg$$,C/(e)\,ADV
1699,257,3,fault,faillir,falloir,3,fault,281,Vfin,Vfin,C/V\,VERB
1700,257,4,point,point2,point,8,point,281,Neg,Neg,C/V\,ADV
1701,257,5,qu',que,que,9,qu',281,Sub,Sub,C/\,SCONJ
1702,257,6,on,on,on,8,on,281,Prn,Prn$,/V\,PRON
1703,257,7,taise,taire,taire,3,taise,281,Vfin,Vfin,'C/V\.C/(e)\,VERB
1704,257,8,!,,!,9,!,281,Pnc,Pnc,,PUNCT
1705,258,1,d',de,de,9,d',282,Pre,Pre,C/\,ADP
1706,258,2,armures,,armure,9,armures,282,N,N,/V\.'C/V\.C/e\,NOUN
1707,258,3,luysans,luire,luisant,2,luysans,282,Vprs,Vprs,C/V\.'C/V\,VERB
1708,258,4,poil,,poil,3,poil,282,N,N,C/V\,NOUN
1709,258,5,foliage,,foliage,-10,foliage,282,N,N,C/V\.'C/V\.C/(e)\,NOUN
1710,258,6,",",,",",9,",",282,Pnc,Pnc,,PUNCT
1711,259,1,qui,qui,qui,3,qui,283,Qux,Qux,C/V\,PRON
1712,259,2,denotent,,dénoter,9,denotent,283,Vfin,Vfin,C/V\.'C/V\.C/e\,VERB
1713,259,3,lache,,lâche,5,lache,283,Adj,Adj,'C/V\.C/(e)\,ADJ
1714,259,4,courage,,courage,9,courage,283,N,N,C/V\.'C/V\.C/(e)\,NOUN
1715,259,5,",",,",",9,",",283,Pnc,Pnc,,PUNCT
1716,260,1,car,car,car,8,car,284,Crd,Crd,C/V\,CCONJ
1717,260,2,trop,trop,trop,8,trop,284,Adv,Adv,C/V\,ADV
1718,260,3,souvent,souvent,souvent,9,souvent,284,Adv,Adv,C/V\.'C/V\,ADV
1719,260,4,sont,être,être,8,sont,284,Vfin,Vfin,C/V\,VERB
1720,260,5,a,à,à,8,a,284,Pre,Pre,/V\,ADP
1721,260,6,couvert,couvrir,couvrir,8,couvert,284,Vpp,Vpp,C/V\.'C/V\,VERB
1722,260,7,.,,.,9,.,284,Pnc,Pnc,,PUNCT
1723,261,1,vostre,votre,votre,4,vostre,285,Det,Det,'C/V\.C/(e)\,DET
1724,261,2,pouoir,pouvoir,pouvoir,8,pouoir,285,N,N,C/V\.'C/V\,NOUN
1725,261,3,est,être,être,3,est,285,Vfin,Vfin,/V\,VERB
1726,261,4,descouvert,découvrir,découvrir,8,descouvert,285,Vpp,Vpp,C/V\.C/V\.'C/V\,VERB
1727,261,5,",",,",",9,",",285,Pnc,Pnc,,PUNCT
1728,262,1,trescher,,cher,8,trescher,286,Adj,Adj,C/V\.'C/V\,ADJ
1729,262,2,sire,,sire,8,sire,286,N,N,'C/V\.C/(e)\,NOUN
1730,262,3,",",,",",9,",",286,Pnc,Pnc,,PUNCT
1731,262,4,pour,pour,pour,9,pour,286,Pre,Pre,C/V\,ADP
1732,262,5,le,le,le,8,le,286,Det,Det,C/(e)\,DET
1733,262,6,jour,,jour,9,jour,286,N,N,C/V\,NOUN
1734,262,7,d',de,de,9,d',286,Pre,Pre,C/\,ADP
1735,262,8,uy,hui2,hui,8,uy,286,Adv,Adv,/V\,ADV
1736,262,9,.,,.,9,.,286,Pnc,Pnc,,PUNCT
1737,263,1,pas,pas,pas,8,pas,287,Neg,Neg,C/V\,ADV
1738,263,2,ne,ne,ne,8,ne,287,Neg,Neg$$,C/(e)\,ADV
1739,263,3,devez,devoir2,devoir,3,devez,287,Vfin,Vfin,C/V\.'C/V\,VERB
1740,263,4,doubter,,douter,9,doubter,287,Vinf,Vinf,C/V\.'C/V\,VERB
1741,263,5,ennuy,,ennui,9,ennuy,287,N,N,/V\.'C/V\,NOUN
1742,263,6,",",,",",9,",",287,Pnc,Pnc,,PUNCT
1743,264,1,tant,tant,tant,8,tant,288,QIs,QIs,C/V\,ADV
1744,264,2,que,que,que,9,que,288,Sub,Sub,C/(e)\,SCONJ
1745,264,3,vous,vous,vous,8,vous,288,Prn,Prn$,C/V\,PRON
1746,264,4,aurez,avoir,avoir,3,aurez,288,Vfin,Vfin,/V\.'C/V\,VERB
1747,264,5,telz,tel,tel,4,telz,288,Adj,Adj,C/V\,DET
1748,264,6,ouvriers,,ouvrier,9,ouvriers,288,N,N,/V\.'C/V\,NOUN
1749,264,7,.,,.,9,.,288,Pnc,Pnc,,PUNCT
1750,265,1,gens,,gent,3,gens,289,N,N,C/V\,NOUN
1751,265,2,habilles,,habile,3,habilles,289,Adj,Adj,/V\.'C/V\.C/e\,NOUN
1752,265,3,comme,comme,comme,9,comme,289,Sub,Sub,'C/V\.C/(e)\,SCONJ
1753,265,4,levriers,,lévrier,9,levriers,289,N,N,C/V\.'C/V\,NOUN
1754,265,5,",",,",",9,",",289,Pnc,Pnc,,PUNCT
1755,266,1,aussi,aussi,aussi,9,aussi,290,Adv,Adv,/V\.'C/V\,ADV
1756,266,2,hardis,hardir,hardi,8,hardis,290,Adj,Adj,C/V\.'C/V\,ADJ
1757,266,3,comme,comme,comme,9,comme,290,Sub,Sub,'C/V\.C/(e)\,SCONJ
1758,266,4,lyons,,lion,9,lyons,290,N,N,C/V\.'C/V\,NOUN
1759,266,5,",",,",",9,",",290,Pnc,Pnc,,PUNCT
1760,267,1,loyaulx,,loyal,9,loyaulx,291,Adj,Adj,C/V\.'C/V\,ADJ
1761,267,2,et,et,et,8,et,291,Crd,Crd,/V\,CCONJ
1762,267,3,vaillans,valoir,valoir,8,vaillans,291,Vprs,Vprs,C/V\.'C/V\,VERB
1763,267,4,champions,,champion,9,champions,291,N,N,C/V\.C/{V}\.'/V\,NOUN
1764,267,5,",",,",",9,",",291,Pnc,Pnc,,PUNCT
1765,268,1,tous,tout,tout,3,tous,292,QIs,QIs,C/V\,PRON
1766,268,2,prestz,,prêt,8,prestz,292,Adj,Adj,C/V\,ADJ
1767,268,3,a,à,à,8,a,292,Pre,Pre,/V\,ADP
1768,268,4,obeyr,,obéir,9,obeyr,292,Vinf,Vinf,/V\.C/(V)\.'/V\,VERB
1769,268,5,",",,",",9,",",292,Pnc,Pnc,,PUNCT
1770,268,6,cher,cher,cher,8,cher,292,Adj,Adj,C/V\,ADJ
1771,268,7,sire,,sire,8,sire,292,N,N,'C/V\.C/(e)\,NOUN
1772,268,8,!,,!,9,!,292,Pnc,Pnc,,PUNCT
1773,269,1,fourny,,fournir,9,fourny,293,Vpp,Vpp,C/V\.'C/V\,VERB
1774,269,2,de,de,de,8,de,293,Pre,Pre,C/(e)\,ADP
1775,269,3,bastons,,bâton,8,bastons,293,N,N,C/V\.'C/V\,NOUN
1776,269,4,pour,pour,pour,9,pour,293,Pre,Pre,C/V\,ADP
1777,269,5,destruyre,détruire,détruire,9,destruyre,293,Vinf,Vinf,C/V\.'C/V\.C/(e)\,VERB
1778,270,1,villes,,ville,8,villes,294,N,N,'C/V\.C/e\,NOUN
1779,270,2,",",,",",9,",",294,Pnc,Pnc,,PUNCT
1780,270,3,chasteaulx,,château,9,chasteaulx,294,N,N,C/V\.'C/V\,NOUN
1781,270,4,",",,",",9,",",294,Pnc,Pnc,,PUNCT
1782,270,5,et,et,et,8,et,294,Crd,Crd,/V\,CCONJ
1783,270,6,faire,faire,faire,9,faire,294,Vinf,Vinf,'C/V\.C/(e)\,VERB
1784,270,7,fondre,fondre,fondre,9,fondre,294,Vinf,Vinf,'C/V\.C/(e)\,VERB
1785,271,1,montaignes,,montagne,9,montaignes,295,N,N,C/V\.'C/V\.C/e\,NOUN
1786,271,2,",",,",",9,",",295,Pnc,Pnc,,PUNCT
1787,271,3,et,et,et,8,et,295,Crd,Crd,/V\,CCONJ
1788,271,4,du,de.le,de.le,8,du,295,Pre+Det,Pre+Det,C/V\,ADP.DET
1789,271,5,tout,tout,tout,8,tout,295,QIs,QIs,C/V\,PRON
1790,271,6,confondre,confondre,confondre,9,confondre,295,Vinf,Vinf,C/V\.'C/V\.C/(e)\,VERB
1791,272,1,toutes,tout,tout,5,toutes,296,QIs,QIs,'C/V\.C/e\,DET
1792,272,2,forteresses,,forteresse,3,forteresses,296,N,N,C/V\.C/e\.'C/V\.C/e\,NOUN
1793,272,3,",",,",",9,",",296,Pnc,Pnc,,PUNCT
1794,272,4,tant,tant,tant,8,tant,296,QIs,QIs,C/V\,ADV
1795,272,5,soyent,être,être,9,soyent,296,Vfin,Vfin,'C/V\./e\,VERB
1796,272,6,fortes,fort,fort,9,fortes,296,Adj,Adj,'C/V\.C/e\,ADJ
1797,272,7,.,,.,9,.,296,Pnc,Pnc,,PUNCT
1798,273,1,par,par,par,8,par,297,Pre,Pre,C/V\,ADP
1799,273,2,tout,tout,tout,7,tout,297,QIs,QIs,C/V\,DET
1800,273,3,on,on,on,8,on,297,Prn,Prn$,/V\,PRON
1801,273,4,ouvrera,ouvrir,ouvrir,3,ouvrera,297,Vfin,Vfin,/V\.C/e\.'C/V\,VERB
1802,273,5,les,le,le,8,les,297,Det,Det,C/V\,DET
1803,273,6,portes,,porte,8,portes,297,N,N,'C/V\.C/e\,NOUN
1804,273,7,",",,",",9,",",297,Pnc,Pnc,,PUNCT
1805,274,1,quant,quand,quand,8,quant,298,Sub,Sub,C/V\,SCONJ
1806,274,2,on,on,on,8,on,298,Prn,Prn$,/V\,PRON
1807,274,3,sçaura,savoir,savoir,9,sçaura,298,Vfin,Vfin,C/V\.'C/V\,VERB
1808,274,4,nostre,notre,notre,7,nostre,298,Det,Det,'C/V\.C/(e)\,DET
1809,274,5,venue,,venue,8,venue,298,N,N,C/V\.'C/V\./(e)\,NOUN
1810,274,6,.,,.,9,.,298,Pnc,Pnc,,PUNCT
1811,275,1,vous,vous,vous,8,vous,299,Prn,Prn$,C/V\,PRON
1812,275,2,estes,être,être,3,estes,299,Vfin,Vfin,'/V\.C/e\,VERB
1813,275,3,gens,,gent,3,gens,299,N,N,C/V\,NOUN
1814,275,4,de,de,de,8,de,299,Pre,Pre,C/(e)\,ADP
1815,275,5,retenue,,retenue,8,retenue,299,N,N,C/V\.C/e\.'C/V\./(e)\,NOUN
1816,276,1,pour,pour,pour,9,pour,300,Pre,Pre,C/V\,ADP
1817,276,2,promptement,,promptement,9,promptement,300,Adv,Adv,C/V\.C/e\.'C/V\,ADV
1818,276,3,faire,faire,faire,9,faire,300,Vinf,Vinf,'C/V\.C/(e)\,VERB
1819,276,4,ung,un,un,9,ung,300,QIs,QIs,/V\,DET
1820,276,5,chef,,chef,9,chef,300,N,N,C/V\,NOUN
1821,276,6,d',de,de,9,d',300,Pre,Pre,C/\,ADP
1822,276,7,euvre,,oeuvre,8,euvre,300,N,N,'/V\.C/(e)\,NOUN
1823,276,8,",",,",",9,",",300,Pnc,Pnc,,PUNCT
1824,277,1,et,et,et,8,et,301,Crd,Crd,/V\,CCONJ
1825,277,2,",",,",",9,",",301,Pnc,Pnc,,PUNCT
1826,277,3,en,en,en,8,en,301,Pre,Pre,/V\,ADP
1827,277,4,tant,tant,tant,8,tant,301,QIs,QIs,C/V\,ADV
1828,277,5,qu',que,que,9,qu',301,Sub,Sub,C/\,SCONJ
1829,277,6,il,il,il,9,il,301,Prn,Prn$,/V\,PRON
1830,277,7,touche,,toucher,8,touche,301,Vfin,Vfin,'C/V\.C/(e)\,VERB
1831,277,8,cest,cist,cist,3,cest,301,Dem,Dem,C/V\,DET
1832,277,9,euvre,,oeuvre,8,euvre,301,N,N,'/V\.C/(e)\,NOUN
1833,277,10,",",,",",9,",",301,Pnc,Pnc,,PUNCT
1834,278,1,nous,nous,nous,8,nous,302,Prn,Prn$,C/V\,PRON
1835,278,2,nous,nous,nous,8,nous,302,Prn,Prn$$,C/V\,PRON
1836,278,3,tenons,tenir,tenir,8,tenons,302,Vfin,Vfin,C/V\.'C/V\,VERB
1837,278,4,contens,,content,3,contens,302,Adj,Adj,C/V\.'C/V\,ADJ
1838,278,5,de,de,de,8,de,302,Pre,Pre,C/(e)\,ADP
1839,278,6,vous,vous,vous,8,vous,302,Prn,Prn,C/V\,PRON
1840,278,7,.,,.,9,.,302,Pnc,Pnc,,PUNCT
1841,279,1,vous,vous,vous,8,vous,303,Prn,Prn$,C/V\,PRON
1842,279,2,n',ne,ne,8,n',303,Neg,Neg$$,C/\,ADV
1843,279,3,estes,être,être,3,estes,303,Vfin,Vfin,'/V\.C/e\,VERB
1844,279,4,pas,pas,pas,8,pas,303,Neg,Neg,C/V\,ADV
1845,279,5,icy,ici,ici,9,icy,303,Adv,Adv,/V\.'C/V\,ADV
1846,279,6,trestous,trèstout,trèstout,3,trestous,303,QIs,QIs,C/V\.'C/V\,PRON
1847,279,7,",",,",",9,",",303,Pnc,Pnc,,PUNCT
1848,280,1,monseigneur,,monseigneur,9,monseigneur,304,N,N,C/V\.C/V\.'C/V\,NOUN
1849,280,2,turelututu,,Turelututu,2,turelututu,304,N,N,C/V\.C/e\.C/V\.C/V\.'C/V\,PROPN
1850,280,3,.,,.,9,.,304,Pnc,Pnc,,PUNCT
1851,281,1,c',ce,ce,8,c',305,Prn,Prn,C/\,PRON
1852,281,2,est,être,être,3,est,305,Vfin,Vfin,/V\,VERB
1853,281,3,nostre,notre,notre,7,nostre,305,Det,Det,'C/V\.C/(e)\,DET
1854,281,4,maistre,,maître,8,maistre,305,N,N,'C/V\.C/(e)\,NOUN
1855,281,5,.,,.,9,.,305,Pnc,Pnc,,PUNCT
1856,281,6,|,,|,-10,|,305,Pnc,Pnc,,PUNCT
1857,281,7,quant,quant,quant,3,quant,305,Qux,Qux,C/V\,ADV
1858,281,8,a,à,à,8,a,305,Pre,Pre,/V\,ADP
1859,281,9,nous,nous,nous,8,nous,305,Prn,Prn,C/V\,PRON
1860,281,10,",",,",",9,",",305,Pnc,Pnc,,PUNCT
1861,282,1,et,et,et,8,et,306,Crd,Crd,/V\,CCONJ
1862,282,2,puis,puis,puis,8,puis,306,PrA,PrA,C/V\,ADV
1863,282,3,?,,?,9,?,306,Pnc,Pnc,,PUNCT
1864,282,4,autant,autant,autant,9,autant,306,Adv,Adv,/V\.'C/V\,ADV
1865,282,5,que,que,que,9,que,306,Sub,Sub,C/(e)\,SCONJ
1866,282,6,d',de,de,9,d',306,Pre,Pre,C/\,ADP
1867,282,7,un,un,un,8,un,306,QIs,QIs,/V\,DET
1868,282,8,festu,,fétu,3,festu,306,N,N,C/V\.'C/V\,NOUN
1869,282,9,!,,!,9,!,306,Pnc,Pnc,,PUNCT
1870,283,1,parle,parler,parler,8,parle,307,Vfin,Vfin,'C/V\.C/(e)\,VERB
1871,283,2,bas,,bas,8,bas,307,Adj,Adj,C/V\,ADJ
1872,283,3,!,,!,9,!,307,Pnc,Pnc,,PUNCT
1873,283,4,tu,tu,tu,8,tu,307,Prn,Prn$,C/V\,PRON
1874,283,5,es,être,être,3,es,307,Vfin,Vfin,/V\,VERB
1875,283,6,trop,trop,trop,8,trop,307,Adv,Adv,C/V\,ADV
1876,283,7,testu,,têtu,5,testu,307,Adj,Adj,C/V\.'C/V\,ADJ
1877,283,8,!,,!,9,!,307,Pnc,Pnc,,PUNCT
1878,284,1,tous,tout,tous,8,tous,308,QIs,QIs,C/V\,DET
1879,284,2,deux,deux,deux,8,deux,308,QIs,QIs,C/V\,NUM
1880,284,3,pourrons,pouvoir2,pouvoir,9,pourrons,308,Vfin,Vfin,C/V\.'C/V\,VERB
1881,284,4,bien,bien,bien,9,bien,308,Adv,Adv,C/V\,ADV
1882,284,5,estre,être,être,8,estre,308,Vinf,Vinf,'/V\.C/(e)\,VERB
1883,284,6,escous,escourre,escourre,9,escous,308,Vpp,Vpp,/V\.'C/V\,VERB
1884,284,7,.,,.,9,.,308,Pnc,Pnc,,PUNCT
1885,285,1,on,on,on,8,on,309,Prn,Prn$,/V\,PRON
1886,285,2,nous,nous,nous,8,nous,309,Prn,Prn$$,C/V\,PRON
1887,285,3,devroit,devoir2,devoir,9,devroit,309,Vfin,Vfin,C/V\.'C/V\,VERB
1888,285,4,chasser,,chasser,9,chasser,309,Vinf,Vinf,C/V\.'C/V\,VERB
1889,285,5,aux,à.le,à.le,8,aux,309,Pre+Det,Pre+Det,/V\,ADP.DET
1890,285,6,loups,,loup,3,loups,309,N,N,C/V\,NOUN
1891,286,1,de,de,de,8,de,310,Pre,Pre,C/(e)\,ADP
1892,286,2,tant,tant,tant,8,tant,310,QIs,QIs,C/V\,ADV
1893,286,3,endurer,,endurer,9,endurer,310,Vinf,Vinf,/V\.C/V\.'C/V\,VERB
1894,286,4,.,,.,9,.,310,Pnc,Pnc,,PUNCT
1895,286,5,|,,|,-10,|,310,Pnc,Pnc,,PUNCT
1896,286,6,mal,mal3,mal,8,mal,310,Adv,Adv,C/V\,ADV
1897,286,7,venu,venir,venir,8,venu,310,Vpp,Vpp,C/V\.'C/V\,VERB
1898,286,8,!,,!,9,!,310,Pnc,Pnc,,PUNCT
1899,287,1,vous,vous,vous,8,vous,311,Prn,Prn$,C/V\,PRON
1900,287,2,n',ne,ne,8,n',311,Neg,Neg$$,C/\,ADV
1901,287,3,estes,être,être,3,estes,311,Vfin,Vfin,'/V\.C/e\,VERB
1902,287,4,pas,pas,pas,8,pas,311,Neg,Neg,C/V\,ADV
1903,287,5,icy,ici,ici,9,icy,311,Adv,Adv,/V\.'C/V\,ADV
1904,287,6,trestous,trèstout,trèstout,3,trestous,311,QIs,QIs,C/V\.'C/V\,PRON
1905,287,7,",",,",",9,",",311,Pnc,Pnc,,PUNCT
1906,288,1,monseigneur,,monseigneur,9,monseigneur,312,N,N,C/V\.C/V\.'C/V\,NOUN
1907,288,2,turelututu,,Turelututu,2,turelututu,312,N,N,C/V\.C/e\.C/V\.C/V\.'C/V\,PROPN
1908,288,3,.,,.,9,.,312,Pnc,Pnc,,PUNCT
1909,289,1,qu',que,que,9,qu',313,Qux,Qux,C/\,PRON
1910,289,2,esse,être,être.ce,3,esse,313,Vfin+Prn,Vfin+Prn,'/V\.C/(e)\,VERB.PRON
1911,289,3,",",,",",9,",",313,Pnc,Pnc,,PUNCT
1912,289,4,monseigneur,,monseigneur,9,monseigneur,313,N,N,C/V\.C/V\.'C/V\,NOUN
1913,289,5,?,,?,9,?,313,Pnc,Pnc,,PUNCT
1914,289,6,|,,|,-10,|,313,Pnc,Pnc,,PUNCT
1915,289,7,malotru,,malotru,4,malotru,313,N,N,C/V\.C/V\.'C/V\,NOUN
1916,289,8,",",,",",9,",",313,Pnc,Pnc,,PUNCT
1917,290,1,me,me,me,5,me,314,Prn,Prn$$,C/(e)\,PRON
1918,290,2,donnez,donner,donner,8,donnez,314,Vfin,Vfin,C/V\.'C/V\,VERB
1919,290,3,une,un,un,9,une,314,QIs,QIs,'/V\.C/(e)\,DET
1920,290,4,belle,beau,beau,8,belle,314,Adj,Adj,'C/V\.C/(e)\,ADJ
1921,290,5,bride,,bride,8,bride,314,N,N,'C/V\.C/(e)\,NOUN
1922,290,6,!,,!,9,!,314,Pnc,Pnc,,PUNCT
1923,291,1,c',ce,ce,8,c',315,Prn,Prn,C/\,PRON
1924,291,2,est,être,être,3,est,315,Vfin,Vfin,/V\,VERB
1925,291,3,monseigneur,,monseigneur,9,monseigneur,315,N,N,C/V\.C/V\.'C/V\,NOUN
1926,291,4,de,de,de,8,de,315,Pre,Pre,C/(e)\,ADP
1927,291,5,granche-vuyde,,Granche-Vide,-10,granche-vuyde,315,N,N,C/V\.C/e\.'C/V\.C/(e)\,PROPN
1928,292,1,qui,qui,qui,3,qui,316,Qux,Qux,C/V\,PRON
1929,292,2,me,me,me,5,me,316,Prn,Prn$$,C/(e)\,PRON
1930,292,3,contoit,conter,conter,9,contoit,316,Vfin,Vfin,C/V\.'C/V\,VERB
1931,292,4,de,de,de,8,de,316,Pre,Pre,C/(e)\,ADP
1932,292,5,ses,son4,son,7,ses,316,Det,Det,C/V\,DET
1933,292,6,beaulx,beau,beau,9,beaulx,316,Adj,Adj,C/V\,ADJ
1934,292,7,fais,,fait,3,fais,316,N,N,C/V\,NOUN
1935,292,8,.,,.,9,.,316,Pnc,Pnc,,PUNCT
1936,293,1,de,de,de,8,de,317,Pre,Pre,C/(e)\,ADP
1937,293,2,vous,vous,vous,8,vous,317,Prn,Prn,C/V\,PRON
1938,293,3,nous,nous,nous,8,nous,317,Prn,Prn$,C/V\,PRON
1939,293,4,sommes,être,être,3,sommes,317,Vfin,Vfin,'C/V\.C/e\,VERB
1940,293,5,bien,bien,bien,9,bien,317,Adv,Adv,C/V\,ADV
1941,293,6,refais,refaire,refaire,9,refais,317,Vpp,Vpp,C/V\.'C/V\,VERB
1942,293,7,.,,.,9,.,317,Pnc,Pnc,,PUNCT
1943,294,1,turelututu,,Turelututu,2,turelututu,318,N,N,C/V\.C/e\.C/V\.C/V\.'C/V\,PROPN
1944,294,2,",",,",",9,",",318,Pnc,Pnc,,PUNCT
1945,294,3,monseigneur,,monseigneur,9,monseigneur,318,N,N,C/V\.C/V\.'C/V\,NOUN
1946,294,4,",",,",",9,",",318,Pnc,Pnc,,PUNCT
1947,295,1,il,il,il,9,il,319,Prn,Prn$,/V\,PRON
1948,295,2,humeroit,,humer,9,humeroit,319,Vfin,Vfin,C/V\.C/e\.'C/(e)\,VERB
1949,295,3,plus,plus,plus,8,plus,319,Adv,Adv,C/V\,ADV
1950,295,4,d',de,de,9,d',319,Pre,Pre,C/\,ADP
1951,295,5,honneur,,honneur,9,honneur,319,N,N,/V\.'C/V\,NOUN
1952,296,1,que,que,que,9,que,320,Sub,Sub,C/(e)\,SCONJ
1953,296,2,une,un,un,9,une,320,QIs,QIs,'/V\.C/(e)\,DET
1954,296,3,truye,,truie,9,truye,320,N,N,'C/V\./(e)\,NOUN
1955,296,4,ne,ne,ne,8,ne,320,Neg,Neg$$,C/(e)\,ADV
1956,296,5,feroit,faire,faire,3,feroit,320,Vfin,Vfin,C/V\.'C/V\,VERB
1957,296,6,de,de,de,8,de,320,Pre,Pre,C/(e)\,ADP
1958,296,7,laict,,lait,8,laict,320,N,N,C/V\,NOUN
1959,296,8,.,,.,9,.,320,Pnc,Pnc,,PUNCT
1960,297,1,de,de,de,8,de,321,Pre,Pre,C/(e)\,ADP
1961,297,2,vous,vous,vous,8,vous,321,Prn,Prn,C/V\,PRON
1962,297,3,deux,deux,deux,8,deux,321,QIs,QIs,C/V\,NUM
1963,297,4,n',ne,ne,8,n',321,Neg,Neg$$,C/\,ADV
1964,297,5,est,être,être,3,est,321,Vfin,Vfin,/V\,VERB
1965,297,6,rien,rien,rien,9,rien,321,N,N,C/V\,PRON
1966,297,7,que,que,que,9,que,321,Sub,Sub,C/(e)\,SCONJ
1967,297,8,plait,plaire,plaid,8,plait,321,N,N,C/V\,NOUN
1968,297,9,.,,.,9,.,321,Pnc,Pnc,,PUNCT
1969,298,1,il,il,il,9,il,322,Prn,Prn$,/V\,PRON
1970,298,2,fault,faillir,falloir,3,fault,322,Vfin,Vfin,C/V\,VERB
1971,298,3,aller,aller,aller,9,aller,322,Vinf,Vinf,/V\.'C/V\,VERB
1972,298,4,au,à.le,à.le,8,au,322,Pre+Det,Pre+Det,/V\,ADP.DET
1973,298,5,roy,,roi,9,roy,322,N,N,C/V\,NOUN
1974,298,6,.,,.,9,.,322,Pnc,Pnc,,PUNCT
1975,298,7,|,,|,-10,|,322,Pnc,Pnc,,PUNCT
1976,298,8,a,à,à,8,a,322,Pre,Pre,/V\,ADP
1977,298,9,l',le,le,9,l',322,Det,Det,C/\,DET
1978,298,10,aide,,aide,8,aide,322,N,N,'/V\.C/(e)\,NOUN
1979,298,11,!,,!,9,!,322,Pnc,Pnc,,PUNCT
1980,299,1,sus,sus,sus,8,sus,323,PrA,PrA,C/V\,ADV
1981,299,2,",",,",",9,",",323,Pnc,Pnc,,PUNCT
1982,299,3,monseigneur,,monseigneur,9,monseigneur,323,N,N,C/V\.C/V\.'C/V\,NOUN
1983,299,4,de,de,de,8,de,323,Pre,Pre,C/(e)\,ADP
1984,299,5,granche-vuyde,,Granche-Vide,-10,granche-vuyde,323,N,N,C/V\.C/e\.'C/V\.C/(e)\,PROPN
1985,299,6,",",,",",9,",",323,Pnc,Pnc,,PUNCT
1986,300,1,avance,avancer,avancer,8,avance,324,Vfin,Vfin,/V\.'C/V\.C/(e)\,VERB
1987,300,2,toy,toi,toi,9,toy,324,Prn,Prn%%,C/V\,PRON
1988,300,3,!,,!,9,!,324,Pnc,Pnc,,PUNCT
1989,300,4,hau,,hau,0,hau,324,Exc,Exc,C/V\,INTJ
1990,300,5,!,,!,9,!,324,Pnc,Pnc,,PUNCT
1991,300,6,ou,où,où,8,ou,324,Qux,Qux,/V\,PRON
1992,300,7,es,être,être,3,es,324,Vfin,Vfin,/V\,VERB
1993,300,8,tu,tu,tu,8,tu,324,Prn,Prn%,C/V\,PRON
1994,300,9,?,,?,9,?,324,Pnc,Pnc,,PUNCT
1995,301,1,qu',que,que,4,qu',325,Qux,Qux,C/\,PRON
1996,301,2,i,y2,y,3,i,325,Prn,Prn$$,/V\,PRON
1997,301,3,a,avoir,avoir,8,a,325,Vfin,Vfin,/V\,VERB
1998,301,4,il,il,il,9,il,325,Prn,Prn%,/V\,PRON
1999,301,5,",",,",",9,",",325,Pnc,Pnc,,PUNCT
2000,301,6,turelututu,,Turelututu,2,turelututu,325,N,N,C/V\.C/e\.C/V\.C/V\.'C/V\,PROPN
2001,301,7,?,,?,9,?,325,Pnc,Pnc,,PUNCT
2002,302,1,qu',que,que,4,qu',326,Qux,Qux,C/\,PRON
2003,302,2,i,y2,y,3,i,326,Prn,Prn$$,/V\,PRON
2004,302,3,a,avoir,avoir,8,a,326,Vfin,Vfin,/V\,VERB
2005,302,4,il,il,il,9,il,326,Prn,Prn%,/V\,PRON
2006,302,5,?,,?,9,?,326,Pnc,Pnc,,PUNCT
2007,302,6,la,le,le,8,la,326,Det,Det,C/V\,DET
