wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,syllabified,lemma
649,105,2,si,si,PROCON,105,Adv,Adv,C/V\,si
650,105,3,griement,griement,ADV,105,Adv,Adv,C/V\.'C/V\,grièvement
651,105,4,estoye,estoye,VER:impf:1:sg,105,Vfin,Vfin,/V\.'C/V\./(e)\,être
652,105,5,espris,espris,VER:pper:masc:sg,105,Vpp,Vpp,/V\.'C/V\,éprendre
653,106,1,en,en,PRE,106,Pre,Pre,/V\,en
654,106,2,paradys,paradys,NOM:obj:masc:sg,106,N,N,C/V\.C/V\.'C/V\,paradis
655,106,3,ai,ai,VER:pres:1:sg,106,Vfin,Vfin,/V\,avoir
656,106,4,bien,bien,ADV,106,Adv,Adv,C/V\,bien
657,106,5,apris,apris,VER:pper:masc:sg,106,Vpp,Vpp,/V\.'C/V\,apprendre
658,107,1,la,la,ADV,107,Adv,Adv,C/V\,là
659,107,2,ou,ou,PROCON,107,Qux,Qux,/V\,où
660,107,3,tu,tu,PRO:pers:suj:2:sg:unb,107,Prn,Prn$,C/V\,tu
661,107,4,as,as,VER:pres:2:sg,107,Vfin,Vfin,/V\,avoir
662,107,5,portee,portee,VER:pper:femi:sg,107,Vpp,Vpp,C/V\.'C/V\./(e)\,porter
663,107,6,m',m',DET:poss:obj:femi:sg,107,Det,Det,C/\,mon
664,107,7,ame,ame,NOM:obj:femi:sg,107,N,N,'/V\.C/(e)\,âme
665,108,1,que,que,PROCON,108,Sub,Sub,C/(e)\,que
666,108,2,de,de,PRE,108,Pre,Pre,C/(e)\,de
667,108,3,terre,terre,NOM:obj:femi:sg,108,N,N,'C/V\.C/(e)\,terre
668,108,4,iez,iez,VER:pres:2:sg,108,Vfin,Vfin,/V\,être
669,108,5,et,et,CON:coord,108,Crd,Crd,/V\,et
670,108,6,de,de,PRE,108,Pre,Pre,C/(e)\,de
671,108,7,ciel,ciel,NOM:obj:masc:sg,108,N,N,C/V\,ciel
672,108,8,dame,dame,NOM:suj:femi:sg,108,N,N,'C/V\.C/(e)\,dame
673,108,9,»,»,PON:cit,108,Pnc,Pnc,,»
674,109,1,entor,entor,ADV,109,PrA,PrA,/V\.'C/V\,entour
675,109,2,li,li,PRO:pers:obj:3:masc:sg:bet,109,Prn,Prn$$,C/V\,li
676,109,3,vienent,vienent,VER:pres:3:pl,109,Vfin,Vfin,'C/V\.C/e\,venir
677,109,4,clerc,clerc,NOM:suj:masc:pl,109,N,N,C/V\,clerc
678,109,5,et,et,CON:coord,109,Crd,Crd,/V\,et
679,109,6,lai,lai,NOM:suj:masc:pl,109,Adj,Adj,C/V\,lai
680,110,1,et,et,CON:coord,110,Crd,Crd,/V\,et
681,110,2,il,il,PRO:pers:suj:3:masc:sg:unb,110,Prn,Prn$,/V\,il
682,110,3,lor,lor,PRO:pers:dat:3:pl,110,Prn,Prn$$,C/V\,leur
683,110,4,conte,conte,VER:pres:3:sg,110,Vfin,Vfin,'C/V\.C/(e)\,conter
684,110,5,sanz,sanz,PRE,110,Pre,Pre,C/V\,sans
685,110,6,delai,delai,NOM:obj:masc:sg,110,N,N,C/V\.'C/V\,délai
686,111,1,qu,qu,PROCON,111,Sub,Sub,C/\,que
687,111,2,en,en,PRE,111,Pre,Pre,/V\,en
688,111,3,paradys,paradys,NOM:obj:masc:sg,111,N,N,C/V\.C/V\.'C/V\,paradis
689,111,4,a,a,VER:pres:3:sg,111,Vfin,Vfin,/V\,avoir
690,111,5,esté,esté,VER:pper:masc:sg,111,Vpp,Vpp,/V\.'C/V\,être
691,111,6,s,s,DET:poss:suj:femi:sg,111,Det,Det,C/\,son
692,111,7,ame,ame,NOM:suj:femi:sg,111,N,N,'/V\.C/(e)\,âme
693,112,1,et,et,CON:coord,112,Crd,Crd,/V\,et
694,112,2,qu,qu,PROCON,112,Sub,Sub,C/\,que
695,112,3,a,a,VER:pres:3:sg,112,Vfin,Vfin,/V\,avoir
696,112,4,veue,veue,VER:pper:femi:sg,112,Vpp,Vpp,C/(V)\.'/V\./(e)\,voir
697,112,5,nostre,nostre,DET:poss:obj:femi:sg,112,Det,Det,'C/V\.C/(e)\,notre
698,112,6,dame,dame,NOM:obj:femi:sg,112,N,N,'C/V\.C/(e)\,dame
699,113,1,qui,qui,PROCON,113,Qux,Qux,C/V\,qui
700,113,2,deprioit,deprioit,VER:impf:3:sg,113,Vfin,Vfin,C/V\.C/V\.'C/V\,déprier
701,113,3,nostre,nostre,DET:poss:obj:masc:sg,113,Det,Det,'C/V\.C/(e)\,notre
702,113,4,seigneur,seigneur,NOM:obj:masc:sg,113,N,N,C/V\.'C/V\,seigneur
703,114,1,qu,qu,PROCON,114,Sub,Sub,C/\,que
704,114,2,oster,oster,VER:infi,114,Vinf,Vinf,/V\.'C/V\,ôter
705,114,3,daignast,daignast,VER:subi:3:sg,114,Vfin,Vfin,C/V\.'C/V\,daigner
706,114,4,par,par,PRE,114,Pre,Pre,C/V\,par
707,114,5,sa,sa,DET:poss:obj:femi:sg,114,Det,Det,C/V\,son
708,114,6,douceur,douceur,NOM:obj:femi:sg,114,N,N,C/V\.'C/V\,douceur
709,115,1,de,de,PRE,115,Pre,Pre,C/(e)\,de
710,115,2,son,son,DET:poss:obj:masc:sg,115,Det,Det,C/V\,son
711,115,3,pueple,pueple,NOM:obj:masc:sg,115,N,N,'C/V\.C/(e)\,peuple
712,115,4,ceste,ceste,DET:demo:obj:femi:sg,115,Dem,Dem,'C/V\.C/(e)\,cist
713,115,5,grief,grief,ADJ:obj:femi:sg,115,Adj,Adj,C/V\,grief
714,115,6,plaie,plaie,NOM:obj:femi:sg,115,N,N,'C/V\./(e)\,plaie
715,116,1,ce,ce,DET:def:obj:masc:sg,116,Dem,Dem,C/(e)\,cist
716,116,2,feu,feu,NOM:obj:masc:sg,116,N,N,C/V\,feu
717,116,3,d',d',PRE,116,Pre,Pre,C/\,de
718,116,4,enfer,enfer,NOM:obj:masc:sg,116,N,N,/V\.'C/V\,enfer
719,116,5,qui,qui,PROCON,116,Qux,Qux,C/V\,qui
720,116,6,tant,tant,ADV,116,QIs,QIs,C/V\,tant
721,116,7,em,em,PRO:clit,116,Prn,Prn$$,/V\,en
722,116,8,plaie,plaie,VER:pres:3:sg,116,Vfin,Vfin,'C/V\./(e)\,player
723,117,1,qui,qui,PROCON,117,Qux,Qux,C/V\,qui
724,117,2,tant,tant,ADV,117,QIs,QIs,C/V\,tant
725,117,3,en,en,PRO:clit,117,Prn,Prn$$,/V\,en
726,117,4,a,a,VER:pres:3:sg,117,Vfin,Vfin,/V\,avoir
727,117,5,ars,ars,VER:pper:masc:sg,117,Vpp,Vpp,/V\,ardre
728,117,6,et,et,CON:coord,117,Crd,Crd,/V\,et
729,117,7,espris,espris,VER:pper:masc:sg,117,Vpp,Vpp,/V\.'C/V\,éprendre
730,118,1,et,et,CON:coord,118,Crd,Crd,/V\,et
731,118,2,tel,tel,ADJ:obj:masc:sg,118,Adj,Adj,C/V\,tel
732,118,3,responz,responz,NOM:obj:masc:sg,118,N,N,C/V\.'C/V\,répons
733,118,4,en,en,PRO:clit,118,Prn,Prn$$,/V\,en
734,118,5,avoit,avoit,VER:impf:3:sg,118,Vfin,Vfin,/V\.'C/V\,avoir
735,118,6,pris,pris,VER:pper:masc:sg,118,Vpp,Vpp,C/V\,prendre
736,119,1,que,que,PROCON,119,Sub,Sub,C/(e)\,que
737,119,2,respondi,respondi,VER:simp:3:sg,119,Vfin,Vfin,C/V\.C/V\.'C/V\,répondre
738,119,3,li,li,DET:def:suj:masc:sg,119,Det,Det,C/V\,le
739,119,4,tres,tres,ADV,119,Adv,Adv,C/V\,très
740,119,5,doz,doz,ADJ:suj:masc:sg,119,Adj,Adj,C/V\,doux
741,119,6,pere,pere,NOM:suj:masc:sg,119,N,N,'C/V\.C/(e)\,père
742,120,1,«,«,PON:cit,120,Pnc,Pnc,,«
743,120,2,bele,bele,ADJ:suj:femi:sg,120,Adj,Adj,'C/V\.C/(e)\,beau
744,120,3,tres,tres,ADV,120,Adv,Adv,C/V\,très
745,120,4,douce,douce,ADJ:suj:femi:sg,120,Adj,Adj,'C/V\.C/(e)\,doux
746,120,5,chiere,chiere,ADJ:suj:femi:sg,120,Adj,Adj,'C/V\.C/(e)\,cher
747,120,6,mere,mere,NOM:suj:femi:sg,120,N,N,'C/V\.C/(e)\,mère
748,121,1,vous,vous,PRO:pers:2:pl,121,Prn,Prn$,C/V\,vous
749,121,2,estes,estes,VER:pres:2:pl,121,Vfin,Vfin,'/V\.C/e\,être
750,121,3,estoyle,estoyle,NOM:suj:femi:sg,121,N,N,/V\.'C/V\.C/(e)\,étoile
751,121,4,de,de,PRE,121,Pre,Pre,C/(e)\,de
752,121,5,mer,mer,NOM:obj:femi:sg,121,N,N,C/V\,mer
753,122,1,seur,seur,PRE,122,PrA,PrA,C/V\,sur
754,122,2,toute,toute,DET:ind:obj:femi:sg,122,QIs,QIs,'C/V\.C/(e)\,tout
755,122,3,rien,rien,ADV,122,N,N,C/V\,rien
756,122,4,vos,vos,PRO:pers:2:pl,122,Prn,Prn$$,C/V\,vous
757,122,5,doy,doy,VER:pres:1:sg,122,Vfin,Vfin,C/V\,devoir
758,122,6,amer,amer,VER:infi,122,Vinf,Vinf,/V\.'C/V\,aimer
759,123,1,seur,seur,PRE,123,PrA,PrA,C/V\,sur
760,123,2,toute,toute,DET:ind:obj:femi:sg,123,QIs,QIs,'C/V\.C/(e)\,tout
761,123,3,riens,riens,ADV,123,N,N,C/V\,rien
762,123,4,vos,vos,PRO:pers:2:pl,123,Prn,Prn$$,C/V\,vous
763,123,5,ai,ai,VER:pres:1:sg,123,Vfin,Vfin,/V\,avoir
764,123,6,eslite,eslite,VER:pper:femi:sg,123,Vpp,Vpp,/V\.'C/V\.C/(e)\,élire
765,124,1,quanque,quanque,PRO:invar,124,Qux,Qux,'C/V\.C/(e)\,quanque
766,124,2,vous,vous,PRO:pers:2:pl,124,Prn,Prn$$,C/V\,vous
767,124,3,plaist,plaist,VER:pres:3:sg,124,Vfin,Vfin,C/V\,plaire
768,124,4,tot,tot,PRO:ind:obj:masc:sg,124,QIs,QIs,C/V\,tout
769,124,5,me,me,PRO:pers:obj:1:sg:unb,124,Prn,Prn$$,C/(e)\,me
770,124,6,delite,delite,VER:pres:3:sg,124,Vfin,Vfin,C/V\.'C/V\.C/(e)\,déliter
771,125,1,vo,vo,DET:poss:obj:femi:pl,125,Det,Det,C/V\,votre
772,125,2,volentez,volentez,NOM:obj:femi:pl,125,N,N,C/V\.C/V\.'C/V\,volonté
773,125,3,en,en,PRE,125,Pre,Pre,/V\,en
774,125,4,toz,toz,DET:ind:obj:masc:pl,125,QIs,QIs,C/V\,tout
775,125,5,endroys,endroys,NOM:obj:masc:pl,125,N,N,/V\.'C/V\,endroit
776,126,1,veil,veil,VER:pres:1:sg,126,Vfin,Vfin,C/V\,vouloir
777,126,2,que,que,PROCON,126,Sub,Sub,C/(e)\,que
778,126,3,soit,soit,VER:subp:3:sg,126,Vfin,Vfin,C/V\,être
779,126,4,faite,faite,VER:pper:femi:sg,126,Vpp,Vpp,'C/V\.C/(e)\,faire
780,126,5,et,et,CON:coord,126,Crd,Crd,/V\,et
781,126,6,il,il,PRO:pers:suj:3:masc:sg:unb,126,Prn,Prn$,/V\,il
782,126,7,est,est,VER:pres:3:sg,126,Vfin,Vfin,/V\,être
783,126,8,drois,drois,ADJ:suj:masc:sg,126,Adj,Adj,C/V\,droit
784,126,9,»,»,PON:cit,126,Pnc,Pnc,,»
785,127,1,la,la,DET:def:suj:femi:sg,127,Det,Det,C/V\,le
786,127,2,douce,douce,ADJ:suj:femi:sg,127,Adj,Adj,'C/V\.C/(e)\,doux
787,127,3,mere,mere,NOM:suj:femi:sg,127,N,N,'C/V\.C/(e)\,mère
788,127,4,jhesucrist,jhesucrist,NPR:obj:masc:sg,127,N,N,C/V\.C/V\.'C/V\,Jésus-Christ
789,128,1,refait,refait,VER:pres:3:sg,128,Vfin,Vfin,C/V\.'C/V\,refaire
790,128,2,li,li,DET:def:suj:masc:sg,128,Det,Det,C/V\,le
791,128,3,enfes,enfes,NOM:suj:masc:sg,128,N,N,'/V\.C/e\,enfant
792,128,4,adonc,adonc,ADV,128,Adv,Adv,/V\.'C/V\,adonc
793,128,5,dist,dist,VER:simp:3:sg,128,Vfin,Vfin,C/V\,dire
794,129,1,«,«,PON:cit,129,Pnc,Pnc,,«
795,129,2,bialz,bialz,ADJ:suj:masc:sg,129,Adj,Adj,C/V\,beau
796,129,3,tres,tres,ADV,129,Adv,Adv,C/V\,très
797,129,4,dox,dox,ADJ:suj:masc:sg,129,Adj,Adj,C/V\,doux
798,129,5,fielz,fielz,NOM:suj:masc:sg,129,N,N,C/V\,fils
799,129,6,mout,mout,ADV,129,QIs,QIs,C/V\,moult
800,129,7,me,me,PRO:pers:obj:1:sg:unb,129,Prn,Prn$$,C/(e)\,me
801,129,8,desplait,desplait,VER:pres:3:sg,129,Vfin,Vfin,C/V\.'C/V\,déplaire
802,130,1,quant,quant,ADV,130,Sub,Sub,C/V\,quand
803,130,2,a,a,PRE,130,Pre,Pre,/V\,à
804,130,3,soissons,soissons,NPR:obj:masc:sg,130,N,N,C/V\.'C/V\,Soissons
805,130,4,n,n,PRO:clit,130,Neg,Neg$$,C/\,ne
806,130,5,est,est,VER:pres:3:sg,130,Vfin,Vfin,/V\,être
807,130,6,s,s,PROCON,130,Sub,Sub,C/\,si
808,130,7,il,il,PRO:pers:suj:3:masc:sg:unb,130,Prn,Prn$,/V\,il
809,130,8,vous,vous,PRO:pers:2:pl,130,Prn,Prn$$,C/V\,vous
810,130,9,plaist,plaist,VER:pres:3:sg,130,Vfin,Vfin,C/V\,plaire
811,131,1,assez,assez,ADV,131,Adv,Adv,/V\.'C/V\,assez
812,131,2,plus,plus,ADV,131,Adv,Adv,C/V\,plus
813,131,3,bele,bele,ADJ:suj:femi:sg,131,Adj,Adj,'C/V\.C/(e)\,beau
814,131,4,ma,ma,DET:poss:suj:femi:sg,131,Det,Det,C/V\,mon
815,131,5,maisonz,maisonz,NOM:suj:femi:sg,131,N,N,C/V\.'C/V\,maison
816,132,1,bialz,bialz,ADJ:suj:masc:sg,132,Adj,Adj,C/V\,beau
817,132,2,tres,tres,ADV,132,Adv,Adv,C/V\,très
818,132,3,dox,dox,ADJ:suj:masc:sg,132,Adj,Adj,C/V\,doux
819,132,4,fiex,fiex,NOM:suj:masc:sg,132,N,N,C/V\,fils
820,132,5,n,n,PRO:clit,132,Neg,Neg$$,C/\,ne
821,132,6,est,est,VER:pres:3:sg,132,Vfin,Vfin,/V\,être
822,132,7,pas,pas,NOM:obj:masc:pl,132,Neg,Neg,C/V\,pas
823,132,8,raisonz,raisonz,NOM:suj:femi:sg,132,N,N,C/V\.'C/V\,raison
824,133,1,qu,qu,PROCON,133,Sub,Sub,C/\,que
825,133,2,ele,ele,PRO:pers:suj:3:femi:sg,133,Prn,Prn,'/V\.C/(e)\,elle
826,133,3,des,des,PREDET:de:obj:femi:pl,133,Pre+Det,Pre+Det,C/V\,de.le
827,133,4,autres,autres,ADJ:obj:femi:pl,133,Adj,Adj,'/V\.C/e\,autre
828,133,5,soit,soit,VER:subp:3:sg,133,Vfin,Vfin,C/V\,être
829,133,6,la,la,DET:def:suj:femi:sg,133,Det,Det,C/V\,le
830,133,7,pire,pire,ADJ:suj:femi:sg,133,Adj,Adj,'C/V\.C/(e)\,pire
831,134,1,―,―,PON:cit,134,Pnc,Pnc,,―
832,134,2,douce,douce,ADJ:suj:femi:sg,134,Adj,Adj,'C/V\.C/(e)\,doux
833,134,3,mere,mere,NOM:suj:femi:sg,134,N,N,'C/V\.C/(e)\,mère
834,134,4,fait,fait,VER:pres:3:sg,134,Vfin,Vfin,C/V\,faire
835,134,5,nostre,nostre,DET:poss:suj:masc:sg,134,Det,Det,'C/V\.C/(e)\,notre
836,134,6,sire,sire,NOM:suj:masc:sg,134,N,N,'C/V\.C/(e)\,sire
837,135,1,d',d',PRE,135,Pre,Pre,C/\,de
838,135,2,outre,outre,ADV,135,PrA,PrA,'/V\.C/(e)\,outre
839,135,3,la,la,DET:def:obj:femi:sg,135,Det,Det,C/V\,le
840,135,4,mer,mer,NOM:obj:femi:sg,135,N,N,C/V\,mer
841,135,5,d',d',PRE,135,Pre,Pre,C/\,de
842,135,6,outre,outre,ADV,135,PrA,PrA,'/V\.C/(e)\,outre
843,135,7,le,le,DET:def:obj:masc:sg,135,Det,Det,C/(e)\,le
844,135,8,rin,rin,NPR:obj:masc:sg,135,N,N,C/V\,Rhin
845,136,1,venront,venront,VER:futu:3:pl,136,Vfin,Vfin,C/V\.'C/V\,venir
846,136,2,par,par,PRE,136,Pre,Pre,C/V\,par
847,136,3,tanz,tanz,NOM:obj:masc:sg,136,N,N,C/V\,temps
848,136,4,li,li,DET:def:suj:masc:pl,136,Det,Det,C/V\,le
849,136,5,pelerin,pelerin,NOM:suj:masc:pl,136,N,N,C/V\.C/e\.'C/V\,pèlerin
850,137,1,de,de,PRE,137,Pre,Pre,C/(e)\,de
851,137,2,cui,cui,PROCON,137,Qux,Qux,C/V\,qui
852,137,3,aport,aport,NOM:obj:masc:sg,137,N,N,/V\.'C/V\,apport
853,137,4,vostre,vostre,DET:poss:suj:femi:sg,137,Det,Det,'C/V\.C/(e)\,votre
854,137,5,chapele,chapele,NOM:suj:femi:sg,137,N,N,C/V\.'C/V\.C/(e)\,chapelle
855,138,1,faite,faite,VER:pper:femi:sg,138,Vpp,Vpp,'C/V\.C/(e)\,faire
856,138,2,sera,sera,VER:futu:3:sg,138,Vfin,Vfin,C/V\.'C/V\,être
857,138,3,plaisanz,plaisanz,VER:ppre:pl,138,Vprs,Vprs,C/V\.'C/V\,plaire
858,138,4,et,et,CON:coord,138,Crd,Crd,/V\,et
859,138,5,bele,bele,ADJ:suj:femi:sg,138,Adj,Adj,'C/V\.C/(e)\,beau
860,139,1,et,et,CON:coord,139,Crd,Crd,/V\,et
861,139,2,pour,pour,PRE,139,Pre,Pre,C/V\,pour
862,139,3,ce,ce,PRO:invar,139,Prn,Prn,C/(e)\,ce
863,139,4,qu,qu,PROCON,139,Sub,Sub,C/\,que
864,139,5,en,en,PRE,139,Pre,Pre,/V\,en
865,139,6,si,si,PROCON,139,Adv,Adv,C/V\,si
866,139,7,grant,grant,ADJ:obj:femi:sg,139,Adj,Adj,C/V\,grand
867,139,8,poverte,poverte,NOM:obj:femi:sg,139,N,N,C/V\.'C/V\.C/(e)\,poverte
868,140,1,cil,cil,PRO:demo:suj:masc:pl,140,Dem,Dem,C/V\,cil
869,140,2,de,de,PRE,140,Pre,Pre,C/(e)\,de
870,140,3,soissons,soissons,NPR:obj:masc:sg,140,N,N,C/V\.'C/V\,Soissons
871,140,4,l',l',PRO:pers:obj:3:masc:sg:unb,140,Prn,Prn$$,C/\,le
872,140,5,ont,ont,VER:pres:3:pl,140,Vfin,Vfin,/V\,avoir
873,140,6,tant,tant,ADV,140,QIs,QIs,C/V\,tant
874,140,7,sofferte,sofferte,VER:pper:femi:sg,140,Vpp,Vpp,C/V\.'C/V\.C/(e)\,souffrir
875,141,1,a,a,PRE,141,Pre,Pre,/V\,à
876,141,2,mautalent,mautalent,NOM:obj:masc:sg,141,N,N,C/V\.C/V\.'C/V\,maltalent
877,141,3,m',m',PRO:pers:obj:1:sg:unb,141,Prn,Prn$$,C/\,me
878,141,4,ont,ont,VER:pres:3:pl,141,Vfin,Vfin,/V\,avoir
879,141,5,escité,escité,VER:pper:masc:sg,141,Vpp,Vpp,/V\.C/V\.'C/V\,exciter
880,142,1,s,s,PROCON,142,Adv,Adv,C/\,si
881,142,2,envoiera,envoiera,VER:futu:1:sg,142,Vfin,Vfin,/V\.C/V\.C/e\.'C/V\,envoyer
882,142,3,sour,sour,PRE,142,PrA,PrA,C/V\,sur
883,142,4,la,la,DET:def:obj:femi:sg,142,Det,Det,C/V\,le
884,142,5,cité,cité,NOM:obj:femi:sg,142,N,N,C/V\.'C/V\,cité
885,143,1,si,si,PROCON,143,Adv,Adv,C/V\,si
886,143,2,grant,grant,ADJ:obj:masc:sg,143,Adj,Adj,C/V\,grand
887,143,3,flael,flael,NOM:obj:masc:sg,143,N,N,C/V\.'C/V\,fléau
888,143,4,tuit,tuit,PRO:ind:suj:masc:pl,143,QIs,QIs,C/V\,tout
889,143,5,crieront,crieront,VER:futu:3:pl,143,Vfin,Vfin,C/V\.C/e\.'C/V\,crier
890,144,1,et,et,CON:coord,144,Crd,Crd,/V\,et
891,144,2,tuit,tuit,PRO:ind:suj:masc:pl,144,QIs,QIs,C/V\,tout
892,144,3,merci,merci,NOM:obj:femi:sg,144,N,N,C/V\.'C/V\,merci
893,144,4,vous,vous,PRO:pers:2:pl,144,Prn,Prn$$,C/V\,vous
894,144,5,prieront,prieront,VER:futu:3:pl,144,Vfin,Vfin,C/V\.C/e\.'C/V\,prier
895,144,6,»,»,PON:cit,144,Pnc,Pnc,,»
896,145,1,«,«,PON:cit,145,Pnc,Pnc,,«
897,145,2,seigneur,seigneur,NOM:suj:masc:sg,145,N,N,C/V\.'C/V\,seigneur
898,145,3,ce,ce,PRO:invar,145,Prn,Prn,C/(e)\,ce
899,145,4,dist,dist,VER:simp:3:sg,145,Vfin,Vfin,C/V\,dire
900,145,5,li,li,DET:def:suj:masc:sg,145,Det,Det,C/V\,le
901,145,6,enfecons,enfecons,NOM:suj:masc:sg,145,N,N,/V\.C/e\.'C/V\,enfançon
902,146,1,a,a,PRE,146,Pre,Pre,/V\,à
903,146,2,ce,ce,PRO:invar,146,Prn,Prn,C/(e)\,ce
904,146,3,sachiez,sachiez,VER:impe:2:pl,146,Vfin,Vfin,C/V\.'C/V\,savoir
905,146,4,que,que,PROCON,146,Sub,Sub,C/(e)\,que
906,146,5,la,la,DET:def:suj:femi:sg,146,Det,Det,C/V\,le
907,146,6,leçons,leçons,NOM:suj:femi:sg,146,N,N,C/V\.'C/V\,leçon
908,147,1,est,est,VER:pres:3:sg,147,Vfin,Vfin,/V\,être
909,147,2,toute,toute,PRO:ind:suj:femi:sg,147,QIs,QIs,'C/V\.C/(e)\,tout
910,147,3,vraie,vraie,ADJ:suj:femi:sg,147,Adj,Adj,'C/V\./(e)\,vrai
911,147,4,que,que,PROCON,147,Qux,Qux,C/(e)\,que
912,147,5,j,j,PRO:pers:suj:1:sg:unb,147,Prn,Prn$,C/\,je
913,147,6,aie,aie,VER:pres:1:sg,147,Vfin,Vfin,'/V\./(e)\,avoir
914,147,7,dite,dite,VER:pper:femi:sg,147,Vpp,Vpp,'C/V\.C/(e)\,dire
915,148,1,que,que,PROCON,148,Sub,Sub,C/(e)\,que
916,148,2,par,par,PRE,148,Pre,Pre,C/V\,par
917,148,3,tanz,tanz,NOM:obj:masc:sg,148,N,N,C/V\,temps
918,148,4,rendrai,rendrai,VER:futu:1:sg,148,Vfin,Vfin,C/V\.'C/V\,rendre
919,148,5,l',l',DET:def:obj:masc:sg,148,Det,Det,C/\,le
920,148,6,esperite,esperite,NOM:obj:masc:sg,148,N,N,/V\.C/e\.'C/V\.C/(e)\,esperite
921,149,1,a,a,PRE,149,Pre,Pre,/V\,à
922,149,2,ce,ce,PRO:invar,149,Prn,Prn,C/(e)\,ce
923,149,3,sachiez,sachiez,VER:impe:2:pl,149,Vfin,Vfin,C/V\.'C/V\,savoir
924,149,4,sanz,sanz,PRE,149,Pre,Pre,C/V\,sans
925,149,5,contredit,contredit,NOM:obj:masc:sg,149,N,N,C/V\.C/e\.'C/V\,contredit
926,150,1,qu,qu,PROCON,150,Sub,Sub,C/\,que
927,150,2,il,il,PRO:pers:suj:3:masc:sg:unb,150,Prn,Prn$,/V\,il
928,150,3,est,est,VER:pres:3:sg,150,Vfin,Vfin,/V\,être
929,150,4,toz,toz,DET:ind:suj:masc:sg,150,QIs,QIs,C/V\,tout
930,150,5,voirs,voirs,ADJ:suj:masc:sg,150,Adj,Adj,C/V\,voir
931,150,6,quanque,quanque,PRO:invar,150,Qux,Qux,'C/V\.C/(e)\,quanque
932,150,7,j,j,PRO:pers:suj:1:sg:unb,150,Prn,Prn$,C/\,je
933,150,8,ai,ai,VER:pres:1:sg,150,Vfin,Vfin,/V\,avoir
934,150,9,dit,dit,VER:pper:masc:sg,150,Vpp,Vpp,C/V\,dire
935,151,1,que,que,PROCON,151,Sub,Sub,C/(e)\,que
936,151,2,plus,plus,ADV,151,Adv,Adv,C/V\,plus
937,151,3,d',d',PRE,151,Pre,Pre,C/\,de
938,151,4,un,un,DET:ndf:obj:masc:sg,151,QIs,QIs,/V\,un
939,151,5,mois,mois,NOM:obj:masc:sg,151,N,N,C/V\,mois
940,151,6,ne,ne,PRO:clit,151,Neg,Neg$$,C/(e)\,ne
941,151,7,viverai,viverai,VER:futu:1:sg,151,Vfin,Vfin,C/V\.C/e\.'C/V\,vivre
942,152,1,sanz,sanz,PRE,152,Pre,Pre,C/V\,sans
943,152,2,revenir,revenir,VER:infi,152,Vinf,Vinf,C/V\.C/e\.'C/V\,revenir
944,152,3,lors,lors,ADV,152,Adv,Adv,C/V\,lors
945,152,4,m',m',PRO:pers:obj:1:sg:unb,152,Prn,Prn$$,C/\,me
946,152,5,en,en,PRO:clit,152,Prn,Prn$$,/V\,en
947,152,6,irai,irai,VER:futu:1:sg,152,Vfin,Vfin,/V\.'C/V\,aller
948,152,7,»,»,PON:cit,152,Pnc,Pnc,,»
949,153,1,maistres,maistres,NOM:suj:masc:sg,153,N,N,'C/V\.C/e\,maître
950,153,2,huëz,huëz,NPR:suj:masc:sg,153,N,N,'C/V\./e\,Hué
951,153,3,li,li,DET:def:suj:masc:sg,153,Det,Det,C/V\,le
952,153,4,farsis,farsis,NPR:suj:masc:sg,153,N,N,C/V\.'C/V\,UNKNOWN
953,153,5,dit,dit,VER:simp:3:sg,153,Vfin,Vfin,C/V\,dire
954,154,1,qui,qui,PROCON,154,Qux,Qux,C/V\,qui
955,154,2,i,i,PRO:clit,154,Prn,Prn$$,/V\,y
956,154,3,parla,parla,VER:simp:3:sg,154,Vfin,Vfin,C/V\.'C/V\,parler
957,154,4,et,et,CON:coord,154,Crd,Crd,/V\,et
958,154,5,qui,qui,PROCON,154,Qux,Qux,C/V\,qui
959,154,6,le,le,PRO:pers:obj:3:masc:sg:unb,154,Prn,Prn$$,C/(e)\,le
960,154,7,vit,vit,VER:simp:3:sg,154,Vfin,Vfin,C/V\,voir
961,155,1,c',c',PROCON,155,Sub,Sub,C/\,que
962,155,2,onques,onques,ADV,155,Adv,Adv,'/V\.C/e\,onques
963,155,3,lettre,lettre,NOM:obj:femi:pl,155,N,N,'C/V\.C/(e)\,lettre
964,155,4,n,n,PRO:clit,155,Neg,Neg$$,C/\,ne
965,155,5,ot,ot,VER:simp:3:sg,155,Vfin,Vfin,/V\,avoir
966,155,6,conneue,conneue,VER:pper:femi:pl,155,Vpp,Vpp,C/V\.C/(V)\.'/V\./(e)\,connaître
967,156,1,n,n,PRO:clit,156,Crd,Crd,C/\,ne
968,156,2,onques,onques,ADV,156,Adv,Adv,'/V\.C/e\,onques
969,156,3,lettre,lettre,NOM:obj:femi:pl,156,N,N,'C/V\.C/(e)\,lettre
970,156,4,n,n,PRO:clit,156,Neg,Neg$$,C/\,ne
971,156,5,avoit,avoit,VER:impf:3:sg,156,Vfin,Vfin,/V\.'C/V\,avoir
972,156,6,veue,veue,VER:pper:femi:pl,156,Vpp,Vpp,C/(V)\.'/V\./(e)\,voir
973,157,1,et,et,CON:coord,157,Crd,Crd,/V\,et
974,157,2,luëz,luëz,ADV,157,Adv,Adv,C/V\,luès
975,157,3,que,que,PROCON,157,Sub,Sub,C/(e)\,que
