wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified
738,119,5,de,de,3530,Pre,Pre,de,8s,---,C/(e)\
739,119,6,hardement,hardement,3530,N,N,hardement,8s,---,C/V\.C/e\.'C/V\
740,119,7,;,;,3530,Pnc,Pnc,;,8s,---,
741,120,1,la,la,3531,Det,Det,le,8s,---,C/V\
742,120,2,cose,cose,3531,N,N,chose,8s,---,'C/V\.C/(e)\
743,120,3,est,est,3531,Vfin,Vfin,être,8s,---,/V\
744,120,4,ja,ja,3531,Adv,Adv,jà,8s,---,C/V\
745,120,5,si,si,3531,Adv,Adv,si4,8s,---,C/V\
746,120,6,mal,mal,3531,Adv,Adv,mal3,8s,---,C/V\
747,120,7,alee,alee,3531,Vpp,Vpp,aller,8s,---,/V\.'C/V\./(e)\
748,121,1,ke,ke,3532,Sub,Sub,que,8s,---,C/(e)\
749,121,2,l',l',3532,Det,Det,le,8s,---,C/\
750,121,3,ame,ame,3532,N,N,âme,8s,---,'/V\.C/(e)\
751,121,4,en,en,3532,Pre,Pre,en,8s,---,/V\
752,121,5,poi,poi,3532,N,N,peu,8s,---,C/V\
753,121,6,d',d',3532,Pre,Pre,de,8s,---,C/\
754,121,7,eure,eure,3532,N,N,heure,8s,---,'/V\.C/(e)\
755,121,8,s',s',3532,Prn,Prn$$,se,8s,---,C/\
756,121,9,en,en,3532,Prn,Prn$$,en2,8s,---,/V\
757,121,10,sent,sent,3532,Vfin,Vfin,sentir,8s,---,C/V\
758,121,11,.,.,3532,Pnc,Pnc,.,8s,---,
759,122,1,gentiux,gentiux,3533,Adj,Adj,gentil,8s,---,C/V\.'C/V\
760,122,2,roine,roine,3533,N,N,reine,8s,---,C/V\.'C/V\.C/(e)\
761,122,3,couronnee,couronnee,3533,Vpp,Vpp,couronner,8s,---,C/V\.C/V\.'C/V\./(e)\
762,123,1,ki,ki,3534,Qux,Qux,qui,8s,---,C/V\
763,123,2,vostre,vostre,3534,Det,Det,votre,8s,---,'C/V\.C/(e)\
764,123,3,amour,amour,3534,N,N,amour,8s,---,/V\.'C/V\
765,123,4,dounés,dounés,3534,Vfin,Vfin,donner,8s,---,C/V\.'C/V\
766,123,5,briement,briement,3534,Adv,Adv,brièvement,8s,---,C/V\.'C/V\
767,123,6,",",",",3534,Pnc,Pnc,",",8s,---,
768,124,1,merchi,merchi,3535,N,N,merci,8s,---,C/V\.'C/V\
769,124,2,de,de,3535,Pre,Pre,de,8s,---,C/(e)\
770,124,3,mon,mon,3535,Det,Det,mon,8s,---,C/V\
771,124,4,fol,fol,3535,Adj,Adj,fou,8s,---,C/V\
772,124,5,errement,errement,3535,N,N,errement,8s,---,/V\.C/e\.'C/V\
773,125,1,et,et,3536,Crd,Crd,et,8s,---,/V\
774,125,2,",",",",3536,Pnc,Pnc,",",8s,---,
775,125,3,s',s',3536,Sub,Sub,si3,8s,---,C/\
776,125,4,a,a,3536,Pre,Pre,à,8s,---,/V\
777,125,5,tart,tart,3536,Adv,Adv,tard,8s,---,C/V\
778,125,6,vous,vous,3536,Prn,Prn$$,vous,8s,---,C/V\
779,125,7,est,est,3536,Vfin,Vfin,être,8s,---,/V\
780,125,8,reclamee,reclamee,3536,Vpp,Vpp,réclamer,8s,---,C/V\.C/V\.'C/V\./(e)\
781,126,1,par,par,3537,Pre,Pre,par,8s,---,C/V\
782,126,2,vanité,vanité,3537,N,N,vanité,8s,---,C/V\.C/V\.'C/V\
783,126,3,que,que,3537,Qux,Qux,que,8s,---,C/(e)\
784,126,4,j',j',3537,Prn,Prn$,je,8s,---,C/\
785,126,5,ai,ai,3537,Vfin,Vfin,avoir,8s,---,/V\
786,126,6,antee,antee,3537,Vpp,Vpp,enter,8s,---,/V\.'C/V\./(e)\
787,127,1,et,et,3538,Crd,Crd,et,8s,---,/V\
788,127,2,par,par,3538,Pre,Pre,par,8s,---,C/V\
789,127,3,mauvais,mauvais,3538,Adj,Adj,mauvais,8s,---,C/V\.'C/V\
790,127,4,enortement,enortement,3538,N,N,enhortement,8s,---,/V\.C/V\.C/e\.'C/V\
791,127,5,",",",",3538,Pnc,Pnc,",",8s,---,
792,128,1,ne,ne,3539,Crd,Crd,ne2,8s,---,C/(e)\
793,128,2,consentés,consentés,3539,Vfin,Vfin,consentir,8s,---,C/V\.C/V\.'C/V\
794,128,3,",",",",3539,Pnc,Pnc,",",8s,---,
795,128,4,dame,dame,3539,N,N,dame,8s,---,'C/V\.C/(e)\
796,128,5,doutee,doutee,3539,Vpp,Vpp,douter,8s,---,C/V\.'C/V\./(e)\
797,128,6,",",",",3539,Pnc,Pnc,",",8s,---,
798,129,1,que,que,3540,Sub,Sub,que,8s,---,C/(e)\
799,129,2,chou,chou,3540,Prn,Prn$,ce,8s,---,C/V\
800,129,3,soit,soit,3540,Vfin,Vfin,être,8s,---,C/V\
801,129,4,a,a,3540,Pre,Pre,à,8s,---,/V\
802,129,5,mon,mon,3540,Det,Det,mon,8s,---,C/V\
803,129,6,grevement,grevement,3540,N,N,grevement,8s,---,C/V\.C/e\.'C/V\
804,129,7,.,.,3540,Pnc,Pnc,.,8s,---,
805,130,1,pour,pour,3541,Pre,Pre,pour,8s,---,C/V\
806,130,2,chu,chu,3541,Prn,Prn,ce,8s,---,C/V\
807,130,3,vous,vous,3541,Prn,Prn$$,vous,8s,---,C/V\
808,130,4,ai,ai,3541,Vfin,Vfin,avoir,8s,---,/V\
809,130,5,",",",",3541,Pnc,Pnc,",",8s,---,
810,130,6,dame,dame,3541,N,N,dame,8s,---,'C/V\.C/(e)\
811,130,7,",",",",3541,Pnc,Pnc,",",8s,---,
812,130,8,apelee,apelee,3541,Vpp,Vpp,appeler,8s,---,/V\.C/e\.'C/V\./(e)\
813,131,1,ke,ke,3542,Sub,Sub,que,8s,---,C/(e)\
814,131,2,jou,jou,3542,Prn,Prn$,je,8s,---,C/V\
815,131,3,n',n',3542,Neg,Neg,ne,8s,---,C/\
816,131,4,atenc,atenc,3542,Vfin,Vfin,attendre,8s,---,/V\.'C/V\
817,131,5,nul,nul,3542,QIs,QIs,nul,8s,---,C/V\
818,131,6,sauvement,sauvement,3542,N,N,sauvement,8s,---,C/V\.C/e\.'C/V\
819,132,1,se,se,3543,Sub,Sub,si3,8s,---,C/(e)\
820,132,2,ma,ma,3543,Det,Det,mon,8s,---,C/V\
821,132,3,proiiere,proiiere,3543,N,N,prière,8s,---,C/V\.'C/V\.C/(e)\
822,132,4,est,est,3543,Vfin,Vfin,être,8s,---,/V\
823,132,5,refusee,refusee,3543,Vpp,Vpp,refuser,8s,---,C/V\.C/V\.'C/V\./(e)\
824,133,1,de,de,3544,Pre,Pre,de,8s,---,C/(e)\
825,133,2,vous,vous,3544,Prn,Prn,vous,8s,---,C/V\
826,133,3,",",",",3544,Pnc,Pnc,",",8s,---,
827,133,4,ou,ou,3544,Qux,Qux,où,8s,---,/V\
828,133,5,pechieres,pechieres,3544,N,N,pécheur,8s,---,C/V\.'C/V\.C/e\
829,133,6,s',s',3544,Prn,Prn$$,se,8s,---,C/\
830,133,7,atent,atent,3544,Vfin,Vfin,attendre,8s,---,/V\.'C/V\
831,133,8,.,.,3544,Pnc,Pnc,.,8s,---,
832,134,1,il,il,401,Prn,Prn$,il,10s,---,/V\
833,134,2,ne,ne,401,Neg,Neg,ne,10s,---,C/(e)\
834,134,3,muet,muet,401,Vfin,Vfin,mouvoir,10s,---,C/V\
835,134,4,pas,pas,401,Neg,Neg,pas,10s,---,C/V\
836,134,5,de,de,401,Pre,Pre,de,10s,---,C/(e)\
837,134,6,sens,sens,401,N,N,sens,10s,---,C/V\
838,134,7,chelui,chelui,401,Dem,Dem,cil,10s,---,C/V\.'C/V\
839,134,8,ki,ki,401,Qux,Qux,qui,10s,---,C/V\
840,134,9,plaint,plaint,401,Vfin,Vfin,plaindre,10s,---,C/V\
841,135,1,paine,paine,402,N,N,peine,10s,---,'C/V\.C/(e)\
842,135,2,et,et,402,Crd,Crd,et,10s,---,/V\
843,135,3,travail,travail,402,N,N,travail,10s,---,C/V\.'C/V\
844,135,4,",",",",402,Pnc,Pnc,",",10s,---,
845,135,5,ki,ki,402,Qux,Qux,qui,10s,---,C/V\
846,135,6,aquert,aquert,402,Vfin,Vfin,acquérir,10s,---,/V\.'C/V\
847,135,7,avantage,avantage,402,N,N,avantage,10s,---,/V\.C/V\.'C/V\.C/(e)\
848,135,8,;,;,402,Pnc,Pnc,;,10s,---,
849,136,1,pour,pour,403,Pre,Pre,pour,10s,---,C/V\
850,136,2,chou,chou,403,Prn,Prn,ce,10s,---,C/V\
851,136,3,ne,ne,403,Neg,Neg,ne,10s,---,C/(e)\
852,136,4,puis,puis,403,Vfin,Vfin,pouvoir2,10s,---,C/V\
853,136,5,veoir,veoir,403,Vinf,Vinf,voir,10s,---,C/(V)\.'/V\
854,136,6,ke,ke,403,Sub,Sub,que,10s,---,C/(e)\
855,136,7,cil,cil,403,Dem,Dem,cil,10s,---,C/V\
856,136,8,bien,bien,403,Adv,Adv,bien,10s,---,C/V\
857,136,9,aint,aint,403,Vfin,Vfin,aimer,10s,---,/V\
858,137,1,ki,ki,404,Qux,Qux,qui,10s,---,C/V\
859,137,2,",",",",404,Pnc,Pnc,",",10s,---,
860,137,3,pour,pour,404,Pre,Pre,pour,10s,---,C/V\
861,137,4,goir,goir,404,Vinf,Vinf,jouir,10s,---,C/V\.'C/V\
862,137,5,d',d',404,Pre,Pre,de,10s,---,C/\
863,137,6,amors,amors,404,N,N,amour,10s,---,/V\.'C/V\
864,137,7,",",",",404,Pnc,Pnc,",",10s,---,
865,137,8,souffrance,souffrance,404,N,N,souffrance,10s,---,C/V\.'C/V\.C/(e)\
866,137,9,gage,gage,404,Vfin,Vfin,gager,10s,---,'C/V\.C/(e)\
867,137,10,.,.,404,Pnc,Pnc,.,10s,---,
868,138,1,ki,ki,405,Qux,Qux,qui,10s,---,C/V\
869,138,2,n',n',405,Neg,Neg,ne,10s,---,C/\
870,138,3,est,est,405,Vfin,Vfin,être,10s,---,/V\
871,138,4,souffrans,souffrans,405,Vprs,Vprs,souffrir,10s,---,C/V\.'C/V\
872,138,5,et,et,405,Crd,Crd,et,10s,---,/V\
873,138,6,d',d',405,Pre,Pre,de,10s,---,C/\
874,138,7,estable,estable,405,Adj,Adj,estable,10s,---,/V\.'C/V\.C/(e)\
875,138,8,corage,corage,405,N,N,courage,10s,---,C/V\.'C/V\.C/(e)\
876,138,9,",",",",405,Pnc,Pnc,",",10s,---,
877,139,1,il,il,406,Prn,Prn$,il,10s,---,/V\
878,139,2,ne,ne,406,Neg,Neg,ne,10s,---,C/(e)\
879,139,3,se,se,406,Prn,Prn$$,se,10s,---,C/(e)\
880,139,4,doit,doit,406,Vfin,Vfin,devoir2,10s,---,C/V\
881,139,5,entremetre,entremetre,406,Vinf,Vinf,entremettre,10s,---,/V\.C/e\.'C/V\.C/(e)\
882,139,6,d',d',406,Pre,Pre,de,10s,---,C/\
883,139,7,amer,amer,406,Vinf,Vinf,aimer,10s,---,/V\.'C/V\
884,139,8,:,:,406,Pnc,Pnc,:,10s,---,
885,140,1,car,car,407,Crd,Crd,car,10s,---,C/V\
886,140,2,cors,cors,407,N,N,corps,10s,---,C/V\
887,140,3,ne,ne,407,Neg,Neg,ne,10s,---,C/(e)\
888,140,4,puet,puet,407,Vfin,Vfin,pouvoir2,10s,---,C/V\
889,140,5,en,en,407,Pre,Pre,en,10s,---,/V\
890,140,6,amor,amor,407,N,N,amour,10s,---,/V\.'C/V\
891,140,7,porfiter,porfiter,407,Vinf,Vinf,profiter,10s,---,C/V\.C/V\.'C/V\
892,141,1,ki,ki,408,Qux,Qux,qui,10s,---,C/V\
893,141,2,est,est,408,Vfin,Vfin,être,10s,---,/V\
894,141,3,aconpaigniés,aconpaigniés,408,Vpp,Vpp,accompagner,10s,---,/V\.C/V\.C/V\.'C/V\
895,141,4,a,a,408,Pre,Pre,à,10s,---,/V\
896,141,5,cuer,cuer,408,N,N,coeur,10s,---,C/V\
897,141,6,volage,volage,408,Adj,Adj,volage,10s,---,C/V\.'C/V\.C/(e)\
898,141,7,.,.,408,Pnc,Pnc,.,10s,---,
899,142,1,cil,cil,409,Dem,Dem,cil,10s,---,C/V\
900,142,2,ki,ki,409,Qux,Qux,qui,10s,---,C/V\
901,142,3,d',d',409,Pre,Pre,de,10s,---,C/\
902,142,4,amor,amor,409,N,N,amour,10s,---,/V\.'C/V\
903,142,5,essauchier,essauchier,409,Vinf,Vinf,exaucer,10s,---,/V\.C/V\.'C/V\
904,142,6,ne,ne,409,Neg,Neg,ne,10s,---,C/(e)\
905,142,7,se,se,409,Prn,Prn$$,se,10s,---,C/(e)\
906,142,8,faint,faint,409,Vfin,Vfin,feindre,10s,---,C/V\
907,143,1,ne,ne,410,Neg,Neg,ne,10s,---,C/(e)\
908,143,2,puet,puet,410,Vfin,Vfin,pouvoir2,10s,---,C/V\
909,143,3,avoir,avoir,410,Vinf,Vinf,avoir,10s,---,/V\.'C/V\
910,143,4,en,en,410,Pre,Pre,en,10s,---,/V\
911,143,5,li,li,410,Prn,Prn,li,10s,---,C/V\
912,143,6,siervir,siervir,410,Vinf,Vinf,servir,10s,---,C/V\.'C/V\
913,143,7,damage,damage,410,N,N,dommage,10s,---,C/V\.'C/V\.C/(e)\
914,143,8,:,:,410,Pnc,Pnc,:,10s,---,
915,144,1,ki,ki,411,Qux,Qux,qui,10s,---,C/V\
916,144,2,bien,bien,411,Adv,Adv,bien,10s,---,C/V\
917,144,3,le,le,411,Prn,Prn$$,le,10s,---,C/(e)\
918,144,4,siert,siert,411,Vfin,Vfin,servir,10s,---,C/V\
919,144,5,",",",",411,Pnc,Pnc,",",10s,---,
920,144,6,ses,ses,411,Det,Det,son4,10s,---,C/V\
921,144,7,biens,biens,411,N,N,bien,10s,---,C/V\
922,144,8,fais,fais,411,Vpp,Vpp,faire,10s,---,C/V\
923,144,9,li,li,411,Prn,Prn$$,li,10s,---,C/V\
924,144,10,remaint,remaint,411,Vfin,Vfin,remanoir,10s,---,C/V\.'C/V\
925,144,11,;,;,411,Pnc,Pnc,;,10s,---,
926,145,1,ki,ki,412,Qux,Qux,qui,10s,---,C/V\
927,145,2,mal,mal,412,N,N,mal,10s,---,C/V\
928,145,3,",",",",412,Pnc,Pnc,",",10s,---,
929,145,4,drois,drois,412,Adj,Adj,droit2,10s,---,C/V\
930,145,5,est,est,412,Vfin,Vfin,être,10s,---,/V\
931,145,6,k',k',412,Sub,Sub,que,10s,---,C/\
932,145,7,il,il,412,Prn,Prn$,il,10s,---,/V\
933,145,8,li,li,412,Prn,Prn$$,li,10s,---,C/V\
934,145,9,tort,tort,412,Vfin,Vfin,tourner,10s,---,C/V\
935,145,10,a,a,412,Pre,Pre,à,10s,---,/V\
936,145,11,hontage,hontage,412,N,N,hontage,10s,---,C/V\.'C/V\.C/(e)\
937,145,12,.,.,412,Pnc,Pnc,.,10s,---,
938,146,1,dont,dont,413,Adv,Adv,donc,10s,---,C/V\
939,146,2,ne,ne,413,Neg,Neg,ne,10s,---,C/(e)\
940,146,3,fais,fais,413,Vfin,Vfin,faire,10s,---,C/V\
941,146,4,pas,pas,413,Neg,Neg,pas,10s,---,C/V\
942,146,5,cil,cil,413,Dem,Dem,cil,10s,---,C/V\
943,146,6,c',c',413,Sub,Sub,que,10s,---,C/\
944,146,7,on,on,413,Prn,Prn$,on,10s,---,/V\
945,146,8,le,le,413,Prn,Prn$$,le,10s,---,C/(e)\
946,146,9,tiengne,tiengne,413,Vfin,Vfin,tenir,10s,---,'C/V\.C/(e)\
947,146,10,a,a,413,Pre,Pre,à,10s,---,/V\
948,146,11,sage,sage,413,Adj,Adj,sage,10s,---,'C/V\.C/(e)\
949,147,1,ki,ki,414,Qux,Qux,qui,10s,---,C/V\
950,147,2,siert,siert,414,Vfin,Vfin,servir,10s,---,C/V\
951,147,3,sa,sa,414,Det,Det,son4,10s,---,C/V\
952,147,4,dame,dame,414,N,N,dame,10s,---,'C/V\.C/(e)\
953,147,5,en,en,414,Pre,Pre,en,10s,---,/V\
954,147,6,amor,amor,414,N,N,amour,10s,---,/V\.'C/V\
955,147,7,de,de,414,Pre,Pre,de,10s,---,C/(e)\
956,147,8,giller,giller,414,Vinf,Vinf,guiler,10s,---,C/V\.'C/V\
957,147,9,:,:,414,Pnc,Pnc,:,10s,---,
958,148,1,cascuns,cascuns,415,QIs,QIs,chacun,10s,---,C/V\.'C/V\
959,148,2,le,le,415,Prn,Prn$$,le,10s,---,C/(e)\
960,148,3,doit,doit,415,Vfin,Vfin,devoir2,10s,---,C/V\
961,148,4,hair,hair,415,Vinf,Vinf,haïr,10s,---,C/V\.'C/V\
962,148,5,et,et,415,Crd,Crd,et,10s,---,/V\
963,148,6,eskiever,eskiever,415,Vinf,Vinf,échever,10s,---,/V\.C/V\.'C/V\
964,149,1,con,con,416,Sub,Sub,comme,10s,---,C/V\
965,149,2,chelui,chelui,416,Dem,Dem,cil,10s,---,C/V\.'C/V\
966,149,3,ki,ki,416,Qux,Qux,qui,10s,---,C/V\
967,149,4,sa,sa,416,Det,Det,son4,10s,---,C/V\
968,149,5,loiauté,loiauté,416,N,N,loyauté,10s,---,C/V\.C/V\.'C/V\
969,149,6,engage,engage,416,Vfin,Vfin,engager,10s,---,/V\.'C/V\.C/(e)\
970,149,7,.,.,416,Pnc,Pnc,.,10s,---,
971,150,1,voirs,voirs,417,Adj,Adj,voir2,10s,---,C/V\
972,150,2,est,est,417,Vfin,Vfin,être,10s,---,/V\
973,150,3,ch',ch',417,Sub,Sub,que,10s,---,C/\
974,150,4,amours,amours,417,N,N,amour,10s,---,/V\.'C/V\
975,150,5,toute,toute,417,QIs,QIs,tout,10s,---,'C/V\.C/(e)\
976,150,6,valour,valour,417,N,N,valeur,10s,---,C/V\.'C/V\
977,150,7,ataint,ataint,417,Vpp,Vpp,atteindre,10s,---,/V\.'C/V\
978,151,1,et,et,418,Crd,Crd,et,10s,---,/V\
979,151,2,par,par,418,Pre,Pre,par,10s,---,C/V\
980,151,3,li,li,418,Prn,Prn,li,10s,---,C/V\
981,151,4,sont,sont,418,Vfin,Vfin,être,10s,---,C/V\
982,151,5,furni,furni,418,Vpp,Vpp,fournir,10s,---,C/V\.'C/V\
983,151,6,tout,tout,418,QIs,QIs,tout,10s,---,C/V\
984,151,7,vasselage,vasselage,418,N,N,vasselage,10s,---,C/V\.C/e\.'C/V\.C/(e)\
985,151,8,",",",",418,Pnc,Pnc,",",10s,---,
986,152,1,les,les,419,Det,Det,le,10s,---,C/V\
987,152,2,siens,siens,419,Adj,Adj,son4,10s,---,C/V\
988,152,3,garnist,garnist,419,Vfin,Vfin,garnir,10s,---,C/V\.'C/V\
989,152,4,",",",",419,Pnc,Pnc,",",10s,---,
990,152,5,toute,toute,419,QIs,QIs,tout,10s,---,'C/V\.C/(e)\
991,152,6,crualté,crualté,419,N,N,cruauté,10s,---,C/V\.C/V\.'C/V\
992,152,7,vaint,vaint,419,Vfin,Vfin,vaincre,10s,---,C/V\
993,152,8,:,:,419,Pnc,Pnc,:,10s,---,
994,153,1,dont,dont,420,Adv,Adv,donc,10s,---,C/V\
995,153,2,sacent,sacent,420,Vfin,Vfin,savoir,10s,---,'C/V\.C/e\
996,153,3,tout,tout,420,QIs,QIs,tout,10s,---,C/V\
997,153,4,ke,ke,420,Sub,Sub,que,10s,---,C/(e)\
998,153,5,j',j',420,Prn,Prn$,je,10s,---,C/\
999,153,6,ere,ere,420,Vfin,Vfin,être,10s,---,'/V\.C/(e)\
1000,153,7,en,en,420,Pre,Pre,en,10s,---,/V\
1001,153,8,son,son,420,Det,Det,son4,10s,---,C/V\
1002,153,9,siervaige,siervaige,420,N,N,servage,10s,---,C/V\.'C/V\.C/(e)\
1003,153,10,.,.,420,Pnc,Pnc,.,10s,---,
1004,154,1,de,de,421,Pre,Pre,de,10s,---,C/(e)\
1005,154,2,bien,bien,421,Adv,Adv,bien,10s,---,C/V\
1006,154,3,amer,amer,421,Vinf,Vinf,aimer,10s,---,/V\.'C/V\
1007,154,4,voeil,voeil,421,Vfin,Vfin,vouloir,10s,---,C/V\
1008,154,5,maintenir,maintenir,421,Vinf,Vinf,maintenir,10s,---,C/V\.C/e\.'C/V\
1009,154,6,l',l',421,Det,Det,le,10s,---,C/\
1010,154,7,usage,usage,421,N,N,usage,10s,---,/V\.'C/V\.C/(e)\
1011,154,8,;,;,421,Pnc,Pnc,;,10s,---,
1012,155,1,plus,plus,422,Adv,Adv,plus,10s,---,C/V\
1013,155,2,doucement,doucement,422,Adv,Adv,doucement,10s,---,C/V\.C/e\.'C/V\
1014,155,3,ne,ne,422,Neg,Neg,ne,10s,---,C/(e)\
1015,155,4,quier,quier,422,Vfin,Vfin,quérir,10s,---,C/V\
1016,155,5,mon,mon,422,Det,Det,mon,10s,---,C/V\
1017,155,6,tans,tans,422,N,N,temps,10s,---,C/V\
1018,155,7,user,user,422,Vinf,Vinf,user,10s,---,/V\.'C/V\
1019,155,8,",",",",422,Pnc,Pnc,",",10s,---,
1020,156,1,car,car,423,Crd,Crd,car,10s,---,C/V\
1021,156,2,jou,jou,423,Prn,Prn$,je,10s,---,C/V\
1022,156,3,vailg,vailg,423,Vfin,Vfin,valoir,10s,---,C/V\
1023,156,4,mix,mix,423,Adv,Adv,mieux,10s,---,C/V\
1024,156,5,del,del,423,Pre+Det,Pre+Det,de.le,10s,---,C/V\
1025,156,6,saverous,saverous,423,Adj,Adj,savoureux,10s,---,C/V\.C/e\.'C/V\
1026,156,7,pensser,pensser,423,Vinf,Vinf,penser,10s,---,C/V\.'C/V\
1027,157,1,et,et,424,Crd,Crd,et,10s,---,/V\
1028,157,2,du,du,424,Pre+Det,Pre+Det,de.le,10s,---,C/V\
1029,157,3,joli,joli,424,N,N,joli,10s,---,C/V\.'C/V\
1030,157,4,espoir,espoir,424,Adv,Adv,espoir2,10s,---,/V\.'C/V\
1031,157,5,ki,ki,424,Qux,Qux,qui,10s,---,C/V\
1032,157,6,m',m',424,Prn,Prn$$,me,10s,---,C/\
1033,157,7,asouhaige,asouhaige,424,Vfin,Vfin,assouager,10s,---,/V\.C/V\.'C/V\.C/(e)\
1034,157,8,.,.,424,Pnc,Pnc,.,10s,---,
1035,158,1,n',n',425,Neg,Neg,ne,10s,---,C/\
1036,158,2,est,est,425,Vfin,Vfin,être,10s,---,/V\
1037,158,3,pas,pas,425,Neg,Neg,pas,10s,---,C/V\
1038,158,4,petis,petis,425,Adj,Adj,petit,10s,---,C/e\.'C/V\
1039,158,5,li,li,425,Det,Det,le,10s,---,C/V\
1040,158,6,maus,maus,425,N,N,mal,10s,---,C/V\
1041,158,7,ki,ki,425,Qux,Qux,qui,10s,---,C/V\
1042,158,8,me,me,425,Prn,Prn$$,me,10s,---,C/(e)\
1043,158,9,destraint,destraint,425,Vfin,Vfin,destreindre,10s,---,C/V\.'C/V\
1044,158,10,—,—,425,Pnc,Pnc,—,10s,---,
1045,159,1,mon,mon,426,Det,Det,mon,10s,---,C/V\
1046,159,2,taint,taint,426,Vpp,Vpp,teindre,10s,---,C/V\
1047,159,3,viaire,viaire,426,N,N,viaire,10s,---,C/V\.'C/V\.C/(e)\
1048,159,4,en,en,426,Prn,Prn$$,en2,10s,---,/V\
1049,159,5,trai,trai,426,Vfin,Vfin,traire,10s,---,C/V\
1050,159,6,a,a,426,Pre,Pre,à,10s,---,/V\
1051,159,7,tiesmoignage,tiesmoignage,426,N,N,témoignage,10s,---,C/V\.C/V\.'C/V\.C/(e)\
1052,159,8,;,;,426,Pnc,Pnc,;,10s,---,
1053,160,1,par,par,427,Pre,Pre,par,10s,---,C/V\
1054,160,2,vo,vo,427,Det,Det,votre,10s,---,C/V\
1055,160,3,cuer,cuer,427,N,N,coeur,10s,---,C/V\
1056,160,4,l',l',427,Prn,Prn$$,le,10s,---,C/\
1057,160,5,ay,ay,427,Vfin,Vfin,avoir,10s,---,/V\
1058,160,6,",",",",427,Pnc,Pnc,",",10s,---,
1059,160,7,dame,dame,427,N,N,dame,10s,---,'C/V\.C/(e)\
1060,160,8,",",",",427,Pnc,Pnc,",",10s,---,
1061,160,9,quant,quant,427,Sub,Sub,quand,10s,---,C/V\
1062,160,10,il,il,427,Prn,Prn$,il,10s,---,/V\
1063,160,11,ne,ne,427,Neg,Neg,ne,10s,---,C/(e)\
1064,160,12,fraint,fraint,427,Vfin,Vfin,fraindre,10s,---,C/V\
1065,161,1,viers,viers,428,Pre,Pre,vers2,10s,---,C/V\
1066,161,2,moy,moy,428,Prn,Prn,moi,10s,---,C/V\
1067,161,3,",",",",428,Pnc,Pnc,",",10s,---,
1068,161,4,ki,ki,428,Qux,Qux,qui,10s,---,C/V\
1069,161,5,riens,riens,428,N,N,rien,10s,---,C/V\
1070,161,6,ne,ne,428,Neg,Neg,ne,10s,---,C/(e)\
1071,161,7,demanc,demanc,428,Vfin,Vfin,demander,10s,---,C/V\.'C/V\
1072,161,8,par,par,428,Pre,Pre,par,10s,---,C/V\
1073,161,9,hausage,hausage,428,N,N,haussage,10s,---,C/V\.'C/V\.C/(e)\
1074,162,1,et,et,429,Crd,Crd,et,10s,---,/V\
1075,162,2,ki,ki,429,Qux,Qux,qui,10s,---,C/V\
1076,162,3,sui,sui,429,Vfin,Vfin,être,10s,---,C/V\
1077,162,4,tos,tos,429,QIs,QIs,tout,10s,---,C/V\
1078,162,5,vostres,vostres,429,Adj,Adj,votre,10s,---,'C/V\.C/e\
1079,162,6,a,a,429,Pre,Pre,à,10s,---,/V\
1080,162,7,yretage,yretage,429,N,N,héritage,10s,---,/V\.C/e\.'C/V\.C/(e)\
1081,162,8,.,.,429,Pnc,Pnc,.,10s,---,
1082,163,1,de,de,430,Pre,Pre,de,10s,---,C/(e)\
1083,163,2,chou,chou,430,Prn,Prn,ce,10s,---,C/V\
1084,163,3,ke,ke,430,Qux,Qux,que,10s,---,C/(e)\
1085,163,4,vous,vous,430,Prn,Prn$,vous,10s,---,C/V\
1086,163,5,m',m',430,Prn,Prn$$,me,10s,---,C/\
1087,163,6,avés,avés,430,Vfin,Vfin,avoir,10s,---,/V\.'C/V\
1088,163,7,fait,fait,430,Vpp,Vpp,faire,10s,---,C/V\
1089,163,8,endurer,endurer,430,Vinf,Vinf,endurer,10s,---,/V\.C/V\.'C/V\
1090,164,1,veist,veist,431,Vfin,Vfin,voir,10s,---,C/(V)\.'/V\
1091,164,2,on,on,431,Prn,Prn%,on,10s,---,/V\
1092,164,3,tost,tost,431,Adv,Adv,tôt,10s,---,C/V\
1093,164,4,autrui,autrui,431,Adj,Adj,autrui,10s,---,/V\.'C/V\
1094,164,5,desesperer,desesperer,431,Vinf,Vinf,désespérer,10s,---,C/V\.C/V\.C/e\.'C/V\
1095,164,6,",",",",431,Pnc,Pnc,",",10s,---,
1096,165,1,mais,mais,432,Crd,Crd,mais,10s,---,C/V\
1097,165,2,ja,ja,432,Adv,Adv,jà,10s,---,C/V\
1098,165,3,pour,pour,432,Pre,Pre,pour,10s,---,C/V\
1099,165,4,chou,chou,432,Prn,Prn,ce,10s,---,C/V\
1100,165,5,ne,ne,432,Neg,Neg,ne,10s,---,C/(e)\
1101,165,6,penserai,penserai,432,Vfin,Vfin,penser,10s,---,C/V\.C/e\.'C/V\
1102,165,7,folage,folage,432,N,N,folage,10s,---,C/V\.'C/V\.C/(e)\
1103,165,8,.,.,432,Pnc,Pnc,.,10s,---,
1104,166,1,merchi,merchi,433,N,N,merci,10s,---,C/V\.'C/V\
1105,166,2,",",",",433,Pnc,Pnc,",",10s,---,
1106,166,3,dame,dame,433,N,N,dame,10s,---,'C/V\.C/(e)\
1107,166,4,",",",",433,Pnc,Pnc,",",10s,---,
