lex_id,syll_str,in_el,fin_el,ms,backwards dd,syllabified
acquis,vv,y,n,,,/V\.'C/V\
acquise,vvs,y,y,,,/V\.'C/V\.C/(e)\
acquist,vv,y,n,,,/V\.'C/V\
acquite,vvs,y,y,,,/V\.'C/V\.C/(e)\
acquiter,vvv,y,n,,,/V\.C/V\.'C/V\
acraventee,vvvvs,y,y,,,/V\.C/V\.C/V\.'C/V\./(e)\
acraventer,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
acreante,vhvs,y,y,,,/V\.C/(V)\.'/V\.C/(e)\
acreanté,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
acreanter,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
acrest,vv,y,n,,,/V\.'C/V\
acreu,vhv,y,n,,,/V\.C/(V)\.'/V\
acroie,vvs,y,y,,,/V\.'C/V\./(e)\
acroient,vvs,y,n,,,/V\.'C/V\./e\
acroire,vvs,y,y,,,/V\.'C/V\.C/(e)\
acroistre,vvs,y,y,,,/V\.'C/V\.C/(e)\
acroit,vv,y,n,,,/V\.'C/V\
acrut,vv,y,n,,,/V\.'C/V\
actaindre,vvs,y,y,,,/V\.'C/V\.C/(e)\
actaine,vvs,y,y,,,/V\.'C/V\.C/(e)\
acteindre,vvs,y,y,,,/V\.'C/V\.C/(e)\
actendant,vvv,y,n,,,/V\.C/V\.'C/V\
actendez,vvv,y,n,,,/V\.C/V\.'C/V\
actendoye,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
actendre,vvs,y,y,,,/V\.'C/V\.C/(e)\
actens,vv,y,n,,,/V\.'C/V\
actent,vv,y,n,,,/V\.'C/V\
actente,vvs,y,y,,,/V\.'C/V\.C/(e)\
acteur,vv,y,n,,,/V\.'C/V\
actions,vdd,y,n,,,/V\.C/{V}\.'/V\
actraire,vvs,y,y,,,/V\.'C/V\.C/(e)\
actrait,vv,y,n,,,/V\.'C/V\
actraitte,vvs,y,y,,,/V\.'C/V\.C/(e)\
acueil,vv,y,n,,,/V\.'C/V\
acueill,vv,y,n,,,/V\.'C/V\
acueille,vvs,y,y,,,/V\.'C/V\.C/(e)\
acueillent,vvs,y,n,,,/V\.'C/V\.C/e\
acueillie,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
acueilly,vvv,y,n,,,/V\.C/V\.'C/V\
acuillie,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
acuilliez,vvv,y,n,,,/V\.C/V\.'C/V\
acuintez,vvv,y,n,,,/V\.C/V\.'C/V\
acuite,vvs,y,y,,,/V\.'C/V\.C/(e)\
acuitier,vvv,y,n,,,/V\.C/V\.'C/V\
aculché,vvv,y,n,,,/V\.C/V\.'C/V\
aculé,vvv,y,n,,,/V\.C/V\.'C/V\
acumeniiés,vvvvv,y,n,*,,/V\.C/V\.C/V\.C/V\.'C/V\
acumpaigna,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
acumpli,vvv,y,n,,,/V\.C/V\.'C/V\
acumplir,vvv,y,n,,,/V\.C/V\.'C/V\
acundustid,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
acunter,vvv,y,n,,,/V\.C/V\.'C/V\
acuntét,vvv,y,n,,,/V\.C/V\.'C/V\
acuragee,vvvvs,y,y,,,/V\.C/V\.C/V\.'C/V\./(e)\
acurede,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
acusand,vvv,y,n,,,/V\.C/V\.'C/V\
acusent,vvs,y,n,,,/V\.'C/V\.C/e\
acusez,vvv,y,n,,,/V\.C/V\.'C/V\
acustumeement,vvvvsv,y,n,,,/V\.C/V\.C/V\.C/V\.C/e\.'C/V\
acustumees,vvvvs,y,n,,,/V\.C/V\.C/V\.'C/V\./e\
acustumiers,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
ad,v,y,n,,,/V\
adagnié,vvv,y,n,,,/V\.C/V\.'C/V\
adagnierent,vvvs,y,n,,,/V\.C/V\.'C/V\.C/e\
adaigne,vvs,y,y,,,/V\.'C/V\.C/(e)\
adaisement,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
adam,vv,y,n,,,/V\.'C/V\
adamante,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
adan,vv,y,n,,,/V\.'C/V\
adans,vv,y,n,,,/V\.'C/V\
adducere,vvs,y,y,,,/V\.'C/V\.C/(e)\
ade,vs,y,y,,,'/V\.C/(e)\
ademplirai,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
adés,vv,y,n,,,/V\.'C/V\
adese,vvs,y,y,,,/V\.'C/V\.C/(e)\
adesee,vsvs,y,y,,,/V\.C/e\.'C/V\./(e)\
adeseir,vsv,y,n,,,/V\.C/e\.'C/V\
adeser,vsv,y,n,,,/V\.C/e\.'C/V\
adesten,vvv,y,n,,,/V\.C/V\.'C/V\
adestrent,vvs,y,n,,,/V\.'C/V\.C/e\
adestrerent,vvvs,y,n,,,/V\.C/V\.'C/V\.C/e\
adetid,vsv,y,n,,,/V\.C/e\.'C/V\
adeuant,vsv,y,n,,,/V\.C/e\.'C/V\
adevaloient,vsvvs,y,n,,,/V\.C/e\.C/V\.'C/V\./e\
adevin,vsv,y,n,,,/V\.C/e\.'C/V\
adevine,vsvs,y,y,,,/V\.C/e\.'C/V\.C/(e)\
adez,vv,y,n,,,/V\.'C/V\
adezer,vsv,y,n,,,/V\.C/e\.'C/V\
adherens,vvv,y,n,,,/V\.C/V\.'C/V\
adhoraz,vvv,y,n,,,/V\.C/V\.'C/V\
adiés,vv,y,n,,,/V\.'C/V\
adieu,vv,y,n,,,/V\.'C/V\
adiez,vv,y,n,,,/V\.'C/V\
adjoincts,vv,y,n,,,/V\.'C/V\
adjourné,vvv,y,n,,,/V\.C/V\.'C/V\
adjoustee,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
adjoustement,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
adjouster,vvv,y,n,,,/V\.C/V\.'C/V\
adjure,vvs,y,y,,,/V\.'C/V\.C/(e)\
adjutoire,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
admenistraresse,vsvvvs,y,y,,,/V\.C/e\.C/V\.C/V\.'C/V\.C/(e)\
admenuisant,vvvvv,y,n,,,/V\.C/V\.C/V\.C/V\.'C/V\
admirable,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
admiration,vvvdd,y,n,,,/V\.C/V\.C/V\.C/{V}\.'/V\
admonnesta,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
admonneste,vvvs,y,n,,,/V\.C/V\.'C/V\.C/e\
admortir,vvv,y,n,,,/V\.C/V\.'C/V\
adobai,vvv,y,n,,,/V\.C/V\.'C/V\
adobés,vvv,y,n,,,/V\.C/V\.'C/V\
adobez,vvv,y,n,,,/V\.C/V\.'C/V\
adoise,vvs,y,y,,,/V\.'C/V\.C/(e)\
adolé,vvv,y,n,,,/V\.C/V\.'C/V\
adolés,vvv,y,n,,,/V\.C/V\.'C/V\
adollé,vvv,y,n,,,/V\.C/V\.'C/V\
adonc,vv,y,n,,,/V\.'C/V\
adoncques,vvs,y,n,,,/V\.'C/V\.C/e\
adoncquëz,vvs,y,n,,,/V\.'C/V\.C/e\
adonques,vvs,y,n,,,/V\.'C/V\.C/e\
adonquëz,vvs,y,n,,,/V\.'C/V\.C/e\
adons,vv,y,n,,,/V\.'C/V\
adont,vv,y,n,,,/V\.'C/V\
ador,vv,y,n,,,/V\.'C/V\
adore,vvs,y,y,,,/V\.'C/V\.C/(e)\
adoré,vvv,y,n,,,/V\.C/V\.'C/V\
adoreir,vvv,y,n,,,/V\.C/V\.'C/V\
adoreis,vvv,y,n,,,/V\.C/V\.'C/V\
adoreit,vvv,y,n,,,/V\.C/V\.'C/V\
adorent,vvs,y,n,,,/V\.'C/V\.C/e\
adorer,vvv,y,n,,,/V\.C/V\.'C/V\
adorons,vvv,y,n,,,/V\.C/V\.'C/V\
ados,vv,y,n,,,/V\.'C/V\
adosse,vvs,y,y,,,/V\.'C/V\.C/(e)\
adouba,vvv,y,n,,,/V\.C/V\.'C/V\
adoubé,vvv,y,n,,,/V\.C/V\.'C/V\
adouber,vvv,y,n,,,/V\.C/V\.'C/V\
adoubés,vvv,y,n,,,/V\.C/V\.'C/V\
adoubez,vvv,y,n,,,/V\.C/V\.'C/V\
adoucist,vvv,y,n,,,/V\.C/V\.'C/V\
adoulcissoit,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
adoulee,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
adounk,vv,y,n,,,/V\.'C/V\
adquerir,vvv,y,n,,,/V\.C/V\.'C/V\
adreca,vvv,y,n,,,/V\.C/V\.'C/V\
adrece,vvs,y,y,,,/V\.'C/V\.C/(e)\
adreceement,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
adrecera,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
adrechant,vsv,y,n,,,/V\.C/e\.'C/V\
adrechier,vvv,y,n,,,/V\.C/V\.'C/V\
adrechiez,vvv,y,n,,,/V\.C/V\.'C/V\
adrecier,vvv,y,n,,,/V\.C/V\.'C/V\
adreçoyent,vsvs,y,n,,,/V\.C/e\.'C/V\./e\
adresca,vsv,y,n,,,/V\.C/e\.'C/V\
adresce,vvs,y,y,,,/V\.'C/V\.C/(e)\
adressai,vsv,y,n,,,/V\.C/e\.'C/V\
adresse,vvs,y,y,,,/V\.'C/V\.C/(e)\
adroitz,vv,y,n,,,/V\.'C/V\
aduis,vv,y,n,,,/V\.'C/V\
aduise,vvs,y,n,,,/V\.'C/V\.C/e\
adulé,vvv,y,n,,,/V\.C/V\.'C/V\
adun,vv,y,n,,,/V\.'C/V\
adunad,vvv,y,n,,,/V\.C/V\.'C/V\
adunat,vvv,y,n,,,/V\.C/V\.'C/V\
adunc,vv,y,n,,,/V\.'C/V\
adunent,vvs,y,n,,,/V\.'C/V\.C/e\
adunet,vvs,y,y,,,/V\.'C/V\.C/(e)\
adunouent,vvvs,y,n,,,/V\.C/V\.'C/V\./e\
adure,vvs,y,y,,,/V\.'C/V\.C/(e)\
aduré,vvv,y,n,,,/V\.C/V\.'C/V\
aduree,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
adurez,vvv,y,n,,,/V\.C/V\.'C/V\
advenant,vsv,y,n,,,/V\.C/e\.'C/V\
advencent,vvs,y,n,,,/V\.'C/V\.C/e\
advenir,vsv,y,n,,,/V\.C/e\.'C/V\
advenist,vsv,y,n,,,/V\.C/e\.'C/V\
adventure,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
adventures,vvvs,y,n,,,/V\.C/V\.'C/V\.C/e\
advenu,vsv,y,n,,,/V\.C/e\.'C/V\
advenuz,vsv,y,n,,,/V\.C/e\.'C/V\
adversaire,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
adversaires,vvvs,y,n,,,/V\.C/V\.'C/V\.C/e\
adversarie,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
adversaries,vvvs,y,n,,,/V\.C/V\.'C/V\./e\
adversité,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
adversitez,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
advertie,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
advertissemens,vvvsv,y,n,,,/V\.C/V\.C/V\.C/e\.'C/V\
adverty,vvv,y,n,,,/V\.C/V\.'C/V\
adviendra,vvv,y,n,,,/V\.C/V\.'C/V\
adviennent,vvs,y,n,,,/V\.'C/V\.C/e\
advient,vv,y,n,,,/V\.'C/V\
advindrent,vvs,y,n,,,/V\.'C/V\.C/e\
advinrent,vvs,y,n,,,/V\.'C/V\.C/e\
advint,vv,y,n,,,/V\.'C/V\
advis,vv,y,n,,,/V\.'C/V\
advise,vvs,y,y,,,/V\.'C/V\.C/(e)\
advisé,vvv,y,n,,,/V\.C/V\.'C/V\
advisee,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
adviser,vvv,y,n,,,/V\.C/V\.'C/V\
adviseray,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
advisez,vvv,y,n,,,/V\.C/V\.'C/V\
advision,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
advisions,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
advisoit,vvv,y,n,,,/V\.C/V\.'C/V\
advocacion,vvvdd,y,n,,,/V\.C/V\.C/V\.C/{V}\.'/V\
advocas,vvv,y,n,,,/V\.C/V\.'C/V\
advocassaige,vvvvs,y,y,,,/V\.C/V\.C/V\.'C/V\.C/(e)\
advocasserie,vvvsvs,y,y,,,/V\.C/V\.C/V\.C/e\.'C/V\./(e)\
advocat,vvv,y,n,,,/V\.C/V\.'C/V\
advouer,vvv,y,n,,,/V\.C/V\.'C/V\
aé,av,y,n,,,/(V)\.'/V\
aedmund,vv,y,n,variant spelling of 'edmund',,/V\.'C/V\
aei,av,y,n,,,/(V)\.'/V\
aelipz,vv,y,n,,,/V\.'C/V\
aelis,avv,y,n,,,/(V)\./V\.'C/V\
aelroth,avv,y,n,,,/(V)\./V\.'C/V\
aemplir,avv,y,n,,,/(V)\./V\.'C/V\
aemplirai,avvv,y,n,,,/(V)\./V\.C/V\.'C/V\
aer,vv,y,n,,,/V\.'C/V\
aerdre,avs,y,y,,,/(V)\.'/V\.C/(e)\
aers,av,y,n,,,/(V)\.'/V\
aesier,avv,y,n,,,/(V)\./V\.'C/V\
aesiez,avv,y,n,,,/(V)\./V\.'C/V\
aeswardevët,evvvs,y,n,,,/V\.C/V\.C/V\.'C/V\.C/e\
aeure,avs,y,y,,,/(V)\.'/V\.C/(e)\
aeures,avs,y,n,,,/(V)\.'/V\.C/e\
aez,vv,y,n,#NAME?,,/V\.'C/V\
afaire,vvs,y,y,,,/V\.'C/V\.C/(e)\
afaires,vvs,y,n,,,/V\.'C/V\.C/e\
afaité,vvv,y,n,,,/V\.C/V\.'C/V\
afaities,vvvs,y,n,,,/V\.C/V\.'C/V\./e\
afaitiét,vvv,y,n,,,/V\.C/V\.'C/V\
afaitiez,vvv,y,n,,,/V\.C/V\.'C/V\
afaitirent,vvvs,y,n,,,/V\.C/V\.'C/V\.C/e\
afance,vvs,y,y,,,/V\.'C/V\.C/(e)\
afanz,vv,y,n,,,/V\.'C/V\
afebliad,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
afeccion,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
afections,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
afeire,vvs,y,n,,,/V\.'C/V\.C/e\
afeitiee,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
afeitiez,vvv,y,n,,,/V\.C/V\.'C/V\
afere,vvs,y,y,,,/V\.'C/V\.C/(e)\
aferment,vvs,y,n,,,/V\.'C/V\.C/e\
afermét,vvv,y,n,,,/V\.C/V\.'C/V\
afeutrent,vvs,y,n,,,/V\.'C/V\.C/e\
afeutreure,vvhvs,y,y,,,/V\.C/V\.C/(V)\.'/V\.C/(e)\
afevlie,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
affaictier,vvv,y,n,,,/V\.C/V\.'C/V\
affaire,vvs,y,y,,,/V\.'C/V\.C/(e)\
affaires,vvs,y,n,,,/V\.'C/V\.C/e\
affait,vv,y,n,,,/V\.'C/V\
affaitte,vvs,y,y,,,/V\.'C/V\.C/(e)\
affaittier,vvv,y,n,,,/V\.C/V\.'C/V\
affamer,vvv,y,n,,,/V\.C/V\.'C/V\
affanz,vv,y,n,,,/V\.'C/V\
affebloie,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
affeccion,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
affection,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
affections,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
affectueux,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
afferant,vsv,y,n,,,/V\.C/e\.'C/V\
affere,vvs,y,y,,,/V\.'C/V\.C/(e)\
affermé,vvv,y,n,,,/V\.C/V\.'C/V\
affermee,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
affermer,vvv,y,n,,,/V\.C/V\.'C/V\
affermez,vvv,y,n,,,/V\.C/V\.'C/V\
affermoit,vvv,y,n,,,/V\.C/V\.'C/V\
afferoit,vsv,y,n,,,/V\.C/e\.'C/V\
affie,vvs,y,y,,,/V\.'C/V\./(e)\
affiere,vvs,y,y,,,/V\.'C/V\.C/(e)\
affiert,vv,y,n,,,/V\.'C/V\
affilé,vvv,y,n,,,/V\.C/V\.'C/V\
affin,vv,y,n,,,/V\.'C/V\
affine,vvs,y,y,,,/V\.'C/V\.C/(e)\
affiné,vvv,y,n,,,/V\.C/V\.'C/V\
affinera,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
affint,vv,y,n,,,/V\.'C/V\
affiques,vvs,y,n,,,/V\.'C/V\.C/e\
affliction,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
afflictions,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
afflictiun,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
afflictiuns,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
afflicz,vv,y,n,,,/V\.'C/V\
afflit,vv,y,n,,,/V\.'C/V\
affluance,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
affolant,vvv,y,n,,,/V\.C/V\.'C/V\
affoler,vvv,y,n,,,/V\.C/V\.'C/V\
affolez,vvv,y,n,,,/V\.C/V\.'C/V\
affollez,vvv,y,n,,,/V\.C/V\.'C/V\
affolloit,vvv,y,n,,,/V\.C/V\.'C/V\
affremer,vsv,y,n,,,/V\.C/e\.'C/V\
affrequain,vsv,y,n,,,/V\.C/e\.'C/V\
affrican,vvv,y,n,,,/V\.C/V\.'C/V\
affuté,vvv,y,n,,,/V\.C/V\.'C/V\
afi,vv,y,n,,,/V\.'C/V\
aficha,vvv,y,n,,,/V\.C/V\.'C/V\
afiche,vvs,y,y,,,/V\.'C/V\.C/(e)\
afichié,vvv,y,n,,,/V\.C/V\.'C/V\
afichiét,vvv,y,n,,,/V\.C/V\.'C/V\
afie,vvs,y,y,,,/V\.'C/V\./(e)\
afient,vv,y,n,,,/V\.'C/V\
afiere,vvs,y,y,,,/V\.'C/V\.C/(e)\
afierés,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
afierons,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
afiert,vv,y,n,,,/V\.'C/V\
afin,vv,y,n,,,/V\.'C/V\
afine,vvs,y,y,,,/V\.'C/V\.C/(e)\
afinee,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
afineir,vvv,y,n,,,/V\.C/V\.'C/V\
aflee,vvs,y,y,,,/V\.'C/V\./(e)\
afol,vv,y,n,,,/V\.'C/V\
afolast,vvv,y,n,,,/V\.C/V\.'C/V\
afole,vvs,y,y,,,/V\.'C/V\.C/(e)\
afolé,vvv,y,n,,,/V\.C/V\.'C/V\
afolee,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
afoleir,vvv,y,n,,,/V\.C/V\.'C/V\
afoler,vvv,y,n,,,/V\.C/V\.'C/V\
afolera,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
afolez,vvv,y,n,,,/V\.C/V\.'C/V\
aforés,vvv,y,n,,,/V\.C/V\.'C/V\
afruite,vvs,y,y,,,/V\.'C/V\.C/(e)\
afuble,vvs,y,y,,,/V\.'C/V\.C/(e)\
afubler,vvv,y,n,,,/V\.C/V\.'C/V\
afublez,vvv,y,n,,,/V\.C/V\.'C/V\
afublieit,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
afuie,vvs,y,y,,,/V\.'C/V\./(e)\
ag,v,y,n,,,/V\
agache,vvs,y,y,,,/V\.'C/V\.C/(e)\
agacher,vvv,y,n,,,/V\.C/V\.'C/V\
agait,vv,y,n,,,/V\.'C/V\
agaite,vvs,y,y,,,/V\.'C/V\.C/(e)\
agardés,vvv,y,n,,,/V\.C/V\.'C/V\
agasent,vvs,y,n,,,/V\.'C/V\.C/e\
age,vs,y,y,,,'/V\.C/(e)\
agea,vvv,y,n,,,/V\.C/V\.'C/V\
agenoilla,vsvv,y,n,,,/V\.C/e\.C/V\.'C/V\
agenoille,vsvs,y,y,,,/V\.C/e\.'C/V\.C/(e)\
agenoillent,vsvs,y,n,,,/V\.C/e\.'C/V\.C/e\
agenoillier,vsvv,y,n,,,/V\.C/e\.C/V\.'C/V\
agenoilliez,vsvv,y,n,,,/V\.C/e\.C/V\.'C/V\
agenouilla,vsvv,y,n,,,/V\.C/e\.C/V\.'C/V\
agenouillay,vsvv,y,n,,,/V\.C/e\.C/V\.'C/V\
agenouillerent,vsvvs,y,n,,,/V\.C/e\.C/V\.'C/V\.C/e\
agensi,vvv,y,n,,,/V\.C/V\.'C/V\
aggreable,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
agilité,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
aglael,vvv,y,n,,,/V\.C/V\.'C/V\
agniez,vv,y,n,,,/V\.'C/V\
agoulant,vvv,y,n,,,/V\.C/V\.'C/V\
agrappart,vvv,y,n,,,/V\.C/V\.'C/V\
agravét,vvv,y,n,,,/V\.C/V\.'C/V\
agre,vs,y,y,,,'/V\.C/(e)\
agreable,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
agree,vvs,y,y,,,/V\.'C/V\./(e)\
agreer,vvv,y,n,,,/V\.C/V\.'C/V\
agu,vv,y,n,,,/V\.'C/V\
aguaiter,vvv,y,n,,,/V\.C/V\.'C/V\
aguaiteras,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
aguardé,vvv,y,n,,,/V\.C/V\.'C/V\
agud,vv,y,n,,,/V\.'C/V\
aguillon,vvv,y,n,,,/V\.C/V\.'C/V\
aguillonne,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
aguilun,vvv,y,n,,,/V\.C/V\.'C/V\
aguise,vvs,y,y,,,/V\.'C/V\.C/(e)\
aguisié,vvv,y,n,,,/V\.C/V\.'C/V\
agus,vv,y,n,,,/V\.'C/V\
agusé,vvv,y,n,,,/V\.C/V\.'C/V\
agusié,vvv,y,n,,,/V\.C/V\.'C/V\
aguyel,vvv,y,n,,,/V\.C/V\.'C/V\
aguz,vv,y,n,,,/V\.'C/V\
ahan,vv,y,n,,,/V\.'C/V\
ahanee,vvvs,y,n,,,/V\.C/V\.'C/V\./e\
ahaneit,vvv,y,n,,,/V\.C/V\.'C/V\
ahanz,vv,y,n,,,/V\.'C/V\
ahatise,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
aherdre,vvs,y,y,,,/V\.'C/V\.C/(e)\
ahers,vv,y,n,,,/V\.'C/V\
ahert,vv,y,n,,,/V\.'C/V\
aheura,vvv,y,n,,,/V\.C/V\.'C/V\
aheure,vvs,y,y,befall,,/V\.'C/V\.C/(e)\
ahi,vv,y,n,,,/V\.'C/V\
ahie,vvs,y,y,,,/V\.'C/V\./(e)\
ahiers,vv,y,n,,,/V\.'C/V\
ahonter,vvv,y,n,,,/V\.C/V\.'C/V\
ahonty,vvv,y,n,,,/V\.C/V\.'C/V\
ahurnement,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
ahurtanz,vvv,y,n,,,/V\.C/V\.'C/V\
ai,v,y,n,,,/V\
aï,vv,y,n,#NAME?,,/V\.'C/V\
aiä,vs,y,y,,,'/V\./(e)\
aiam,vv,y,n,,,/V\.'C/V\
aiäs,vs,y,n,,,'/V\./e\
aidaisse,vvs,y,y,,,/V\.'C/V\.C/(e)\
aidans,vv,y,n,,,/V\.'C/V\
aidant,vv,y,n,,,/V\.'C/V\
aidasse,vvs,y,y,,,/V\.'C/V\.C/(e)\
aidast,vv,y,n,,,/V\.'C/V\
aide,vs,y,y,#NAME?,,'/V\.C/(e)\
aidé,vv,y,n,,,/V\.'C/V\
aïde,dds,y,y,#NAME?,,/{V}\.'/V\.C/(e)\
aidéd,vv,y,n,,,/V\.'C/V\
aident,vs,y,n,,,'/V\.C/e\
aider,vv,y,n,,,/V\.'C/V\
aidera,vsv,y,n,,,/V\.C/e\.'C/V\
aiderai,vsv,y,n,,,/V\.C/e\.'C/V\
aiderés,vsv,y,n,,,/V\.C/e\.'C/V\
aidez,vv,y,n,,,/V\.'C/V\
aidié,vv,y,n,,,/V\.'C/V\
aidier,vrr,y,n,*,,/V\.C/<V>\.'/V\
aidiez,vv,y,n,,,/V\.'C/V\
aidoient,vvs,y,n,,,/V\.'C/V\./e\
aidont,vv,y,n,,,/V\.'C/V\
aidrai,vv,y,n,,,/V\.'C/V\
aidrons,vv,y,n,,,/V\.'C/V\
aie,vs,y,y,,,'/V\./(e)\
aïe,vvs,y,y,nn: help,,/V\.'C/V\./(e)\
aiens,vv,y,n,,,/V\.'C/V\
aient,vs,y,n,,,'/V\./e\
aienz,v,y,n,#NAME?,,/V\
aies,vs,y,n,,,'/V\./e\
aiés,vv,y,n,,,/V\.'C/V\
aiet,vs,y,y,,,'/V\./(e)\
aieue,vvs,y,y,,,/V\.'C/V\./(e)\
aiez,vv,y,n,,,/V\.'C/V\
aighe,vs,y,y,,,'/V\.C/(e)\
aigle,vs,y,y,,,'/V\.C/(e)\
aiglentier,vvv,y,n,,,/V\.C/V\.'C/V\
aigneal,vv,y,n,,,/V\.'C/V\
aigneas,vv,y,n,,,/V\.'C/V\
aigneax,vv,y,n,,,/V\.'C/V\
aignel,vv,y,n,,,/V\.'C/V\
aignelat,vsv,y,n,,,/V\.C/e\.'C/V\
aigniaus,vv,y,n,,,/V\.'C/V\
aigre,vs,y,y,,,'/V\.C/(e)\
aigrement,vsv,y,n,,,/V\.C/e\.'C/V\
aigres,vs,y,n,,,'/V\.C/e\
aigreur,vv,y,n,,,/V\.'C/V\
aigue,vs,y,y,,,'/V\.C/(e)\
aigues,vs,y,n,,,'/V\.C/e\
aiiés,vv,y,n,,,/V\.'C/V\
aikes,vs,y,n,,,'/V\.C/e\
aile,vs,y,y,,,'/V\.C/(e)\
aille,vs,y,y,,,'/V\.C/(e)\
aillent,vs,y,n,,,'/V\.C/e\
ailles,vs,y,n,,,'/V\.C/e\
ailleur,vv,y,n,,,/V\.'C/V\
ailleurs,vv,y,n,,,/V\.'C/V\
aillez,vv,y,n,,,/V\.'C/V\
ailliez,vv,y,n,,,/V\.'C/V\
aillors,vv,y,n,,,/V\.'C/V\
aillours,vv,y,n,,,/V\.'C/V\
aillurs,vv,y,n,,,/V\.'C/V\
ailurs,vv,y,n,,,/V\.'C/V\
aim,v,y,n,,,/V\
aima,vv,y,n,,,/V\.'C/V\
aime,vs,y,y,,,'/V\.C/(e)\
aiment,vs,y,n,,,'/V\.C/e\
aimer,vv,y,n,,,/V\.'C/V\
aimera,vsv,y,n,,,/V\.C/e\.'C/V\
aimeraie,vsvs,y,y,,,/V\.C/e\.'C/V\./(e)\
aimerez,vsv,y,n,,,/V\.C/e\.'C/V\
aimeri,vsv,y,n,,,/V\.C/e\.'C/V\
aimeroient,vsvs,y,n,,,/V\.C/e\.'C/V\./e\
aimeroit,vsv,y,n,,,/V\.C/e\.'C/V\
aimes,vs,y,n,,,'/V\.C/e\
aimet,vs,y,y,,,'/V\.C/(e)\
aimez,vv,y,n,,,/V\.'C/V\
aimi,vv,y,n,,,/V\.'C/V\
aimme,vs,y,y,,,'/V\.C/(e)\
aimment,vs,y,n,,,'/V\.C/e\
aimmet,vs,y,n,,,'/V\.C/e\
aims,v,y,n,,,/V\
ain,v,y,n,,,/V\
ainc,v,y,n,,,/V\
